items,quality_control
"[['http://object-naming-amore.upf.edu//2325141_3414402_singleton_obj.png', ['plane', 'airplane', 'sandbox']], ['http://object-naming-amore.upf.edu//2342694_3199238_singleton_obj.png', ['mountain', 'jacket', 'clothing', 'coat']], ['http://object-naming-amore.upf.edu//2375067_3695226_singleton_obj.png', ['baseball player', 'athlete', 'man', 'venders', 'batter']], ['http://object-naming-amore.upf.edu//2317008_3009349_supercat_ambiguous.png', ['baby', 'kid', 'girl', 'chlid', 'child', 'toddler']], ['http://object-naming-amore.upf.edu//2343489_2495367_supercat_unique.png', ['person', 'child', 'man', 'persno', 'boy', 'bed']], ['http://object-naming-amore.upf.edu//2370064_606617_singleton_obj.png', ['shoe', 'skier', 'bag', 'snowboarder', 'strap', 'man', 'person']]]","['7b2273616e64626f78223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226d6f756e7461696e223a20227365726966227d', '7b2276656e64657273223a2022636f7572696572227d', '7b2263686c6964223a202273616e732d6368696c64222c202262616279223a2022626f6c642d6368696c64227d', '7b22706572736e6f223a202273616e732d706572736f6e227d', '7b227374726170223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2400644_406997_singleton_obj.png', ['bird', 'buckle', 'parrot']], ['http://object-naming-amore.upf.edu//2318145_2916930_supercat_ambiguous.png', ['chlid', 'girl', 'child', 'boy']], ['http://object-naming-amore.upf.edu//2416080_2754274_seed_ambiguous.png', ['sandwich', 'food', 'lcd', 'bun', 'hotdog']], ['http://object-naming-amore.upf.edu//2334243_3467159_singleton_obj.png', ['bread', 'hotdog', 'food', 'sandwich', 'bun', 'hotodg']], ['http://object-naming-amore.upf.edu//2379586_711871_seed_ambiguous.png', ['puppy', 'stuffed animal', 'mouth', 'teddy bear', 'toy', 'bear']], ['http://object-naming-amore.upf.edu//713704_3796731_singleton_obj.png', ['chair', 'livnig room', 'house', 'sofa', 'window', 'living room', 'room']]]","['7b226275636b6c65223a20227365726966227d', '7b2263686c6964223a202273616e732d6368696c64227d', '7b226c6364223a2022636f7572696572227d', '7b22686f746f6467223a202273616e732d686f74646f67227d', '7b226d6f757468223a20227365726966227d', '7b226c69766e696720726f6f6d223a202273616e732d6c6976696e6720726f6f6d227d']"
"[['http://object-naming-amore.upf.edu//2347923_2553302_supercat_ambiguous.png', ['ship', 'leftear', 'boat']], ['http://object-naming-amore.upf.edu//2397845_1185846_supercat_unique.png', ['sky', 'dress', 'statue', 'shirt']], ['http://object-naming-amore.upf.edu//2400889_404608_supercat_unique.png', ['derss', 'shirt', 'dress', 't-shirt', 'phone']], ['http://object-naming-amore.upf.edu//2363565_3745284_supercat_unique.png', ['oven', 'rack', 'eye', 'cat', 'oven rack', 'grill']], ['http://object-naming-amore.upf.edu//2392267_3826094_seed_ambiguous.png', ['jackte', 'lady', 'jacket', 'person', 'girl', 'woman']], ['http://object-naming-amore.upf.edu//2361706_2970746_seed_ambiguous.png', ['snows', 'book', 'bookshelf', 'bookcase', 'ear', 'cat', 'shelf']]]","['7b226c656674656172223a2022636f7572696572227d', '7b22736b79223a20227365726966227d', '7b226465727373223a202273616e732d6472657373227d', '7b22657965223a20227365726966227d', '7b226a61636b7465223a202273616e732d6a61636b6574227d', '7b22736e6f7773223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2415393_3505681_supercat_unique.png', ['zebra', 'horse', 'shoes']], ['http://object-naming-amore.upf.edu//2372821_590298_singleton_obj.png', ['duk', 'bird', 'duck', 'goose']], ['http://object-naming-amore.upf.edu//2417716_3367050_supercat_ambiguous.png', ['building', 'barn', 'shed', 'brn', 'house']], ['http://object-naming-amore.upf.edu//2377461_3677641_seed_ambiguous.png', ['sweater', 'ground', 'counter', 'desk', 'cat', 'table']], ['http://object-naming-amore.upf.edu//2351125_2162315_singleton_obj.png', ['person', 'woman', 'cuff', 'girl', 't-shirt', 'lady']], ['http://object-naming-amore.upf.edu//2397259_435563_supercat_unique.png', ['umbrella', 'person', 'dress', 'tutus', 'shirt', 'girl', 'woman']]]","['7b2273686f6573223a20227365726966227d', '7b2264756b223a202273616e732d6475636b227d', '7b2262726e223a202273616e732d6261726e227d', '7b2267726f756e64223a20227365726966227d', '7b2263756666223a20227365726966227d', '7b227475747573223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2317819_1017099_supercat_ambiguous.png', ['cheese', 'pizza', 'tablecloth']], ['http://object-naming-amore.upf.edu//2342453_934021_seed_ambiguous.png', ['curtain', 'drape', 'curtains', 'shadow']], ['http://object-naming-amore.upf.edu//2347525_889998_singleton_obj.png', ['desk', 'carpet', 'wall', 'table', 'rug']], ['http://object-naming-amore.upf.edu//2370868_2103057_singleton_obj.png', ['skate', 'girl', 'wave', 't-shirt', 'child', 'surfer']], ['http://object-naming-amore.upf.edu//2408091_1094604_seed_ambiguous.png', ['woman', 'man', 'person', 'wineglass', 'wneglass', 'human']], ['http://object-naming-amore.upf.edu//2338936_952788_singleton_obj.png', ['bread', 'sauce', 'hotdog', 'bacon', 'food', 'toppings', 'sandwich']]]","['7b227461626c65636c6f7468223a20227365726966227d', '7b22736861646f77223a20227365726966222c20226375727461696e223a2022626f6c642d6375727461696e732c6472617065227d', '7b2277616c6c223a20227365726966222c2022636172706574223a2022626f6c642d727567227d', '7b2277617665223a20227365726966227d', '7b22776e65676c617373223a202273616e732d77696e65676c617373222c202268756d616e223a2022626f6c642d6d616e227d', '7b226272656164223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2402165_1139483_supercat_ambiguous.png', ['pot', 'fred', 'vase']], ['http://object-naming-amore.upf.edu//2382242_540222_supercat_unique.png', ['tub', 'bathtub', 'ashore', 'cat']], ['http://object-naming-amore.upf.edu//2325523_2813152_singleton_obj.png', ['post', 'wheel', 'vehicle', 'truck', 'car']], ['http://object-naming-amore.upf.edu//2345170_2516257_supercat_unique.png', ['girl', 'woman', 'person', 'lady', 't-shirt', 'persln']], ['http://object-naming-amore.upf.edu//2320280_994511_singleton_obj.png', ['person', 'skier', 'kid', 'woman', 'skating', 'snow']], ['http://object-naming-amore.upf.edu//2386722_517113_supercat_ambiguous.png', ['clothing', 'jacket', 'vest', 'coat', 'sweater', 'jacekt', 'shirt']]]","['7b2266726564223a2022636f7572696572227d', '7b226173686f7265223a2022636f7572696572222c202262617468747562223a2022626f6c642d747562227d', '7b22706f7374223a20227365726966227d', '7b22706572736c6e223a202273616e732d706572736f6e227d', '7b22736e6f77223a20227365726966227d', '7b226a6163656b74223a202273616e732d6a61636b6574227d']"
"[['http://object-naming-amore.upf.edu//2337029_959185_singleton_obj.png', ['wall', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2340660_2656309_seed_ambiguous.png', ['airplane', 'plane', 'sign', 'jet']], ['http://object-naming-amore.upf.edu//2351557_859929_supercat_unique.png', ['hotdog', 'hotog', 'pizza', 'bread', 'food']], ['http://object-naming-amore.upf.edu//2394649_2471226_singleton_obj.png', ['grass', 'skater', 'skateboarder', 'person', 'boy', 'man']], ['http://object-naming-amore.upf.edu//2405662_372674_singleton_obj.png', ['fringe', 'person', 'guy', 'man', 'skater', 'skateboarder']], ['http://object-naming-amore.upf.edu//2341732_940213_singleton_obj.png', ['man', 'batter', 'hitter', 'yield', 'player', 'baseball player', 'uniform']]]","['7b2277616c6c223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b227369676e223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22686f746f67223a202273616e732d686f74646f67227d', '7b226772617373223a20227365726966227d', '7b226672696e6765223a2022636f7572696572227d', '7b227969656c64223a2022636f7572696572222c2022626174746572223a2022626f6c642d686974746572227d']"
"[['http://object-naming-amore.upf.edu//2364820_638588_singleton_obj.png', ['airplane', 'plane', 'cockpit']], ['http://object-naming-amore.upf.edu//2319213_3443768_supercat_unique.png', ['man', 'coat', 'jacket', 'fence']], ['http://object-naming-amore.upf.edu//2398892_1174558_supercat_ambiguous.png', ['woman', 'driinks', 'person', 'girl', 'player']], ['http://object-naming-amore.upf.edu//2378686_1366171_singleton_obj.png', ['blown', 'vanity', 'sink', 'washbasin', 'wash room', 'counter']], ['http://object-naming-amore.upf.edu//2347968_885903_singleton_obj.png', ['person', 'girl', 't-shirt', 'gamer', 'woman', 'skiis']], ['http://object-naming-amore.upf.edu//2361314_2629100_seed_ambiguous.png', ['meat', 'food', 'pizza', 'plate', 'beef', 'sauce', 'macaroni']]]","['7b22636f636b706974223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2266656e6365223a20227365726966227d', '7b22647269696e6b73223a2022636f7572696572227d', '7b22626c6f776e223a2022636f7572696572227d', '7b22736b696973223a2022636f7572696572227d', '7b226d616361726f6e69223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2339634_2758225_singleton_obj.png', ['airplane', 'plane', 'window']], ['http://object-naming-amore.upf.edu//2347240_2036070_supercat_ambiguous.png', ['lady', 'lawy', 'woman', 'girl']], ['http://object-naming-amore.upf.edu//2345836_1675693_seed_ambiguous.png', ['bun', 'sandwich', 'food', 'hotodg', 'hotdog']], ['http://object-naming-amore.upf.edu//2364214_1957542_supercat_unique.png', ['bridge', 'train', 'window', 'bidge', 'overpass', 'building']], ['http://object-naming-amore.upf.edu//2342414_934417_supercat_unique.png', ['suit', 'calcium', 'jacket', 'shirt', 'tie', 'blazer']], ['http://object-naming-amore.upf.edu//2393135_474580_supercat_unique.png', ['kid', 'boy', 'girl', 'baby', 'fabric', 'child', 'toddler']]]","['7b2277696e646f77223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226c617779223a202273616e732d6c616479227d', '7b22686f746f6467223a202273616e732d686f74646f67227d', '7b226269646765223a202273616e732d627269646765227d', '7b2263616c6369756d223a2022636f7572696572227d', '7b22666162726963223a20227365726966222c202262616279223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2329968_3132421_supercat_ambiguous.png', ['pizza', 'ceese', 'cheese']], ['http://object-naming-amore.upf.edu//2315964_3040812_singleton_obj.png', ['fireman', 'vehicle', 'car', 'truck']], ['http://object-naming-amore.upf.edu//2408637_257759_singleton_obj.png', ['sandwich', 'hotdog', 'bread', 'food', 'fry']], ['http://object-naming-amore.upf.edu//2338364_3228052_seed_ambiguous.png', ['sofa', 'arm chair', 'body', 'armchair', 'chair', 'cat']], ['http://object-naming-amore.upf.edu//2351321_1698662_singleton_obj.png', ['plane', 'airplane', 'flight', 'jet', 'aircraft', 'wheels']], ['http://object-naming-amore.upf.edu//2332990_3236418_singleton_obj.png', ['kid', 'shirt', 'cloud', 't-shirt', 'person', 'man', 'boy']]]","['7b226365657365223a202273616e732d636865657365227d', '7b22666972656d616e223a20227365726966227d', '7b22667279223a20227365726966227d', '7b22626f6479223a20227365726966227d', '7b22776865656c73223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22636c6f7564223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2345483_3624257_supercat_ambiguous.png', ['hair', 'child', 'girl']], ['http://object-naming-amore.upf.edu//2402636_1133441_singleton_obj.png', ['table', 'books', 'book', 'desk']], ['http://object-naming-amore.upf.edu//2412247_2794697_supercat_unique.png', ['wine', 'glsases', 'glasses', 'wine glasses', 'glass']], ['http://object-naming-amore.upf.edu//2412831_185837_singleton_obj.png', ['shirt', 'jacket', 'jaciet', 'beard', 'coat', 'sweater']], ['http://object-naming-amore.upf.edu//416_1635310_seed_ambiguous.png', ['woman', 'lady', 'actress', 'artwork', 't-shirt', 'person']], ['http://object-naming-amore.upf.edu//2375629_580885_seed_ambiguous.png', ['woman', 'person', 'tennis player', 'player', 'girl', 'shoe', 'shirt']]]","['7b2268616972223a20227365726966227d', '7b22626f6f6b223a20227365726966227d', '7b22676c7361736573223a202273616e732d676c6173736573222c2022676c617373223a2022626f6c642d676c6173736573227d', '7b226a6163696574223a202273616e732d6a61636b6574222c20226a61636b6574223a2022617269616c227d', '7b22617274776f726b223a2022636f7572696572227d', '7b227368697274223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2342724_931276_singleton_obj.png', ['plane', 'airplane', 'podiums']], ['http://object-naming-amore.upf.edu//1440_1641138_singleton_obj.png', ['house', 'nt', 'building', 'tree']], ['http://object-naming-amore.upf.edu//2398361_426027_supercat_ambiguous.png', ['lanter', 'woman', 'lady', 'bag', 'person']], ['http://object-naming-amore.upf.edu//2335134_3394378_singleton_obj.png', ['person', 'woman', 'girl', 'shoe', 'phone', 'oatmeal']], ['http://object-naming-amore.upf.edu//2316948_2732296_supercat_ambiguous.png', ['sauce', 'slice', 'pizza slice', 'food', 'pizza', 'tomatoes']], ['http://object-naming-amore.upf.edu//2385914_685096_singleton_obj.png', ['woman', 'plyaer', 'player', 'lady', 'girl', 't-shirt', 'person']]]","['7b22706f6469756d73223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226e74223a2022636f7572696572227d', '7b226c616e746572223a2022636f7572696572227d', '7b226f61746d65616c223a2022636f7572696572227d', '7b22746f6d61746f6573223a20227365726966227d', '7b22706c79616572223a202273616e732d706c61796572227d']"
"[['http://object-naming-amore.upf.edu//2409316_244403_singleton_obj.png', ['plane', 'airplane', 'airplaane']], ['http://object-naming-amore.upf.edu//2417434_3067025_singleton_obj.png', ['couch', 'love seat', 'sofa', 'loe seat']], ['http://object-naming-amore.upf.edu//2326900_981445_singleton_obj.png', ['desk', 'laptop', 'ice', 'keyboard', 'table']], ['http://object-naming-amore.upf.edu//2318973_3069222_singleton_obj.png', ['bowl', 'container', 'soup', 'food', 'prize', 'dish']], ['http://object-naming-amore.upf.edu//2400120_411291_singleton_obj.png', ['closest', 'bowl', 'toilet', 'toilet bowl', 'toilet seat', 'seat']], ['http://object-naming-amore.upf.edu//2334401_3271144_supercat_unique.png', ['snow', 'shirt', 'snowsuit', 'skier', 'man', 'snowboarder', 'shoe']]]","['7b22616972706c61616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226c6f652073656174223a202273616e732d6c6f76652073656174222c2022736f6661223a2022626f6c642d636f756368227d', '7b22696365223a20227365726966227d', '7b227072697a65223a2022636f7572696572227d', '7b22636c6f73657374223a2022636f7572696572227d', '7b22736e6f77223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2356945_1668543_singleton_obj.png', ['car', 'dotdog', 'train']], ['http://object-naming-amore.upf.edu//2404650_339876_supercat_unique.png', ['zeros', 'conductor', 'man', 'hat']], ['http://object-naming-amore.upf.edu//2335835_1045420_singleton_obj.png', ['girl', 'woman', 'phone', 'franks', 'person']], ['http://object-naming-amore.upf.edu//2328318_978149_supercat_unique.png', ['suit', 'sleeve', 'shirt', 'jacket', 'tie', 'coat']], ['http://object-naming-amore.upf.edu//2335480_3667413_seed_ambiguous.png', ['scooter', 'motorcycle', 'bike', 'moped', 'wheel', 'socoter']], ['http://object-naming-amore.upf.edu//2343003_2615116_seed_ambiguous.png', ['person', 'tennis player', 'woman', 'player', 'racket', 'girl', 'shoe']]]","['7b22646f74646f67223a2022636f7572696572227d', '7b227a65726f73223a2022636f7572696572227d', '7b226672616e6b73223a2022636f7572696572227d', '7b22736c65657665223a20227365726966227d', '7b22736f636f746572223a202273616e732d73636f6f746572222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b227261636b6574223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2409532_239830_singleton_obj.png', ['airplaje', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2400395_1159500_singleton_obj.png', ['engine', 'plane', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2351298_1978484_singleton_obj.png', ['player', 'baseball player', 'belt', 'man', 'batter']], ['http://object-naming-amore.upf.edu//2401246_401441_seed_ambiguous.png', ['wrist', 'teenager', 't-shirt', 'boy', 'man', 'person']], ['http://object-naming-amore.upf.edu//2403001_1978166_singleton_obj.png', ['doorway', 'skier', 'snowboarder', 'woman', 'person', 'helmet']], ['http://object-naming-amore.upf.edu//2389180_1263318_supercat_unique.png', ['shirt', 'sweatshirt', 'coat', 't-shirt', 'sweaetr', 'sweater', 'jacket']]]","['7b22616972706c616a65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22656e67696e65223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2262656c74223a20227365726966227d', '7b227772697374223a20227365726966227d', '7b22646f6f72776179223a2022636f7572696572227d', '7b2273776561657472223a202273616e732d73776561746572227d']"
"[['http://object-naming-amore.upf.edu//2347055_894077_supercat_ambiguous.png', ['pot', 'vase', 'box']], ['http://object-naming-amore.upf.edu//2327002_981223_singleton_obj.png', ['motorcycle', 'bike', 'motorbike', 'motorcyycle']], ['http://object-naming-amore.upf.edu//2414017_161460_supercat_ambiguous.png', ['scooter', 'mootorcycle', 'motorcycle', 'cat', 'moped']], ['http://object-naming-amore.upf.edu//2377772_2165733_singleton_obj.png', ['toilet', 'edge', 'urinal', 'leptin', 'bowl', 'bidet']], ['http://object-naming-amore.upf.edu//2338399_954257_singleton_obj.png', ['person', 'skier', 'woman', 'people', 'shoe', 'cap']], ['http://object-naming-amore.upf.edu//2401134_1151353_supercat_unique.png', ['vest', 'jacket', 'shirt', 'phone', 'mobile', 'watch', 'coat']]]","['7b22626f78223a20227365726966227d', '7b226d6f746f72637979636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b226d6f6f746f726379636c65223a202273616e732d6d6f746f726379636c65227d', '7b2265646765223a20227365726966227d', '7b2270656f706c65223a20227365726966227d', '7b227761746368223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2361856_3753042_supercat_unique.png', ['jaacket', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2405858_371513_supercat_ambiguous.png', ['train', 'people', 'car', 'train car']], ['http://object-naming-amore.upf.edu//2343925_3319794_singleton_obj.png', ['hiker', 'girl', 'backpack', 'camera', 'woman']], ['http://object-naming-amore.upf.edu//2407857_272407_supercat_ambiguous.png', ['cheese', 'pizza toppings', 'meat', 'food', 'toppings', 'pizza']], ['http://object-naming-amore.upf.edu//2405049_1110997_seed_ambiguous.png', ['sandwich', 'engine', 'plate', 'hotdog', 'food', 'bun']], ['http://object-naming-amore.upf.edu//2323480_3279191_singleton_obj.png', ['tie', 'man', 'handcar', 'lady', 'woman', 'server', 'person']]]","['7b226a6161636b6574223a202273616e732d6a61636b6574227d', '7b2270656f706c65223a20227365726966227d', '7b2263616d657261223a20227365726966227d', '7b226d656174223a20227365726966227d', '7b22656e67696e65223a2022636f7572696572227d', '7b2268616e64636172223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2369727_1975064_supercat_unique.png', ['cnair', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2403639_351313_supercat_unique.png', ['sofa', 'dog', 'wall', 'couch']], ['http://object-naming-amore.upf.edu//2404585_376675_singleton_obj.png', ['person', 'sunglasses', 'cell phone', 'girl', 'woman']], ['http://object-naming-amore.upf.edu//2323034_3299221_singleton_obj.png', ['skier', 'man', 'person', 'perskn', 'jacket', 'boy']], ['http://object-naming-amore.upf.edu//2325497_3484952_singleton_obj.png', ['skater', 'child', 'skateboarder', 'boy', 'bike', 'helmet']], ['http://object-naming-amore.upf.edu//2324220_3281608_singleton_obj.png', ['canopy', 'giraffe', 'shed', 'umbrella', 'awning', 'tent', 'man']]]","['7b22636e616972223a202273616e732d6368616972227d', '7b2277616c6c223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b2273756e676c6173736573223a20227365726966227d', '7b22706572736b6e223a202273616e732d706572736f6e227d', '7b2262696b65223a20227365726966227d', '7b226d616e223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2349518_874173_supercat_unique.png', ['coat', 'coffin', 'jacket']], ['http://object-naming-amore.upf.edu//2405746_329375_singleton_obj.png', ['carpet', 'drinks', 'floor', 'drins']], ['http://object-naming-amore.upf.edu//2368235_3870166_supercat_unique.png', ['bread', 'knife', 'mustard', 'food', 'hotdog']], ['http://object-naming-amore.upf.edu//2320298_994397_singleton_obj.png', ['lady', 'buiding', 'surfer', 'see', 'girl', 'woman']], ['http://object-naming-amore.upf.edu//2322086_993593_supercat_unique.png', ['armchair', 'bridhe', 'couch', 'animal', 'chair', 'dog']], ['http://object-naming-amore.upf.edu//2344594_914630_supercat_unique.png', ['man', 'chair', 'trench coat', 'jacket', 'clothing', 'coat', 'bench']]]","['7b22636f6666696e223a2022636f7572696572227d', '7b226472696e73223a202273616e732d6472696e6b73227d', '7b226d757374617264223a20227365726966227d', '7b2262756964696e67223a2022636f7572696572227d', '7b22627269646865223a2022636f7572696572227d', '7b2262656e6368223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2319746_3255732_seed_ambiguous.png', ['table', 'bed', 'umbella']], ['http://object-naming-amore.upf.edu//2393226_1221829_supercat_ambiguous.png', ['chin', 'shirt', 'necktie', 'tie']], ['http://object-naming-amore.upf.edu//2359534_1890380_supercat_ambiguous.png', ['man', 'redrope', 'skateboarder', 'skater', 'skating board']], ['http://object-naming-amore.upf.edu//2413728_167476_singleton_obj.png', ['cake', 'food', 'girl', 'woman', 'desk', 'person']], ['http://object-naming-amore.upf.edu//2370666_2203724_supercat_unique.png', ['food', 'hand', 'sandwich', 'hotdog', 'neck', 'bun']], ['http://object-naming-amore.upf.edu//2413159_179058_singleton_obj.png', ['boy', 'man', 'skater', 'person', 'skatebarder', 'kid', 'skateboarder']]]","['7b22756d62656c6c61223a2022636f7572696572227d', '7b226368696e223a20227365726966222c20226e65636b746965223a2022626f6c642d746965227d', '7b22726564726f7065223a2022636f7572696572227d', '7b226465736b223a20227365726966227d', '7b226e65636b223a20227365726966227d', '7b22736b617465626172646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2344835_2435243_singleton_obj.png', ['kiosk', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2373609_1915649_singleton_obj.png', ['dock', 'pier', 'bridge', 'eyecars']], ['http://object-naming-amore.upf.edu//2316022_2921754_singleton_obj.png', ['armchair', 'couch', 'sofa', 'chair', 'table']], ['http://object-naming-amore.upf.edu//2318963_1005783_seed_ambiguous.png', ['lady', 'woman', 'person', 'plate', 'bottle', 'napkin']], ['http://object-naming-amore.upf.edu//2371874_2374310_supercat_ambiguous.png', ['plate', 'food', 'toppings', 'cheese', 'ogre', 'pizza']], ['http://object-naming-amore.upf.edu//2365906_2660130_singleton_obj.png', ['persson', 'guy', 'shoe', 'person', 'man', 'tennis player', 'player']]]","['7b226b696f736b223a2022636f7572696572222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2265796563617273223a2022636f7572696572222c202270696572223a2022626f6c642d646f636b227d', '7b227461626c65223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b226e61706b696e223a20227365726966227d', '7b226f677265223a2022636f7572696572227d', '7b2270657273736f6e223a202273616e732d706572736f6e227d']"
"[['http://object-naming-amore.upf.edu//2357708_1703989_seed_ambiguous.png', ['drape', 'curtain', 'rod']], ['http://object-naming-amore.upf.edu//2404470_377306_supercat_ambiguous.png', ['stais', 'child', 'kid', 'boy']], ['http://object-naming-amore.upf.edu//354_3342243_singleton_obj.png', ['wood', 'boogh', 'phone booth', 'booth', 'building']], ['http://object-naming-amore.upf.edu//2366674_1665694_singleton_obj.png', ['jakcet', 'man', 'person', 'jacket', 'skier', 'woman']], ['http://object-naming-amore.upf.edu//2358726_2647394_singleton_obj.png', ['motor bike', 'kart', 'motorbike', 'wheel', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2390173_1253197_supercat_unique.png', ['tie', 'track', 'tracks', 'pole', 'ditch', 'train tracks', 'sidewalk']]]","['7b22726f64223a2022636f7572696572222c20226472617065223a2022626f6c642d6375727461696e227d', '7b227374616973223a2022636f7572696572222c20226b6964223a2022626f6c642d6368696c64227d', '7b22626f6f6768223a202273616e732d626f6f7468222c2022626f6f7468223a2022617269616c227d', '7b226a616b636574223a202273616e732d6a61636b6574227d', '7b226b617274223a2022636f7572696572222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226469746368223a2022636f7572696572222c2022747261636b73223a2022626f6c642d747261636b227d']"
"[['http://object-naming-amore.upf.edu//2395340_1206080_singleton_obj.png', ['coat', 'bear', 'gage']], ['http://object-naming-amore.upf.edu//2372675_2287518_supercat_unique.png', ['bridge', 'train', 'cement', 'overpass']], ['http://object-naming-amore.upf.edu//2410998_1083958_seed_ambiguous.png', ['piizza', 'cheese', 'toppings', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2373885_2639092_singleton_obj.png', ['tablecloth', 'counter', 'cutting board', 'table', 'food', 'cuting board']], ['http://object-naming-amore.upf.edu//2352349_2556806_singleton_obj.png', ['hosre', 'motorcycle', 'bike', 'vehicle', 'motorbike', 'wheel']], ['http://object-naming-amore.upf.edu//2364732_639308_seed_ambiguous.png', ['person', 'pizza', 'woman', 'pole', 'foods', 'box', 'girl']]]","['7b2267616765223a2022636f7572696572227d', '7b2263656d656e74223a20227365726966227d', '7b227069697a7a61223a202273616e732d70697a7a61227d', '7b22637574696e6720626f617264223a202273616e732d63757474696e6720626f617264227d', '7b22686f737265223a2022636f7572696572222c2022776865656c223a2022626f6c642d62696b65227d', '7b22706f6c65223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2349813_2068212_supercat_unique.png', ['bun', 'bred', 'bread']], ['http://object-naming-amore.upf.edu//2373915_1732278_singleton_obj.png', ['sheep', 'woman', 'surfer', 'girl']], ['http://object-naming-amore.upf.edu//2358146_3394580_singleton_obj.png', ['shadow', 'sandwich', 'plate', 'bread', 'food']], ['http://object-naming-amore.upf.edu//2366884_1784740_seed_ambiguous.png', ['floor', 'dress', 'couch', 'sofa', 't-shirt', 'chair']], ['http://object-naming-amore.upf.edu//2398060_1183347_singleton_obj.png', ['capes', 'shoe', 'person', 'woman', 't-shirt', 'tennis player']], ['http://object-naming-amore.upf.edu//2354414_838638_supercat_ambiguous.png', ['shadow', 'suit jacket', 'blazer', 'jacket', 'coat', 'suit', 'shirt']]]","['7b2262726564223a202273616e732d6272656164227d', '7b227368656570223a2022636f7572696572227d', '7b22736861646f77223a20227365726966227d', '7b22666c6f6f72223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b226361706573223a2022636f7572696572227d', '7b22736861646f77223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2381771_702000_singleton_obj.png', ['bathtub', 'tub', 'icons']], ['http://object-naming-amore.upf.edu//2358326_2503457_supercat_unique.png', ['jacket', 'suit', 'tie', 'jackte']], ['http://object-naming-amore.upf.edu//2412132_202188_supercat_ambiguous.png', ['woman', 'person', 'shirt', 'skirt', 'girl']], ['http://object-naming-amore.upf.edu//2399507_1659807_supercat_unique.png', ['man', 'shirt', 'jacket', 'sweatshirt', 'clothing', 'eye']], ['http://object-naming-amore.upf.edu//2333578_3387363_supercat_ambiguous.png', ['coat', 'blazer', 'shirt', 'suit', 'hand', 'jacket']], ['http://object-naming-amore.upf.edu//2339449_3392922_supercat_unique.png', ['motorbike', 'bike', 'motorcycle', 'vehicle', 'scooter', 'moped', 'packag']]]","['7b2269636f6e73223a2022636f7572696572222c202262617468747562223a2022626f6c642d747562227d', '7b226a61636b7465223a202273616e732d6a61636b6574227d', '7b22736b697274223a20227365726966227d', '7b22657965223a20227365726966227d', '7b2268616e64223a20227365726966227d', '7b227061636b6167223a2022636f7572696572222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d']"
