items,quality_control
"[['http://object-naming-amore.upf.edu//2351692_1793423_singleton_obj.png', ['tarin', 'bus', 'train']], ['http://object-naming-amore.upf.edu//2333492_967254_supercat_unique.png', ['coat', 'jacket', 'javket']], ['http://object-naming-amore.upf.edu//2413578_170657_singleton_obj.png', ['bolt', 'dog', 'pul']], ['http://object-naming-amore.upf.edu//1592212_3708959_supercat_unique.png', ['t-shiirt', 'shirt', 'dress', 't-shirt']], ['http://object-naming-amore.upf.edu//2349223_876454_singleton_obj.png', ['t-shirt', 'cake', 'guy', 'man', 'mold']], ['http://object-naming-amore.upf.edu//2377731_564017_seed_ambiguous.png', ['shirt', 'vest', 'tie', 'jacket', 'pattern']], ['http://object-naming-amore.upf.edu//2366557_3878412_singleton_obj.png', ['inlet', 'child', 'baby', 'cap', 'kid', 'boy']]]","['7b22746172696e223a202273616e732d747261696e222c2022747261696e223a2022617269616c227d', '7b226a61766b6574223a202273616e732d6a61636b6574222c20226a61636b6574223a2022617269616c227d', '7b22626f6c74223a20227365726966222c2022646f67223a2022617269616c227d', '7b22742d736869697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b226d6f6c64223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b227061747465726e223a20227365726966222c20227368697274223a2022617269616c227d', '7b22696e6c6574223a2022636f7572696572222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//3537_1653097_supercat_unique.png', ['shirt', 'ear', 't-shirt']], ['http://object-naming-amore.upf.edu//2324581_2798490_singleton_obj.png', ['bench', 'cheesy', 'flower']], ['http://object-naming-amore.upf.edu//2416176_3248092_singleton_obj.png', ['train', 'trepan', 'wacker']], ['http://object-naming-amore.upf.edu//2414978_148359_singleton_obj.png', ['barge', 'brge', 'boat', 'ship']], ['http://object-naming-amore.upf.edu//2347051_3172451_seed_ambiguous.png', ['donjt', 'cake', 'food', 'donut', 'sweet']], ['http://object-naming-amore.upf.edu//2411596_309610_singleton_obj.png', ['plate', 'donut', 'bagel', 'food', 'bgel']], ['http://object-naming-amore.upf.edu//2355688_2132082_supercat_unique.png', ['bottle', 'drink', 'glass', 'cup', 'tubler', 'tumbler']]]","['7b22656172223a20227365726966222c20227368697274223a2022617269616c227d', '7b22636865657379223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b227761636b6572223a2022636f7572696572222c2022747261696e223a2022617269616c227d', '7b2262726765223a202273616e732d6261726765227d', '7b22646f6e6a74223a202273616e732d646f6e7574222c2022646f6e7574223a2022617269616c227d', '7b226267656c223a202273616e732d626167656c222c2022626167656c223a2022617269616c227d', '7b227475626c6572223a202273616e732d74756d626c6572227d']"
"[['http://object-naming-amore.upf.edu//2400292_660766_singleton_obj.png', ['turtles', 'truck', 'car']], ['http://object-naming-amore.upf.edu//2411429_2907585_seed_ambiguous.png', ['subway', 'backpack', 'train']], ['http://object-naming-amore.upf.edu//2411437_1079911_supercat_unique.png', ['cupboard', 'cabinet', 'cbainet']], ['http://object-naming-amore.upf.edu//2379725_1354921_singleton_obj.png', ['sofa', 'window', 'couch', 'teeth']], ['http://object-naming-amore.upf.edu//713632_3077930_singleton_obj.png', ['shirt', 'woman', 'persson', 'jacket', 'person']], ['http://object-naming-amore.upf.edu//2350224_869381_singleton_obj.png', ['desktop', 'table', 'pen', 'laptop', 'desk']], ['http://object-naming-amore.upf.edu//2413775_166463_singleton_obj.png', ['head', 'bib', 'comb', 'jacket', 'shirt', 'hairbrush']]]","['7b22747572746c6573223a2022636f7572696572222c2022747275636b223a2022617269616c227d', '7b226261636b7061636b223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22636261696e6574223a202273616e732d636162696e6574222c2022636162696e6574223a2022617269616c227d', '7b227465657468223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2270657273736f6e223a202273616e732d706572736f6e222c2022776f6d616e223a2022617269616c227d', '7b2270656e223a20227365726966222c20226465736b223a2022617269616c227d', '7b2268656164223a20227365726966222c20227368697274223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2334613_3208513_supercat_unique.png', ['bench', 'dog', 'ear']], ['http://object-naming-amore.upf.edu//2378777_1364907_singleton_obj.png', ['key board', 'cat', 'key obard']], ['http://object-naming-amore.upf.edu//2344385_2533230_singleton_obj.png', ['sofa', 'couch', 'sfa']], ['http://object-naming-amore.upf.edu//2357638_1721370_seed_ambiguous.png', ['plane', 'mural', 'airplane', 'vehicles']], ['http://object-naming-amore.upf.edu//2401099_402450_singleton_obj.png', ['child', 'tennis player', 'fence', 'kid', 'girl']], ['http://object-naming-amore.upf.edu//2386495_518304_singleton_obj.png', ['rug', 'chair', 'floor', 'carpet', 'mirror']], ['http://object-naming-amore.upf.edu//2410144_225015_supercat_unique.png', ['glass', 'island', 'watch', 'counter', 'table', 'counter top']]]","['7b22656172223a20227365726966222c202262656e6368223a2022617269616c227d', '7b226b6579206f62617264223a202273616e732d6b657920626f617264222c2022636174223a2022617269616c227d', '7b22736661223a202273616e732d736f6661222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b226d7572616c223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2266656e6365223a20227365726966222c20226769726c223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b226d6972726f72223a20227365726966222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b227761746368223a20227365726966222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2362996_1921220_seed_ambiguous.png', ['background', 'bird', 'goldfinch']], ['http://object-naming-amore.upf.edu//2391328_1241475_singleton_obj.png', ['carafes', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2344355_916102_singleton_obj.png', ['stripe', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2389809_1256945_singleton_obj.png', ['tarnish', 'man', 'person', 'cap']], ['http://object-naming-amore.upf.edu//2325670_3298805_seed_ambiguous.png', ['electronic', 'table', 'desk', 'kebyoard', 'keyboard']], ['http://object-naming-amore.upf.edu//2328240_3306768_supercat_unique.png', ['wheel', 'vehicle', 'backpack', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2354969_2079831_supercat_unique.png', ['donuts', 'finger', 'donut', 'doughnuts', 'tray', 'food']]]","['7b226261636b67726f756e64223a20227365726966227d', '7b2263617261666573223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22737472697065223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b227461726e697368223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b226b6562796f617264223a202273616e732d6b6579626f617264222c20226465736b223a2022617269616c227d', '7b226261636b7061636b223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b65227d', '7b2266696e676572223a20227365726966222c2022646f6e757473223a2022626f6c642d646f6e75742c646f7567686e757473227d']"
"[['http://object-naming-amore.upf.edu//2349593_873499_singleton_obj.png', ['huge', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2369425_2082159_singleton_obj.png', ['cake', 'shet', 'food']], ['http://object-naming-amore.upf.edu//2374172_2609252_singleton_obj.png', ['table', 'tagle', 'desk']], ['http://object-naming-amore.upf.edu//2376937_2342270_singleton_obj.png', ['burger', 'food', 'sandwich', 'table']], ['http://object-naming-amore.upf.edu//2359364_2330509_supercat_unique.png', ['hood', 'car', 'turett', 'table', 'bed']], ['http://object-naming-amore.upf.edu//2414280_297513_singleton_obj.png', ['bed', 'blanket', 'comforter', 'mattress', 'vegas']], ['http://object-naming-amore.upf.edu//2405388_1108245_singleton_obj.png', ['bed', 'wood', 'graffe', 'bunk bed', 'bunked', 'wooden']]]","['7b2268756765223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2273686574223a2022636f7572696572222c202263616b65223a2022617269616c227d', '7b227461676c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b227461626c65223a20227365726966222c202273616e6477696368223a2022617269616c227d', '7b22747572657474223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b227665676173223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22677261666665223a2022636f7572696572222c2022626564223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2365522_2369359_seed_ambiguous.png', ['train', 'side', 'locomotive']], ['http://object-naming-amore.upf.edu//2344127_1044069_singleton_obj.png', ['sweats', 'bed sheet', 'bed']], ['http://object-naming-amore.upf.edu//2388371_509050_supercat_unique.png', ['hippo', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//2412483_193428_seed_ambiguous.png', ['tfuck', 'pickup', 'car', 'truck']], ['http://object-naming-amore.upf.edu//2372531_736224_seed_ambiguous.png', ['geese', 'bird', 'goose', 'duck', 'left']], ['http://object-naming-amore.upf.edu//2415262_142974_singleton_obj.png', ['sphire', 'child', 'boy', 't-shirt', 'kid']], ['http://object-naming-amore.upf.edu//2329285_3398284_singleton_obj.png', ['bus', 'road', 'bridge', 'walkway', 'sidewalk', 'light']]]","['7b2273696465223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22737765617473223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22686970706f223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b22746675636b223a202273616e732d747275636b227d', '7b226c656674223a20227365726966222c2022676f6f7365223a2022617269616c222c20226765657365223a2022626f6c642d676f6f7365227d', '7b22737068697265223a2022636f7572696572222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b226c69676874223a20227365726966222c2022627269646765223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2355864_2195772_singleton_obj.png', ['jzcket', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2412518_192668_supercat_unique.png', ['bed', 'eyeglasses', 'man']], ['http://object-naming-amore.upf.edu//1410_1067092_singleton_obj.png', ['post', 'house', 'building']], ['http://object-naming-amore.upf.edu//2408952_251982_singleton_obj.png', ['wood', 'hotse', 'pony', 'horse']], ['http://object-naming-amore.upf.edu//713871_3328871_singleton_obj.png', ['papers', 'laptop', 'electronics', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2377598_3676453_seed_ambiguous.png', ['dirt', 'banana', 'shirt', 'man', 't-shirt']], ['http://object-naming-amore.upf.edu//2412975_298995_supercat_unique.png', ['baby', 'kid', 'chiild', 'boy', 'toddler', 'child']]]","['7b226a7a636b6574223a202273616e732d6a61636b6574222c20226a61636b6574223a2022617269616c227d', '7b22657965676c6173736573223a20227365726966222c2022626564223a2022617269616c227d', '7b22706f7374223a20227365726966222c2022686f757365223a2022617269616c227d', '7b22686f747365223a202273616e732d686f727365222c2022686f727365223a2022617269616c227d', '7b22706170657273223a20227365726966222c20226465736b223a2022617269616c227d', '7b2264697274223a20227365726966222c20226d616e223a2022617269616c227d', '7b22636869696c64223a202273616e732d6368696c64222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2390790_494045_singleton_obj.png', ['train', 'lcomotive', 'locomotive']], ['http://object-naming-amore.upf.edu//2402622_388053_singleton_obj.png', ['plate', 'table', 'bowl']], ['http://object-naming-amore.upf.edu//2415292_142397_supercat_unique.png', ['bench', 'hair', 'chair']], ['http://object-naming-amore.upf.edu//2323926_2766798_singleton_obj.png', ['fork', 'racelet', 'plate', 'cake']], ['http://object-naming-amore.upf.edu//2351200_2657199_singleton_obj.png', ['bed', 'cat', 'pillow', 'sofa', 'couch']], ['http://object-naming-amore.upf.edu//2341059_3657194_singleton_obj.png', ['wheel', 'house', 'bike', 'building', 'wall']], ['http://object-naming-amore.upf.edu//2335224_3670961_singleton_obj.png', ['counter', 'turned', 'countertop', 'table', 'vegetables', 'bottle']]]","['7b226c636f6d6f74697665223a202273616e732d6c6f636f6d6f74697665222c2022747261696e223a2022617269616c227d', '7b22626f776c223a20227365726966222c20227461626c65223a2022617269616c227d', '7b2268616972223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22726163656c6574223a2022636f7572696572222c2022666f726b223a2022617269616c227d', '7b2270696c6c6f77223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22776865656c223a20227365726966222c2022686f757365223a2022617269616c227d', '7b227475726e6564223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2330606_3436243_singleton_obj.png', ['bicycle', 'car', 'vehicle']], ['http://object-naming-amore.upf.edu//2317194_3236124_singleton_obj.png', ['plane', 'pecan', 'airplane']], ['http://object-naming-amore.upf.edu//2387343_1276821_seed_ambiguous.png', ['spoon', 'food', 'salad']], ['http://object-naming-amore.upf.edu//2382874_1325463_supercat_unique.png', ['sweater', 'shirt', 'hair', 't-shirt']], ['http://object-naming-amore.upf.edu//2383082_695018_supercat_ambiguous.png', ['finer', 'woman', 'lady', 'person', 'shirt']], ['http://object-naming-amore.upf.edu//2375131_3694761_seed_ambiguous.png', ['bench', 'table', 'chi', 'shirt', 'bnech']], ['http://object-naming-amore.upf.edu//2361612_2900447_singleton_obj.png', ['dress', 'finger', 'banana', 'clothing', 'woman', 'skirt']]]","['7b2262696379636c65223a20227365726966222c2022636172223a2022617269616c227d', '7b22706563616e223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2273706f6f6e223a20227365726966222c202273616c6164223a2022617269616c227d', '7b2268616972223a20227365726966222c20227368697274223a2022617269616c227d', '7b2266696e6572223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b22626e656368223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b2266696e676572223a20227365726966222c20226472657373223a2022617269616c222c2022636c6f7468696e67223a2022626f6c642d6472657373227d']"
"[['http://object-naming-amore.upf.edu//2316042_3315555_supercat_unique.png', ['house', 'pizza', 'building']], ['http://object-naming-amore.upf.edu//2385602_1294757_singleton_obj.png', ['bed', 'pillow', 'stack']], ['http://object-naming-amore.upf.edu//2407168_284480_singleton_obj.png', ['horse', 'rump', 'chair']], ['http://object-naming-amore.upf.edu//2338155_2458573_supercat_unique.png', ['dipping', 'food', 'sandwich', 'burger']], ['http://object-naming-amore.upf.edu//2332885_968335_supercat_unique.png', ['nose', 'counter', 'table', 'plate', 'toast']], ['http://object-naming-amore.upf.edu//2385616_1294601_singleton_obj.png', ['man', 'athlete', 'baseball payer', 'player', 'baseball player']], ['http://object-naming-amore.upf.edu//1592886_1614036_singleton_obj.png', ['skier', 'skater', 'man', 'helmet', 'spectator', 'person']]]","['7b2270697a7a61223a20227365726966222c2022686f757365223a2022617269616c227d', '7b22737461636b223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b2272756d70223a2022636f7572696572222c20226368616972223a2022617269616c227d', '7b2264697070696e67223a20227365726966222c202273616e6477696368223a2022617269616c227d', '7b226e6f7365223a20227365726966222c20227461626c65223a2022617269616c227d', '7b226261736562616c6c207061796572223a202273616e732d6261736562616c6c20706c61796572222c20226d616e223a2022617269616c227d', '7b22737065637461746f72223a20227365726966222c2022736b696572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2362397_2573131_singleton_obj.png', ['giraffe', 'sprays', 'animal']], ['http://object-naming-amore.upf.edu//2359208_795203_singleton_obj.png', ['flower', 'bench', 'chair']], ['http://object-naming-amore.upf.edu//652_1064713_singleton_obj.png', ['man', 'persln', 'person']], ['http://object-naming-amore.upf.edu//2321325_2832747_singleton_obj.png', ['truck', 'car', 'trucck', 'wheel']], ['http://object-naming-amore.upf.edu//2357453_3553648_supercat_unique.png', ['boy', 't-shirt', 'table', 'child', 'kid']], ['http://object-naming-amore.upf.edu//2417076_3502887_supercat_unique.png', ['weddig dress', 'cake', 'gown', 'wedding dress', 'dress']], ['http://object-naming-amore.upf.edu//2326192_983118_supercat_ambiguous.png', ['boy', 'kid', 'child', 'head', 'jacket', 'rider']]]","['7b22737072617973223a2022636f7572696572222c202267697261666665223a2022617269616c227d', '7b22666c6f776572223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22706572736c6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b2274727563636b223a202273616e732d747275636b222c2022747275636b223a2022617269616c227d', '7b227461626c65223a20227365726966222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b22776564646967206472657373223a202273616e732d77656464696e67206472657373222c20226472657373223a2022617269616c227d', '7b2268656164223a20227365726966222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2349771_2714757_singleton_obj.png', ['bench', 'cabro', 'chair']], ['http://object-naming-amore.upf.edu//2362921_770036_singleton_obj.png', ['chair', 'bench', 'behch']], ['http://object-naming-amore.upf.edu//498056_1573575_singleton_obj.png', ['ship', 'bota', 'boat']], ['http://object-naming-amore.upf.edu//713435_1076708_singleton_obj.png', ['table', 'keyboard', 'desk', 'highlighter']], ['http://object-naming-amore.upf.edu//2409046_250055_supercat_unique.png', ['man', 'drinks', 'person', 'plate', 'nameer']], ['http://object-naming-amore.upf.edu//2329663_2972701_singleton_obj.png', ['warmly', 'teen', 'boy', 'man', 'jacket']], ['http://object-naming-amore.upf.edu//2317020_2723757_singleton_obj.png', ['sofa', 'childs', 'furniture', 'futon', 'couch', 'bed']]]","['7b22636162726f223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b226265686368223a202273616e732d62656e6368222c202262656e6368223a2022617269616c227d', '7b22626f7461223a202273616e732d626f6174222c2022626f6174223a2022617269616c227d', '7b22686967686c696768746572223a20227365726966222c20226465736b223a2022617269616c227d', '7b226e616d656572223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b227761726d6c79223a2022636f7572696572222c2022626f79223a2022617269616c227d', '7b226368696c6473223a2022636f7572696572222c2022626564223a2022617269616c222c2022636f756368223a2022626f6c642d736f6661227d']"
"[['http://object-naming-amore.upf.edu//2339322_951722_singleton_obj.png', ['man', 'tie', 'necktie']], ['http://object-naming-amore.upf.edu//2402950_384751_seed_ambiguous.png', ['trcks', 'zebra', 'mom']], ['http://object-naming-amore.upf.edu//2317471_3140701_supercat_unique.png', ['dress', 'spokes', 'bike']], ['http://object-naming-amore.upf.edu//2405908_328093_singleton_obj.png', ['pants', 'wheel', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2405869_653367_singleton_obj.png', ['laptop', 'ring', 'person', 'nose', 'woman']], ['http://object-naming-amore.upf.edu//2369257_612759_singleton_obj.png', ['top', 'player', 'woman', 'tennis player', 'person']], ['http://object-naming-amore.upf.edu//114_1025949_supercat_ambiguous.png', ['man', 'pant', 'girl', 'woman', 'person', 'shirt']]]","['7b226d616e223a20227365726966222c2022746965223a2022617269616c222c20226e65636b746965223a2022626f6c642d746965227d', '7b227472636b73223a2022636f7572696572227d', '7b2273706f6b6573223a20227365726966222c20226472657373223a2022617269616c227d', '7b2270616e7473223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b65227d', '7b226e6f7365223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22746f70223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b226d616e223a20227365726966222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2359552_1659635_singleton_obj.png', ['motorcycle', 'bike', 'motorchcle']], ['http://object-naming-amore.upf.edu//2383791_693588_singleton_obj.png', ['bird', 'birds', 'puffin']], ['http://object-naming-amore.upf.edu//2411533_310433_singleton_obj.png', ['anmal', 'animal', 'dog']], ['http://object-naming-amore.upf.edu//2379318_1358584_supercat_unique.png', ['sofa', 'couch', 'mine', 'shirt']], ['http://object-naming-amore.upf.edu//2355369_1714684_supercat_unique.png', ['jacket', 'clothing', 'coat', 'shirt', 'marines']], ['http://object-naming-amore.upf.edu//2397502_433564_singleton_obj.png', ['woman', 'skater', 'skateboarder', 'sakteboarder', 'girl']], ['http://object-naming-amore.upf.edu//2340668_2597460_singleton_obj.png', ['cucumber', 'baby', 'boy', 'chair', 'hotdog', 'child']]]","['7b226d6f746f726368636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226269726473223a20227365726966222c202262697264223a2022617269616c227d', '7b22616e6d616c223a202273616e732d616e696d616c222c2022646f67223a2022617269616c227d', '7b226d696e65223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b226d6172696e6573223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b2273616b7465626f6172646572223a202273616e732d736b617465626f6172646572222c2022776f6d616e223a2022617269616c227d', '7b22637563756d626572223a20227365726966222c20226368616972223a2022617269616c222c202262616279223a2022626f6c642d6368696c64227d']"
"[['http://object-naming-amore.upf.edu//2366582_627501_singleton_obj.png', ['cucumber', 'table', 'food']], ['http://object-naming-amore.upf.edu//2370175_3002349_singleton_obj.png', ['novot', 'seagull', 'bird']], ['http://object-naming-amore.upf.edu//2365160_2652042_supercat_unique.png', ['pony', 'hofse', 'horse']], ['http://object-naming-amore.upf.edu//2369447_611265_seed_ambiguous.png', ['frame', 'desk', 'table', 'chair']], ['http://object-naming-amore.upf.edu//2333632_3448731_singleton_obj.png', ['woman', 'athlete', 'person', 'tennis player', 'stands']], ['http://object-naming-amore.upf.edu//2414088_160155_supercat_unique.png', ['fruit salad', 'salad', 'food', 'seed', 'fruit']], ['http://object-naming-amore.upf.edu//2383261_1322509_supercat_unique.png', ['shrine', 'temlle', 'building', 'house', 'temple', 'camera']]]","['7b22637563756d626572223a20227365726966222c20227461626c65223a2022617269616c227d', '7b226e6f766f74223a2022636f7572696572222c202262697264223a2022617269616c227d', '7b22686f667365223a202273616e732d686f727365222c2022686f727365223a2022617269616c227d', '7b226672616d65223a20227365726966222c20226465736b223a2022617269616c227d', '7b227374616e6473223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b2273656564223a20227365726966222c202273616c6164223a2022617269616c227d', '7b2274656d6c6c65223a202273616e732d74656d706c65222c202274656d706c65223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2349396_1999034_supercat_unique.png', ['pastry', 'fork', 'plate']], ['http://object-naming-amore.upf.edu//2408855_253774_singleton_obj.png', ['animal', 'cat', 'eye']], ['http://object-naming-amore.upf.edu//2363958_2224720_supercat_unique.png', ['woman', 'shirt', 'gallery']], ['http://object-naming-amore.upf.edu//2385714_1293645_seed_ambiguous.png', ['t-shirt', 'shirt', 'clothiing', 'clothing']], ['http://object-naming-amore.upf.edu//2343470_923343_singleton_obj.png', ['bed', 'wall', 'bench', 'wire', 'table']], ['http://object-naming-amore.upf.edu//2383037_535431_seed_ambiguous.png', ['bul', 'cow', 'animal', 'boar', 'bull']], ['http://object-naming-amore.upf.edu//2383951_529351_supercat_unique.png', ['laptop', 'mouse', 'keyboarrd', 'desk', 'table', 'keyboard']]]","['7b22706173747279223a20227365726966222c2022666f726b223a2022617269616c227d', '7b22657965223a20227365726966222c2022636174223a2022617269616c227d', '7b2267616c6c657279223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b22636c6f746869696e67223a202273616e732d636c6f7468696e67222c20227368697274223a2022617269616c227d', '7b2277616c6c223a20227365726966222c2022626564223a2022617269616c227d', '7b2262756c223a202273616e732d62756c6c227d', '7b226b6579626f61727264223a202273616e732d6b6579626f617264222c20226465736b223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//713450_1583947_supercat_unique.png', ['t-shirt', 't-shrt', 'bench']], ['http://object-naming-amore.upf.edu//2413893_164035_singleton_obj.png', ['van', 'trck', 'truck']], ['http://object-naming-amore.upf.edu//1160084_1077497_singleton_obj.png', ['tripe', 'bed', 'cat']], ['http://object-naming-amore.upf.edu//2322398_991952_singleton_obj.png', ['person', 'air', 'man', 'boy']], ['http://object-naming-amore.upf.edu//2390985_492474_supercat_unique.png', ['desk', 'can', 'table', 'laptop', 'latpop']], ['http://object-naming-amore.upf.edu//2395342_455629_singleton_obj.png', ['sofa', 'bed', 'bench', 'seat', 'strap']], ['http://object-naming-amore.upf.edu//2354331_2550357_supercat_ambiguous.png', ['skateboard', 'person', 'skater', 'skateboarder', 'man', 'sktaer']]]","['7b22742d73687274223a202273616e732d742d7368697274222c202262656e6368223a2022617269616c227d', '7b227472636b223a202273616e732d747275636b222c2022747275636b223a2022617269616c227d', '7b227472697065223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22616972223a20227365726966222c20226d616e223a2022617269616c227d', '7b226c6174706f70223a202273616e732d6c6170746f70222c20227461626c65223a2022617269616c227d', '7b227374726170223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22736b74616572223a202273616e732d736b61746572222c2022736b617465626f6172646572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2360844_2650510_singleton_obj.png', ['window', 'fencing', 'house']], ['http://object-naming-amore.upf.edu//2412621_190440_singleton_obj.png', ['goat', 'sheep', 'nose']], ['http://object-naming-amore.upf.edu//2342427_3315115_seed_ambiguous.png', ['airplane', 'tail', 'plane']], ['http://object-naming-amore.upf.edu//2365556_1827080_singleton_obj.png', ['car', 'truck', 'sidewalk', 'siewalk']], ['http://object-naming-amore.upf.edu//2400389_409159_singleton_obj.png', ['car door', 'tree', 'car', 'vehicle', 'letter']], ['http://object-naming-amore.upf.edu//2396028_665377_supercat_unique.png', ['armchair', 'arrmchair', 'couch', 'chair', 'dog']], ['http://object-naming-amore.upf.edu//2367293_752137_supercat_unique.png', ['mobility scooter', 'bike', 'motorized wheelchair', 'scooter', 'wheelchair', 'head']]]","['7b2266656e63696e67223a20227365726966222c2022686f757365223a2022617269616c227d', '7b226e6f7365223a20227365726966222c20227368656570223a2022617269616c227d', '7b227461696c223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2273696577616c6b223a202273616e732d7369646577616c6b222c2022636172223a2022617269616c227d', '7b226c6574746572223a20227365726966222c2022636172223a2022617269616c227d', '7b226172726d6368616972223a202273616e732d61726d6368616972222c20226368616972223a2022617269616c227d', '7b2268656164223a20227365726966222c202273636f6f746572223a2022617269616c227d']"
