assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3PEIJLRY6TTY59GWHI8BYDT9TD0WXY,1.0625,0.34375,32,6,5.0,2,2.0,6,6.0,"[nan, nan, 1.0, 1.0, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3QMELQS6Y5BDSEHLRZKENHCK2TE6RM,../1_pre-pilot/verification_round0_amt.csv_139,0.9285714285714286,worker9,['1-0-alt1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2381145_1338982_supercat_unique.png - building: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
34QN5IT0TZRFIIE3G33YBJ3C1WR809,0.5625,0.375,32,8,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.8333333333333334,12,10.0,3QQUBC64ZEE5WV9PZFCNEAKUY0CXN7,../1_pre-pilot/verification_round0_amt.csv_20,0.8333333333333334,worker23,"['1-2-alt1', '5-7-rand1']",12,10,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2338582_953704_singleton_obj.png - clubs: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2322746_3306645_seed_ambiguous.png - frame: must be 'bounding box error'; you said 'named object misinterpreted'""]",2
3N1FSUEFL508Y1SVGC1G9E7QTZT4DG,0.84375,0.40625,32,8,8.0,4,3.0,6,6.0,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0]",0.9444444444444444,0.9444444444444444,18,17.0,3QQUBC64ZEE5WV9PZFCNEAKUY0CXN7,../1_pre-pilot/verification_round0_amt.csv_20,0.9444444444444444,worker59,['3-1-bold-kid1'],18,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2407527_1097090_singleton_obj.png - child: you erroneously gave this the same color as ['girl', 'toddler', 'child', 'boy']""]",1
3TUI152ZZBNLVBZHYGOYBF7M0UD1QA,0.71875,0.125,32,8,8.0,4,4.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,3QQUBC64ZEE5WV9PZFCNEAKUY0CXN7,../1_pre-pilot/verification_round0_amt.csv_20,1.0,worker10,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
39N5ACM9HENIK41X2GO2QGZVTBN9PA,0.28125,0.5,32,7,3.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.6666666666666666,12,8.0,3QQUBC64ZEE5WV9PZFCNEAKUY0ONX9,../1_pre-pilot/verification_round0_amt.csv_132,0.6666666666666667,worker18,"['0-3-rand1', '1-1-alt0', '2-0-rand1', '3-4-alt0']",12,8,approve,block,False,False,"failed assignment, but apply lenience, blocked because low average quality","[""http://object-naming-amore.upf.edu//2378034_562539_seed_ambiguous.png - vegetable: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2363291_1840491_singleton_obj.png - beards: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2354253_2672065_singleton_obj.png - plate: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2320408_1049944_singleton_obj.png - clutch: must be 'other'; you said 'named object misinterpreted'""]",4
3E13VNJ1NNV8EDBYL8JP2DG09NFI1D,0.5625,0.3125,32,7,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,3QQUBC64ZEE5WV9PZFCNEAKUY0ONX9,../1_pre-pilot/verification_round0_amt.csv_132,1.0,worker23,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZOTGHDK5IBI4JLVWMBEIBZVBUFOSI,0.46875,0.4375,32,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,3QQUBC64ZEE5WV9PZFCNEAKUY0ONX9,../1_pre-pilot/verification_round0_amt.csv_132,0.9166666666666666,worker27,['3-4-alt0'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2378034_562539_seed_ambiguous.png - vegetable: must be 'bounding box error'; you said 'adequate'""]",1
3EICBYG644WOWR52JNT9VAERQXWJCD,0.625,0.6875,32,8,8.0,3,3.0,3,3.0,"[nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan]",1.0,1.0,14,14.0,3QTFNPMJC6IU1Q940X08BV0560MNZ6,../1_pre-pilot/verification_round0_amt.csv_147,1.0,worker29,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3LRLIPTPEQ9VEWEMHUXUQUOG5JQAKG,0.4375,0.84375,32,8,6.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8181818181818182,0.8181818181818182,11,9.0,3QTFNPMJC6IU1Q940X08BV0560MNZ6,../1_pre-pilot/verification_round0_amt.csv_147,0.8181818181818181,worker1,"['1-3-alt1', '3-2-alt1']",11,9,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2368848_2814556_singleton_obj.png - faucet: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2409154_1089663_supercat_ambiguous.png - bits: must be 'bounding box error'; you said 'named object misinterpreted'""]",2
3PH3VY7DJLXNA4GBI0WWVY9K1DTZWT,0.53125,0.5,32,8,8.0,3,3.0,1,1.0,"[nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,3QTFNPMJC6IU1Q940X08BV0560MNZ6,../1_pre-pilot/verification_round0_amt.csv_147,1.0,worker59,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3018Q3ZVOIQH10RH7E6RR6AU096RA8,0.6875,1.34375,32,6,5.0,3,3.0,5,5.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3QX22DUVOOH7AOJUNZW5DAY9DZUMVT,../1_pre-pilot/verification_round0_amt.csv_19,0.9285714285714286,worker41,['4-1-rand1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2409701_235784_supercat_ambiguous.png - slicker: must be 'other'; you said linguistic""]",1
3G0WWMR1UVKO9I6633MW8MKP3VVNQH,0.90625,0.75,32,6,5.0,3,2.0,7,7.0,"[nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 1.0, nan, nan, nan]",0.875,0.875,16,14.0,3QX22DUVOOH7AOJUNZW5DAY9DZUMVT,../1_pre-pilot/verification_round0_amt.csv_19,0.875,worker59,"['4-1-rand1', '4-1-3-rand2']",16,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2409701_235784_supercat_ambiguous.png - slicker: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2409701_235784_supercat_ambiguous.png - slicker: you erroneously gave this the same color as ['jacket', 'coat', 'slicker']""]",2
3OS46CRSLFZ875WVQLUPCYXBPY3V6T,0.53125,0.53125,32,6,6.0,3,3.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan]",1.0,1.0,10,10.0,3QX22DUVOOH7AOJUNZW5DAY9DZUMVT,../1_pre-pilot/verification_round0_amt.csv_19,1.0,worker23,[''],10,10,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
354P56DE9K3BJDTWF0UC7PD0L3K7SM,0.46875,0.03125,32,9,8.0,8,8.0,1,1.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,3QX22DUVOOH7AOJUNZW5DAY9DZVMVU,../1_pre-pilot/verification_round0_amt.csv_75,0.9444444444444444,worker23,['2-2-rand1'],18,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2355186_1820897_singleton_obj.png - worts: must be 'other'; you said 'named object misinterpreted'""]",1
35USIKEBNRGVZ0NMOU8Y2H3Y3UI6N2,0.5625,0.21875,32,9,9.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,3QX22DUVOOH7AOJUNZW5DAY9DZVMVU,../1_pre-pilot/verification_round0_amt.csv_75,1.0,worker16,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ND9UOO81K235FZ73Z5NNJYMM0SWL6,0.5,0.34375,32,9,9.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,3QX22DUVOOH7AOJUNZW5DAY9DZVMVU,../1_pre-pilot/verification_round0_amt.csv_75,1.0,worker12,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3DY4FPOOA1O1TOUFI9XNNTO7LONRVZ,0.53125,-0.09375,32,8,7.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3QXFBUZ4ZKG75ZY876O54JCT36LGU2,../1_pre-pilot/verification_round0_amt.csv_142,0.9285714285714286,worker4,['3-5-rand1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2353258_2241323_singleton_obj.png - bnsf: must be 'other'; you said linguistic""]",1
3MRNMEIQW564W9ZGM40XVV91FPSLD2,0.8125,0.03125,32,8,7.0,6,6.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,3QXFBUZ4ZKG75ZY876O54JCT36LGU2,../1_pre-pilot/verification_round0_amt.csv_142,0.9375,worker9,['3-2-pos0'],16,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2353258_2241323_singleton_obj.png - bowl: must be vg_majority; you said 'named object misinterpreted'""]",1
3OS46CRSLFZ875WVQLUPCYXBP05V6Z,0.5,0.3125,32,8,8.0,6,5.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,3QXFBUZ4ZKG75ZY876O54JCT36LGU2,../1_pre-pilot/verification_round0_amt.csv_142,0.9333333333333333,worker51,['4-5-0-rand2'],15,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2357758_2477353_singleton_obj.png - tuffet: you erroneously gave this the same color as ['tuffet', 'hotdog', 'sandwich', 'bun', 'food', 'sub']""]",1
338JKRMM26Z4C6DEB9UXD28OD40HA1,0.4375,0.65625,32,9,9.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,3R15W654VDTVZY5S1O1G7AKCW21LQ8,../1_pre-pilot/verification_round0_amt.csv_161,1.0,worker4,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
386CSBG1OZMG2X0E4M0F6BY38D3Q6N,0.78125,0.4375,32,9,9.0,5,5.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",1.0,1.0,18,18.0,3R15W654VDTVZY5S1O1G7AKCW21LQ8,../1_pre-pilot/verification_round0_amt.csv_161,1.0,worker59,[''],18,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3F0BG9B9MPN8FZ55E6M1PB112RY7YO,0.75,0.84375,32,9,9.0,5,5.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,3R15W654VDTVZY5S1O1G7AKCW21LQ8,../1_pre-pilot/verification_round0_amt.csv_161,1.0,worker55,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3A1PQ49WVHH8II0EFQ1421FL9E9H10,0.53125,0.375,32,10,9.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9444444444444444,0.9444444444444444,18,17.0,3R15W654VDTVZY5S1O1G7AKCW21QLD,../1_pre-pilot/verification_round0_amt.csv_117,0.9444444444444444,worker12,['1-3-alt1'],18,17,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2361837_2014783_seed_ambiguous.png - knob: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3KYQYYSHYV7C2U2DZWGPNCDVASUDO4,0.75,0.40625,32,9,9.0,8,7.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.95,0.95,20,19.0,3R15W654VDTVZY5S1O1G7AKCW21QLD,../1_pre-pilot/verification_round0_amt.csv_117,0.95,worker9,['3-4-typo-class3'],20,19,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2384246_692236_singleton_obj.png - clqss: you erroneously gave this the same color as ['clqss']""]",1
3OB0CAO74HP58OBHRF8DGOQVGY9YH4,0.625,1.0,32,10,9.0,8,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8888888888888888,0.8888888888888888,18,16.0,3R15W654VDTVZY5S1O1G7AKCW21QLD,../1_pre-pilot/verification_round0_amt.csv_117,0.8888888888888888,worker17,"['5-0-bold-vanity0', '5-0-bold-vanity1']",18,16,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2361051_2070565_supercat_unique.png - dresser: must be syn; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2361051_2070565_supercat_unique.png - dresser: you erroneously gave this the same color as ['cabinets', 'cabinet', 'dresser']""]",2
36ZN444YTRYTA5IZRAH0E9T82VCOIN,0.625,0.75,32,7,7.0,6,6.0,4,4.0,"[nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,3R16PJFTS3RDQN0CIRI2P76SBA3K4B,../1_pre-pilot/verification_round0_amt.csv_66,1.0,worker51,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3PIWWX1FJJ6B45B8TFAVIERMGF9JJR,0.71875,0.5,32,7,7.0,6,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,0.9230769230769231,13,12.0,3R16PJFTS3RDQN0CIRI2P76SBA3K4B,../1_pre-pilot/verification_round0_amt.csv_66,0.9230769230769231,worker12,['0-1-typo-skier3'],13,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2330648_3055523_supercat_ambiguous.png - sker: you erroneously gave this the same color as ['sker']""]",1
3QEMNNSB2XZ5HOAEIAZNCQR0K0F7DX,0.625,0.40625,32,7,7.0,6,6.0,4,4.0,"[nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0]",1.0,1.0,17,17.0,3R16PJFTS3RDQN0CIRI2P76SBA3K4B,../1_pre-pilot/verification_round0_amt.csv_66,1.0,worker47,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
384PI804XS1X12TCU193SA3DDS3S02,0.6875,0.40625,32,7,7.0,5,5.0,2,2.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0]",1.0,1.0,14,14.0,3R5LWXWHR08ZM3S3CBZSOQBXXO2GXU,../1_pre-pilot/verification_round0_amt.csv_169,1.0,worker55,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3DY4FPOOA1O1TOUFI9XNNTO7LPWRVA,0.4375,0.46875,32,7,4.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.75,0.75,12,9.0,3R5LWXWHR08ZM3S3CBZSOQBXXO2GXU,../1_pre-pilot/verification_round0_amt.csv_169,0.75,worker17,"['0-2-rand1', '1-1-alt0', '3-4-alt0']",12,9,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2347318_3908325_singleton_obj.png - exhaust: must be 'bounding box error'; you said 'adequate'"", ""http://object-naming-amore.upf.edu//2380984_2518291_singleton_obj.png - letterb: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2368153_747812_singleton_obj.png - headlight: must be 'bounding box error'; you said 'adequate'""]",3
3FUI0JHJPXYPYD7UN9QLM0T8OOH339,0.65625,0.28125,32,7,5.0,5,5.0,4,4.0,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0]",0.875,0.875,16,14.0,3R5LWXWHR08ZM3S3CBZSOQBXXO2GXU,../1_pre-pilot/verification_round0_amt.csv_169,0.875,worker29,"['0-2-rand1', '3-4-alt1']",16,14,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2347318_3908325_singleton_obj.png - exhaust: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2380984_2518291_singleton_obj.png - letterb: must be 'other'; you said linguistic""]",2
3LRLIPTPEQ9VEWEMHUXUQUOG5N1KA9,0.34375,0.9375,32,8,8.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,3R868ACW4SCORYSIDTNDLBR85O0GZR,../1_pre-pilot/verification_round0_amt.csv_177,1.0,worker26,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3XM0HYN6NKZZF0SEAR4OIU06KB0PE3,0.53125,0.34375,32,8,8.0,8,8.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan]",1.0,1.0,19,19.0,3R868ACW4SCORYSIDTNDLBR85O0GZR,../1_pre-pilot/verification_round0_amt.csv_177,1.0,worker9,[''],19,19,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZSANO2JCF7OY682XJSOVHQHJT7SFJ,0.625,0.5625,32,8,5.0,8,8.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan]",0.8421052631578947,0.8421052631578947,19,16.0,3R868ACW4SCORYSIDTNDLBR85O0GZR,../1_pre-pilot/verification_round0_amt.csv_177,0.8421052631578947,worker29,"['0-0-rand1', '2-2-rand1', '4-1-rand1']",19,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2339916_2142020_supercat_unique.png - cucumer: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2354561_837494_seed_ambiguous.png - hoat: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2324467_2934691_seed_ambiguous.png - delgado: must be 'other'; you said 'named object misinterpreted'""]",3
3AMYWKA6YBMDHLNYP98BH633T8E6OG,0.5625,0.4375,32,10,10.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,15,15.0,3RDTX9JRTY1QSEZ4GSPK2ACMRIS971,../1_pre-pilot/verification_round0_amt.csv_115,1.0,worker4,[''],15,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3F6HPJW4JD0X4TDZTTNI8NZDG582W4,1.03125,0.28125,32,10,10.0,5,5.0,6,4.0,"[nan, nan, nan, nan, nan, 0.0, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, 1.0, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9047619047619048,0.9047619047619048,21,19.0,3RDTX9JRTY1QSEZ4GSPK2ACMRIS971,../1_pre-pilot/verification_round0_amt.csv_115,0.9047619047619048,worker9,"['5-1-5', '5-4-5']",21,19,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2350731_2633981_singleton_obj.png - vegetables: you said this was a bounding box error, but gave it the same color as vegetables_ingredients, which you said were adequate names; that cannot be.', 'http://object-naming-amore.upf.edu//2350731_2633981_singleton_obj.png - food: you said this was a bounding box error, but gave it the same color as food_ingredients, which you said were adequate names; that cannot be.']",2
3IJXV6UZ1XJW7IAFJ2Y484YDDNCRIP,0.71875,0.4375,32,10,9.0,5,5.0,6,6.0,"[nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 1.0, nan, nan, nan, nan, 1.0, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9523809523809523,0.9523809523809523,21,20.0,3RDTX9JRTY1QSEZ4GSPK2ACMRIS971,../1_pre-pilot/verification_round0_amt.csv_115,0.9523809523809523,worker29,['5-0-alt0'],21,20,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2350731_2633981_singleton_obj.png - ingredient: must be 'bounding box error'; you said 'adequate'""]",1
33FOTY3KEMLH1APYTYN3RAI5WFQC1U,0.6875,0.21875,32,7,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,11,10.0,3RHLQY6EDT45CHU2QAWFLUB2R164DI,../1_pre-pilot/verification_round0_amt.csv_90,0.9090909090909091,worker14,['4-0-bold-baby0'],11,10,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2343564_3706588_supercat_ambiguous.png - child: must be syn; you said 'adequate'""]",1
34MAJL3QP4NAG9QYNNV4W5LE2PH340,0.46875,0.15625,32,7,7.0,4,4.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,3RHLQY6EDT45CHU2QAWFLUB2R164DI,../1_pre-pilot/verification_round0_amt.csv_90,1.0,worker4,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3J2UYBXQQLCSE4VFNO60R57LV1506J,0.375,0.28125,32,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,3RHLQY6EDT45CHU2QAWFLUB2R164DI,../1_pre-pilot/verification_round0_amt.csv_90,1.0,worker47,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
