,word1,word2,relation,freq.
3651,owl,wood,crossclassified,1
3649,bread,carrot,crossclassified,1
3647,dress,sports girl,not-covered,1
3621,dog,puppies,hypernymy.1,1
3585,bread,floor,crossclassified,1
3587,bread,counter,crossclassified,1
3588,bread,french bread,hypernymy.1,1
3589,bread,produce,crossclassified,1
3590,bread,tomato veg,not-covered,1
3595,hood,bed,crossclassified,1
3601,desk,messy work table,not-covered,1
3605,cookie,plate,crossclassified,1
3609,cookie,oreopithecus,not-covered,1
3610,shirt,curtain,crossclassified,1
3618,girl,doughnuts,crossclassified,1
3619,girl,donuts,crossclassified,1
3624,gentleman,dress,crossclassified,1
3645,drapery,curter,crossclassified,1
3626,gentleman,two people,not-covered,1
3632,drapery,watch,crossclassified,1
3633,drapery,court,crossclassified,1
3634,drapery,sleeveless,crossclassified,1
3636,drapery,backboard,crossclassified,1
3638,drapery,plastic,crossclassified,1
3639,drapery,racket,crossclassified,1
3640,drapery,grass,crossclassified,1
3641,drapery,tennis basket,not-covered,1
3642,drapery,tennis racket,crossclassified,1
3643,drapery,women,crossclassified,1
3644,drapery,cover,crossclassified,1
2681,coat,snowsuit,co-hyponymy,1
2677,cheeseburger,bread,crossclassified,1
2673,lady,woman's arm,not-covered,1
1503,shirt,self phone,not-covered,1
784,giraffe,vehicle,crossclassified,1
780,desk,bookcase,crossclassified,1
1531,bed,single bed,hypernymy.1,1
1547,coffee,tea cup,crossclassified,1
1556,table,food items,not-covered,1
1560,spoon,vagi table,not-covered,1
1562,spoon,finger chips,not-covered,1
1567,boat,bicycle,crossclassified,1
1573,cheese,tomatoes,crossclassified,1
759,horse,horse rear,not-covered,1
1576,bowl,punchbowl,not-covered,1
758,bird,hen,hypernymy.1,1
757,bird,baby ostrich,not-covered,1
1582,t-shirt,food,crossclassified,1
1586,cat,sleeping cat,not-covered,1
755,bird,coil,crossclassified,1
1589,guy,photo,crossclassified,1
1591,lady,helping mother,not-covered,1
752,bird,baby turkey,not-covered,1
1602,dugout,boys,crossclassified,1
1603,dugout,baseball squad,not-covered,1
747,shirt,bagel,crossclassified,1
1614,car,equipment,crossclassified,1
1615,car,street sweeper,crossclassified,1
1618,car,machinery,crossclassified,1
1621,bridge,train engine,not-covered,1
1623,desk,person,crossclassified,1
1509,bench,slacks,crossclassified,1
1498,truck,vintage car,not-covered,1
1397,dress,sportswear,hypernymy.1,1
1492,lady,artist,crossclassified,1
1402,dress,wristband,crossclassified,1
806,boy,chain,crossclassified,1
1412,coat,head,crossclassified,1
804,boy,boy in a swing,not-covered,1
1417,castle,monastery,crossclassified,1
1418,castle,manor,co-hyponymy,1
1419,castle,estate,crossclassified,1
802,kid,court,crossclassified,1
1423,salad,to motto,not-covered,1
1425,shirt,striped,crossclassified,1
795,boat,canso,not-covered,1
1442,bowl,seas,crossclassified,1
1444,child,sparkler,crossclassified,1
1451,knife,unify,crossclassified,1
790,house,lamppost,crossclassified,1
1462,horse,polo pony,hypernymy.1,1
1468,table,train platform,not-covered,1
1470,table,conveyor belt,crossclassified,1
1472,table,large table,not-covered,1
1476,motorcycle,bullet,crossclassified,1
1479,counter,tininess,crossclassified,1
1482,counter,silverware,crossclassified,1
1485,parrot,stuffed toy,not-covered,1
1488,parrot,costume,crossclassified,1
1489,parrot,toy bird,not-covered,1
1490,parrot,doll,crossclassified,1
1491,dress,poor,crossclassified,1
1624,desk,glasses,crossclassified,1
1626,desk,dress,crossclassified,1
1634,pie,spoon,crossclassified,1
1635,bed,outdoor bed with overhang,not-covered,1
1755,shelter,tunnel,crossclassified,1
1758,shelter,sheltered bench,not-covered,1
1759,shelter,door,co-hyponymy,1
1762,shelter,architecture,crossclassified,1
1763,shelter,doorway,crossclassified,1
1764,shelter,resting place,not-covered,1
1782,jacket,wrap,hypernymy.2,1
1785,jacket,motor sport,not-covered,1
1790,pan,cooking pan,synonymy,1
1791,pan,stove top,not-covered,1
1804,guy,dirtbike rider,not-covered,1
1817,pan,bucket,crossclassified,1
1820,pan,candy,crossclassified,1
1821,pan,bowl of fruit,not-covered,1
1822,pan,oranges,crossclassified,1
1823,sandwich,hotdog sandwich,not-covered,1
1835,guy,apparel,crossclassified,1
695,coat,hot ban,not-covered,1
1839,pan,frying eggs,not-covered,1
1841,pan,ample,crossclassified,1
694,coat,box of donuts,not-covered,1
1845,dough,pizza slice,not-covered,1
1847,dough,veg,crossclassified,1
1848,bed,kids bed,not-covered,1
1852,beanie,knit hat,not-covered,1
1856,beanie,cupcake beanie,not-covered,1
1859,bench,display,crossclassified,1
714,dresser,mouse,co-hyponymy,1
1742,goat,tie,crossclassified,1
1738,truck,bola,crossclassified,1
1688,couch,track pant,not-covered,1
1636,bed,lounge,crossclassified,1
1641,cat,cabinet,crossclassified,1
1653,rice,pastry,crossclassified,1
1654,rice,egg breakfast,not-covered,1
1656,rice,lunch,crossclassified,1
1659,rice,poached egg,crossclassified,1
1660,train,big train,not-covered,1
1663,spoon,cub,crossclassified,1
1675,t-shirt,coat,crossclassified,1
1679,shirt,fleece,crossclassified,1
1681,horse,chestnut,hypernymy.1,1
1682,pizza,pepperoni pizza slice,not-covered,1
1689,couch,standing,crossclassified,1
1736,helmet,person,crossclassified,1
732,man,sheet,crossclassified,1
1698,bed,upper bed,not-covered,1
1703,goat,donkey,crossclassified,1
1707,goat,ae,not-covered,1
1708,goat,belt,crossclassified,1
1709,goat,ox,crossclassified,1
1710,goat,bullet cart,not-covered,1
718,shirt,mouse,crossclassified,1
1725,carpet,kitten,crossclassified,1
717,shirt,child clothing,not-covered,1
1731,helmet,skier,crossclassified,1
1733,helmet,man,crossclassified,1
1401,dress,band,crossclassified,1
1395,bottle,cool drinks,not-covered,1
2672,lady,oven,crossclassified,1
1075,counter,street food,not-covered,1
1083,bull,ram,co-hyponymy,1
1089,dress,selassie,not-covered,1
1094,liquor,playboy bunny image,not-covered,1
1095,liquor,bunny,crossclassified,1
1097,liquor,whiskey,hypernymy.1,1
1099,liquor,logo,crossclassified,1
893,hose,handheld,crossclassified,1
892,hose,fixture,crossclassified,1
891,hose,shower,crossclassified,1
1106,giraffe,gezira,not-covered,1
890,hose,ship,crossclassified,1
888,hose,water pipes,crossclassified,1
1120,pastry,biscuit,crossclassified,1
1122,boy,lade,crossclassified,1
1127,knife,hunting knife,hypernymy.1,1
1133,truck,ice creme truck,not-covered,1
1135,truck,core,crossclassified,1
1147,gentleman,old man,co-hyponymy,1
1151,shirt,straps,crossclassified,1
1159,pizza,omelette,co-hyponymy,1
1166,bench,cover bag,not-covered,1
868,child,mother,crossclassified,1
1171,dress,newly wed,crossclassified,1
1173,dress,wedding table,not-covered,1
1178,sandwich,tofu,crossclassified,1
1181,sandwich,bread pudding,not-covered,1
1185,bridge,train trestle,not-covered,1
1076,lady,reach,crossclassified,1
895,hose,shower hose,not-covered,1
807,boy,harness,crossclassified,1
897,hose,shower faucet,not-covered,1
950,truck,mini tractor,not-covered,1
953,boy,skate player,not-covered,1
970,cheesecake,slice of pie,not-covered,1
935,counter,cooking island,not-covered,1
974,cheesecake,piece of cake,crossclassified,1
928,guy,rack,crossclassified,1
926,cow,book,crossclassified,1
1004,man,homeless,crossclassified,1
915,gravy,beef,crossclassified,1
914,gravy,pot roast,crossclassified,1
1013,man,competitive eater,not-covered,1
1018,hotel,sign,crossclassified,1
912,gravy,bowl,crossclassified,1
1020,bun,club roll,not-covered,1
1025,table,table setting,not-covered,1
910,gravy,roast beef,crossclassified,1
908,cafe,hotel,crossclassified,1
1030,sheep,sacrifice,crossclassified,1
1031,sheep,knife,crossclassified,1
1035,counter,fabric,crossclassified,1
1036,counter,granola,crossclassified,1
1037,counter,nuts,crossclassified,1
1038,counter,chopped nuts,not-covered,1
1043,shirt,shawl,crossclassified,1
907,cafe,home,crossclassified,1
901,counter,handshake,crossclassified,1
1065,carpet,carpet rug,not-covered,1
1190,aircraft,army plane,not-covered,1
1192,aircraft,military jet,not-covered,1
1193,aircraft,jet fighter plane,not-covered,1
854,bowl,chips,crossclassified,1
1314,sheep,ostrich,crossclassified,1
1317,counter,cook top,not-covered,1
1320,counter,crock,crossclassified,1
825,house,tractor,crossclassified,1
1324,giraffe,giraffe sculpture,not-covered,1
1326,giraffe,sculpture,crossclassified,1
824,house,dump truck,crossclassified,1
1333,bun,ham,crossclassified,1
1336,resort,town,crossclassified,1
1338,resort,bay front,not-covered,1
1343,resort,waterway,crossclassified,1
1344,resort,boat,crossclassified,1
1345,resort,seaport,crossclassified,1
1346,resort,seaside port,not-covered,1
1347,resort,city,crossclassified,1
1348,shirt,shirt q,not-covered,1
1354,girl,faucet,crossclassified,1
1355,pizza,piss,crossclassified,1
1370,wrap,veg roll,not-covered,1
1371,wrap,veggie wrap,not-covered,1
817,guy,swim trunk,not-covered,1
1378,jeep,rover,crossclassified,1
812,table,outside,crossclassified,1
1385,broth,cup,crossclassified,1
1386,broth,veg,crossclassified,1
809,cheese,pizza cutter,not-covered,1
808,cat,tabby cat,hypernymy.1,1
1313,bench,towel,crossclassified,1
1312,bench,of,not-covered,1
1308,man.,dress,not-covered,1
840,truck,tragus,crossclassified,1
1211,boy,bone,crossclassified,1
1212,boy,polar bear,crossclassified,1
1214,sheep,adust,crossclassified,1
1217,toast,strawberry shortcake,not-covered,1
1220,toast,dessert,crossclassified,1
1221,toast,dessert plate,crossclassified,1
1222,toast,shortcake,crossclassified,1
1235,streetlight,street lamp,synonymy,1
1236,streetlight,lamp,hypernymy.2,1
1239,streetlight,apportionment,crossclassified,1
1245,bench,bicycle wheels,crossclassified,1
1247,bench,vehicles,crossclassified,1
1267,cap,top,hypernymy.2,1
1307,man.,person,not-covered,1
1271,cap,hydrant top,not-covered,1
1272,cap,bolt,crossclassified,1
1273,cap,bonnet,co-hyponymy,1
1274,cap,faucet,crossclassified,1
1275,cap,fire accident,not-covered,1
1286,vegetable,roll,crossclassified,1
1287,vegetable,dish,crossclassified,1
1290,vegetable,mushroom,hypernymy.1,1
1291,vegetable,moos room,not-covered,1
828,vegetable,tomato,hypernymy.1,1
1305,man.,businessman,not-covered,1
1306,man.,suit,not-covered,1
1867,desk,headphones,crossclassified,1
1869,gentleman,guy,co-hyponymy,1
687,cheese,pizza slices,not-covered,1
599,rug,shag,crossclassified,1
2370,robe,blazer,crossclassified,1
2374,robe,kimono,hypernymy.1,1
2375,robe,gown,synonymy,1
2381,pizza,bread bowl,not-covered,1
589,house,restart,crossclassified,1
585,castle,church clock,not-covered,1
2391,curtain,naval,crossclassified,1
2399,vase,decorative cup,not-covered,1
2400,vase,dessert,crossclassified,1
2401,vase,pastry,crossclassified,1
2415,artist,guy,crossclassified,1
2417,artist,clothing,crossclassified,1
2418,artist,dress,crossclassified,1
2423,woman,playings,crossclassified,1
2424,woman,video gamers,not-covered,1
580,castle,facade,crossclassified,1
2430,lamp,lantern,hypernymy.1,1
2431,lamp,sidewalk,crossclassified,1
2433,lamp,van,crossclassified,1
2438,boy,baby girl,not-covered,1
2440,desk,kitchen counter,not-covered,1
2445,jar,radio,crossclassified,1
2448,jar,toaster,crossclassified,1
2455,boy,snow man,crossclassified,1
2458,coat,necktie,crossclassified,1
577,dresser,concrete slab,not-covered,1
2471,guy,military man,crossclassified,1
2365,man,fedora,crossclassified,1
601,rug,lamp,crossclassified,1
1875,lady,ski pole,crossclassified,1
2358,couch,cub,crossclassified,1
2252,car,stone,crossclassified,1
2259,overpass,elevated railway,crossclassified,1
2263,overpass,train rails,not-covered,1
2264,overpass,monorail,crossclassified,1
2266,man,custom,crossclassified,1
619,counter,mixer jar,not-covered,1
617,counter,food processor,crossclassified,1
616,counter,microprocessor,crossclassified,1
2273,sedan,number plate,crossclassified,1
2275,sedan,side mirror,not-covered,1
2279,beer,furniture,crossclassified,1
2281,beer,wine,crossclassified,1
2290,girl,feather,crossclassified,1
614,counter,blender picture,not-covered,1
2301,dog,stuffed toy,not-covered,1
2303,dog,plushier,not-covered,1
2304,dog,greybeard,crossclassified,1
2307,train,column,crossclassified,1
2316,pizza,frittata,co-hyponymy,1
2319,spoon,handle,crossclassified,1
2324,kid,male teenager,not-covered,1
2328,donut,pasty,crossclassified,1
2338,boy,skating equipment,not-covered,1
2341,table,rolling food prep table,not-covered,1
2348,t-shirt,baseball uniform,not-covered,1
2350,giraffe,trafficker,crossclassified,1
604,cake,dessert stack,not-covered,1
2484,bridge,unicycle,crossclassified,1
2488,bridge,adult tricycle,not-covered,1
2495,ox,cattle,hypernymy.2,1
2497,girl,millennial,crossclassified,1
2595,cheese,quesadilla,crossclassified,1
2597,balloon,air balloon,not-covered,1
2598,balloon,jacket,crossclassified,1
2599,balloon,para shoot,not-covered,1
2600,balloon,sky,crossclassified,1
2601,woman,pregnant woman,not-covered,1
2604,couch,controls,crossclassified,1
2605,couch,players,crossclassified,1
2608,car,beetle,crossclassified,1
2609,cheese,mushrooms,crossclassified,1
2610,cat,cat on television,not-covered,1
2621,bread,sammie,not-covered,1
2628,jacket,safety harness,crossclassified,1
2630,table,pool,crossclassified,1
2631,table,billiard table,hypernymy.1,1
2632,table,billiards,crossclassified,1
546,pizza,vegetables,crossclassified,1
2646,table,wine table,not-covered,1
2648,table,beer tap,not-covered,1
2649,table,wine rack,not-covered,1
2650,table,wine cooler,crossclassified,1
2654,dress,lips,crossclassified,1
2656,dress,neck,crossclassified,1
2661,girl,tooth fresh,not-covered,1
2662,girl,brushstroke,not-covered,1
545,pizza,backstopping,not-covered,1
2671,lady,oven mitt,not-covered,1
550,woman,wine bottle,crossclassified,1
2589,cat,plastic paper,not-covered,1
2585,table,fridge,crossclassified,1
2549,car,toilet cover,not-covered,1
569,man,team,crossclassified,1
568,man,frizzle,crossclassified,1
2511,sauce,onion,crossclassified,1
2513,lady,body,crossclassified,1
2515,lady,graffiti,crossclassified,1
2518,cow,prop,crossclassified,1
2521,guy,teenage boy,not-covered,1
2534,train,light rail,not-covered,1
2540,man,prefectorial,not-covered,1
2541,train,nothing,crossclassified,1
2545,car,cover,crossclassified,1
2548,car,fixture,crossclassified,1
2552,boy,shirted,crossclassified,1
2582,sandwich,pant,crossclassified,1
563,tie,blouse,crossclassified,1
2561,tub,luxuriousness,crossclassified,1
2563,tub,leptin,not-covered,1
2565,bun,topping,crossclassified,1
2569,garage,shorts,crossclassified,1
2571,garage,jacket,crossclassified,1
2572,garage,t-shirt,crossclassified,1
2573,shirt,man's neck,not-covered,1
2575,man,bandana,crossclassified,1
557,guy,scatter,crossclassified,1
553,pizza,sushi,co-hyponymy,1
2579,guy,caller,crossclassified,1
2249,giraffe,captive,crossclassified,1
623,counter,mixie jar,not-covered,1
2244,blazer,blouse,crossclassified,1
645,sheep,bighorn sheep,crossclassified,1
1961,drape,cloak,co-hyponymy,1
1968,jacket,eye class,not-covered,1
667,shirt,letter,crossclassified,1
666,tent,camper,crossclassified,1
1974,counter,breakfast bar,not-covered,1
1980,pan,donut,crossclassified,1
1982,parrot,hawk,crossclassified,1
1985,dude,boy,co-hyponymy,1
1987,dude,serf,crossclassified,1
1988,dude,trouser,crossclassified,1
1994,table,sneaks,crossclassified,1
2005,jacket,we hotdog,not-covered,1
2011,horse,baby,crossclassified,1
2020,bowl,bowl of broccoli and rice,not-covered,1
2024,table,curry,crossclassified,1
2025,table,dinner meal,not-covered,1
2026,pizza,base,crossclassified,1
2034,gown,paper,crossclassified,1
2040,carpet,sandwich,crossclassified,1
2043,shirt,guitar,crossclassified,1
2045,bed,junky bed,not-covered,1
2046,woman,jockey,crossclassified,1
2049,cup,glass cup,not-covered,1
2052,cup,rolaids,crossclassified,1
2053,cup,glassblowing,not-covered,1
2056,bridge,kailyard,not-covered,1
2058,bridge,streets,crossclassified,1
1960,drape,bib,crossclassified,1
1958,drape,robe,crossclassified,1
1957,drape,shirt,crossclassified,1
1921,airplane,f16,not-covered,1
1877,truck,police van,hypernymy.1,1
1881,airplane,vane,crossclassified,1
1883,table,refreshment,crossclassified,1
1886,table,folding table,not-covered,1
685,cheese,pizza sauce,not-covered,1
1895,car,truck jeep,not-covered,1
1901,overpass,signboard,crossclassified,1
1902,overpass,vehicle,crossclassified,1
1908,ketchup,potato,crossclassified,1
1913,ketchup,mashed potato,crossclassified,1
1914,ketchup,potatoes,crossclassified,1
1918,mouse,bag,crossclassified,1
674,carpet,table cloth,crossclassified,1
1955,drape,styling cape,not-covered,1
672,carpet,buffet table,not-covered,1
1937,cabinet,plate cub,not-covered,1
1938,cabinet,coffee cups,crossclassified,1
1940,boy,cheering,crossclassified,1
1941,boy,axletree,crossclassified,1
1945,drape,frock,crossclassified,1
1946,drape,poncho,crossclassified,1
1947,drape,clothes cover,not-covered,1
1948,drape,sheet,crossclassified,1
1950,drape,woman,crossclassified,1
1953,drape,blanket,crossclassified,1
1954,drape,gown,crossclassified,1
646,sheep,buffalo,co-hyponymy,1
644,sheep,yak,crossclassified,1
626,raincoat,rain slicker,not-covered,1
2087,vase,fountain,crossclassified,1
631,raincoat,rain jacket,not-covered,1
2155,tie,guy,co-hyponymy,1
630,raincoat,girl,crossclassified,1
2161,couch,bear,crossclassified,1
2162,couch,white bear,not-covered,1
2164,couch,chidren's seay,not-covered,1
2165,couch,tall,crossclassified,1
2166,couch,toy high chair,not-covered,1
629,raincoat,parka,crossclassified,1
2173,boy,siblings,crossclassified,1
2179,sandwich,tissue paper,crossclassified,1
2188,jacket,magic,crossclassified,1
2189,jacket,coke,crossclassified,1
2193,child,suit,crossclassified,1
2196,table,pie,crossclassified,1
2199,van,panel van,not-covered,1
2200,van,smartphone,not-covered,1
2206,pot,stirrer,crossclassified,1
2223,owl,vagal,crossclassified,1
2227,bowl,pie filling,not-covered,1
2231,head,horse's head,not-covered,1
2232,head,animal,hypernymy.2,1
2234,toast,donut,crossclassified,1
2235,toast,banana,crossclassified,1
2236,toast,pie,crossclassified,1
2238,toast,banana sandwhich,not-covered,1
2240,toast,chocolate banana toast,not-covered,1
2152,airplane,crash,crossclassified,1
2151,airplane,tailplane,crossclassified,1
2149,airplane,wreckage,crossclassified,1
634,raincoat,man,crossclassified,1
2089,vase,fireplace,crossclassified,1
2093,cat,sheet,crossclassified,1
2094,bed,sunbed,not-covered,1
2097,bathtub,wash room,crossclassified,1
2102,girl,bohemian,crossclassified,1
2111,spoon,saucepan,crossclassified,1
640,couch,soba,not-covered,1
635,raincoat,umbrella,crossclassified,1
2123,cake,stand,crossclassified,1
2124,cake,pizza dough,not-covered,1
2125,cake,cornbread,crossclassified,1
2127,couch,eye glass,crossclassified,1
2129,couch,elbow,crossclassified,1
2148,table,beach,crossclassified,1
633,raincoat,protestant,crossclassified,1
2132,truck,suitcase,crossclassified,1
2133,woman,toys,crossclassified,1
2135,squirrel,scoria,crossclassified,1
2136,truck,wreath,crossclassified,1
2138,dough,tomato sauce,crossclassified,1
2139,dough,pizza base,not-covered,1
2141,dough,pizza crust,not-covered,1
2142,dough,plat,crossclassified,1
2143,dough,saps,crossclassified,1
2144,dough,jam,crossclassified,1
2147,table,condiment,crossclassified,1
4094,dog,coat,crossclassified,1
4100,train,chain,co-hyponymy,1
6798,skier,backpack,crossclassified,1
6013,woman,polar beer,not-covered,1
6018,guy,unknown,crossclassified,1
6022,cake,fries,crossclassified,1
6024,cake,delicious,crossclassified,1
6026,bread,pickles,crossclassified,1
6028,girl,gal,hypernymy.1,1
6032,wine,unknown,crossclassified,1
6034,guy,robe,crossclassified,1
6037,shirt,night gown,crossclassified,1
6038,shirt,toddler,crossclassified,1
6039,lady,cycler,not-covered,1
6046,shirt,children,crossclassified,1
6054,liquor,case,crossclassified,1
6055,liquor,refrigerated aisle,not-covered,1
6056,liquor,shelf,crossclassified,1
6057,liquor,bottle showcase,not-covered,1
6059,liquor,display case,crossclassified,1
6060,cow,tongue,crossclassified,1
6063,desk,orange peel,crossclassified,1
6064,desk,peel,crossclassified,1
6065,desk,orange,crossclassified,1
6069,wrap,head wrap,not-covered,1
6070,wrap,turbine,crossclassified,1
6071,wrap,cap,crossclassified,1
6072,wrap,eye,crossclassified,1
6075,doggy,sofa,crossclassified,1
6082,table,pancake,crossclassified,1
6085,donut,umbellate,crossclassified,1
6017,guy,passenger,crossclassified,1
6012,woman,creek,crossclassified,1
5933,truck,luggage carrier,crossclassified,1
6011,woman,pond,crossclassified,1
5936,truck,bin,crossclassified,1
5937,truck,luggage car,not-covered,1
5938,truck,vest,crossclassified,1
5939,truck,bag cart,not-covered,1
5944,dress,tennis clothes,not-covered,1
5945,dress,tennis attire,not-covered,1
5949,sandwich,pita,crossclassified,1
5950,sandwich,burrito,crossclassified,1
5952,dish,basket of fruit,not-covered,1
5954,jacket,suit vest,not-covered,1
5959,ship,mirror,crossclassified,1
5961,cake,tart,crossclassified,1
5963,gentleman,cowboy,crossclassified,1
5970,man,mixer,crossclassified,1
5974,robe,stone,crossclassified,1
5977,woman,jumping,crossclassified,1
5978,cow,black cow,not-covered,1
5979,motorcycle,rom,crossclassified,1
5980,counter,flooding,crossclassified,1
5982,bridge,signs,co-hyponymy,1
5987,giraffe,geffen,not-covered,1
5994,lady,tooth brush,crossclassified,1
6001,dish,tart,co-hyponymy,1
6002,dish,furtive,crossclassified,1
6004,dish,serving fruit tray,not-covered,1
6005,dish,brute,crossclassified,1
6008,woman,lake,crossclassified,1
6086,shirt,baby doll dress,not-covered,1
6091,rice,white rice,hypernymy.1,1
6097,toddler,train,crossclassified,1
6099,toddler,male child,crossclassified,1
6164,spoon,scoop,co-hyponymy,1
6166,car,lift,crossclassified,1
6168,shirt,chef jacket,not-covered,1
6169,man,scatter,crossclassified,1
6170,man,courtship,crossclassified,1
6172,soup,soup bowl,crossclassified,1
6173,soup,cub,crossclassified,1
6174,soup,wantons,crossclassified,1
235,jacket,gamers,not-covered,1
6188,bobcat,lynx,hypernymy.2,1
6190,bobcat,ocelot,crossclassified,1
6191,bobcat,tiger,crossclassified,1
6192,bobcat,wild cat,hypernymy.2,1
6197,dugout,notice board,crossclassified,1
6199,dugout,advertisements,crossclassified,1
6206,cabinet,bag,crossclassified,1
6207,motorcycle,hog,crossclassified,1
6208,sauce,pancake,crossclassified,1
6209,sauce,seafood,crossclassified,1
6210,sauce,mussels,crossclassified,1
6216,table,crust,crossclassified,1
6217,truck,food stand,not-covered,1
6220,truck,truck shop,not-covered,1
6221,truck,canteen,crossclassified,1
6225,man,parka,crossclassified,1
6226,pan,barbecue,crossclassified,1
6227,pan,aluminum pan,not-covered,1
6160,cow,cow painting,not-covered,1
6159,cow,painting,crossclassified,1
6158,catcher,tag,crossclassified,1
6131,table,paws,crossclassified,1
6102,batter,baseball man,not-covered,1
6109,bowl,trough,synonymy,1
6110,bowl,trencher,crossclassified,1
6111,bowl,cookies,crossclassified,1
6112,bowl,bread tray,not-covered,1
6115,jar,blender top,not-covered,1
6117,motorcycle,bridge,crossclassified,1
6120,yolk,egg yoke,not-covered,1
6122,yolk,plate,crossclassified,1
6123,yolk,cake,crossclassified,1
6128,table,entertainment stand,not-covered,1
6129,table,stereo,crossclassified,1
6132,guy,basketball player,crossclassified,1
6157,catcher,carpet,crossclassified,1
6133,boy,boy with a bat,not-covered,1
6135,carpet,cub board,not-covered,1
6136,carpet,chair wheel,not-covered,1
6144,truck,animal trailer,not-covered,1
6145,truck,animal hauler,not-covered,1
6146,truck,goat,crossclassified,1
6148,table,lace,crossclassified,1
6150,table,sign board,crossclassified,1
6151,table,signal board,not-covered,1
6152,table,road,crossclassified,1
6153,table,table clothing,not-covered,1
6155,catcher,hand close,not-covered,1
5935,truck,shipload,crossclassified,1
5928,biscuit,burger,crossclassified,1
6231,pan,appetizer,crossclassified,1
5690,bowl,stirrer,crossclassified,1
5692,bowl,bowl of stew,not-covered,1
5697,shirt,checkered shirt,not-covered,1
5702,seagull,brain,crossclassified,1
254,girl,armband,crossclassified,1
251,girl,sports lady,not-covered,1
5709,flatbread,toast,co-hyponymy,1
5710,flatbread,snakes,crossclassified,1
5712,sofa,soap,crossclassified,1
5713,knife,mobile phone,crossclassified,1
5715,knife,cat,crossclassified,1
5717,knife,key chain,not-covered,1
5719,knife,cellphone,crossclassified,1
5720,knife,carney,not-covered,1
5737,cheese,condiments,crossclassified,1
5738,cheese,paganini,crossclassified,1
5742,backstop,stadium,crossclassified,1
5743,backstop,dugout,crossclassified,1
5746,backstop,baseball,crossclassified,1
5747,backstop,belt,crossclassified,1
5748,backstop,camera box,not-covered,1
5749,backstop,baseball field,crossclassified,1
5750,backstop,field,crossclassified,1
5751,backstop,baseball player,hypernymy.2,1
5752,backstop,jacket,crossclassified,1
5753,backstop,shoe,crossclassified,1
5756,sandwich,chicken burger,not-covered,1
5757,sandwich,bagel sandwich,not-covered,1
5691,bowl,mutton,crossclassified,1
5689,bowl,steak,crossclassified,1
5927,biscuit,bread roll,not-covered,1
5688,bowl,beef,crossclassified,1
5637,boy,frame,crossclassified,1
5638,curtain,back wall,not-covered,1
5641,curtain,instrument,crossclassified,1
5643,curtain,musicians,crossclassified,1
5644,curtain,microphone,crossclassified,1
5645,curtain,singer,crossclassified,1
5646,child,fence,crossclassified,1
5647,child,horse,crossclassified,1
5649,boy,tennis bat,not-covered,1
5651,cat,monitor,crossclassified,1
5652,woman,tops,crossclassified,1
5656,seat,toilette,crossclassified,1
5658,seat,tolidine,not-covered,1
5659,seat,bathtub,crossclassified,1
5664,dress,traveler,crossclassified,1
5667,coat,twister,crossclassified,1
5668,bird,see bird,not-covered,1
5669,bird,sea gal,not-covered,1
5671,boat,dingy,crossclassified,1
5673,bathtub,wash,crossclassified,1
5677,man,driver,crossclassified,1
5678,man,teddy bear,crossclassified,1
5680,jacket,jeering,crossclassified,1
5683,sauce,prosciutto,crossclassified,1
5685,coat,black jacket,not-covered,1
5686,man,lover,hypernymy.2,1
5687,man,pol,crossclassified,1
5766,vase,sari,crossclassified,1
5768,airplane,propellant,crossclassified,1
5772,guy,automobile,crossclassified,1
5778,bottle,orange,crossclassified,1
5858,motorcycle,front wheel,not-covered,1
5859,motorcycle,barrier,crossclassified,1
5860,motorcycle,bulla,crossclassified,1
5861,house,group,hypernymy.2,1
5863,lady,hoodie,not-covered,1
5864,bridge,ampullae,crossclassified,1
5870,counter,appliances,crossclassified,1
5874,table,smartphone,not-covered,1
5876,owl,wale,crossclassified,1
5877,owl,grass,crossclassified,1
5881,boy,teenage,crossclassified,1
5882,table,binder,crossclassified,1
5888,kid,infant,hypernymy.1,1
5889,cat,bet animal,not-covered,1
5893,taxi,windshield,crossclassified,1
5900,counter,bear,crossclassified,1
5901,counter,screenshot,not-covered,1
5906,pizza,backpack,crossclassified,1
5907,pizza,cup,crossclassified,1
5908,pizza,pizza mural,not-covered,1
5909,pizza,poster,crossclassified,1
5915,cake,dolls,crossclassified,1
5916,lady,fan,crossclassified,1
5920,biscuit,muffin,co-hyponymy,1
5921,biscuit,cookie,synonymy,1
5923,biscuit,scone,co-hyponymy,1
5924,biscuit,donut,crossclassified,1
5857,motorcycle,engine,crossclassified,1
5856,shirt,cigarette,crossclassified,1
5852,woman,elderly woman,not-covered,1
5814,cake,pancake,hypernymy.1,1
5780,bottle,lemonade,crossclassified,1
5782,bottle,thermos,hypernymy.1,1
5788,animal,bull,hypernymy.1,1
5789,woman,kitchen,crossclassified,1
5790,man,man and child,not-covered,1
5794,coat,outerwear,crossclassified,1
5795,chair,pizza,crossclassified,1
5806,bowl,fruitarianism,not-covered,1
5807,guy,cabinet,crossclassified,1
5808,man,leather jacket,crossclassified,1
5809,man,rock star,crossclassified,1
244,table,sunflower,crossclassified,1
5816,table,drink cart,not-covered,1
5847,girl,surfer girl,not-covered,1
5817,bread,brat,crossclassified,1
5818,child,grandson,crossclassified,1
5819,suv,carpet,crossclassified,1
5820,boy,ride,crossclassified,1
5824,hood,hood of car,not-covered,1
