,word1,word2,relation,freq. (unord),"freq. (w1,w2)","freq. (w2,w1)"
6665,carpet,paper,crossclassified,1,1,0
6669,chair,donuts,crossclassified,1,1,0
6670,chair,windowsill,crossclassified,1,1,0
6672,cow,mannequin,crossclassified,1,1,0
6675,ball,batter,crossclassified,1,0,1
6676,giraffe,height,crossclassified,1,1,0
6643,pajamas,shirt,crossclassified,1,0,1
6642,girlish,woman,crossclassified,1,0,1
6641,plaid,woman,crossclassified,1,0,1
6640,bridge,headlights,crossclassified,1,1,0
6639,ball,lemon,crossclassified,1,0,1
6637,lemon,plate,crossclassified,1,1,0
6633,butt,giraffe,crossclassified,1,0,1
6631,car,engine,crossclassified,1,1,0
6630,apple,furniture,crossclassified,1,1,0
6622,bed,bill,crossclassified,1,1,0
6621,bow,jacket,crossclassified,1,0,1
6618,guy,pitcher,crossclassified,1,0,1
6617,pitcher,uniform,crossclassified,1,1,0
6615,bench,shirty,crossclassified,1,1,0
6614,bench,compartment,crossclassified,1,1,0
6613,food,takeout,hypernymy.1,1,1,0
6611,dress,shortstop,crossclassified,1,1,0
6532,jar,planter,crossclassified,1,0,1
6524,boll,man,crossclassified,1,0,1
6382,cane,coat,crossclassified,1,0,1
6430,hat,umpire,crossclassified,1,0,1
6422,desk,homeotherm,crossclassified,1,1,0
6423,cleats,man,crossclassified,1,0,1
6424,chest,man,crossclassified,1,0,1
6425,fish,hotdog,crossclassified,1,0,1
6426,boat,number,crossclassified,1,1,0
6427,human,umpire,crossclassified,1,0,1
6432,burger,guacamole,crossclassified,1,0,1
6454,box,dog,crossclassified,1,1,0
6434,condiment,guacamole,hypernymy.1,1,0,1
6435,guacamole,vegetables,crossclassified,1,1,0
6437,guacamole,hotdog,crossclassified,1,1,0
6438,guacamole,snacks,crossclassified,1,1,0
6441,children,woman,crossclassified,1,0,1
6447,donut,ring,crossclassified,1,1,0
6421,desk,fridge,crossclassified,1,1,0
6416,baby,sweater,co-hyponymy,1,1,0
6414,desk,objects,hypernymy.2,1,1,0
6412,chest,suit,crossclassified,1,0,1
6410,chest,woman,crossclassified,1,0,1
6409,brute,man,hypernymy.1,1,0,1
6405,food,restaurant,crossclassified,1,0,1
6400,flower,window,co-hyponymy,1,1,0
6398,bun,pepper,crossclassified,1,1,0
6397,bun,jalapeno,crossclassified,1,1,0
6395,airport,bridge,crossclassified,1,0,1
6394,bridge,jet,crossclassified,1,1,0
6393,child,hotdog,crossclassified,1,0,1
6389,fruit,lime,hypernymy.1,1,0,1
6387,boy,trouser,crossclassified,1,1,0
6384,hotdog,pita,crossclassified,1,1,0
6383,coat,furniture,crossclassified,1,1,0
6453,cellphone,turban,crossclassified,1,0,1
6455,fans,man,crossclassified,1,0,1
6523,bit,horse,crossclassified,1,0,1
6502,shrimp,table,crossclassified,1,0,1
6494,building,chapel,hypernymy.1,1,1,0
6495,building,carte,crossclassified,1,1,0
6496,daisy,flower,hypernymy.2,1,0,1
6497,girl,scut,crossclassified,1,1,0
6499,boy,smile,crossclassified,1,1,0
6501,sushi,table,crossclassified,1,0,1
6505,chair,grill,crossclassified,1,1,0
6456,man,parser,crossclassified,1,1,0
6508,bronco,bull,crossclassified,1,0,1
6510,bull,rodeo,crossclassified,1,1,0
6511,bull,person,hypernymy.2,1,1,0
6512,bull,cap,crossclassified,1,1,0
6520,bored,sign,crossclassified,1,0,1
6521,sign,store,crossclassified,1,1,0
6493,hand,sweater,crossclassified,1,0,1
6492,sidewalk,water,crossclassified,1,1,0
6491,sidewalk,stone,crossclassified,1,1,0
6490,seawall,sidewalk,crossclassified,1,0,1
6488,damn,sidewalk,crossclassified,1,0,1
6487,sidewalk,trail,crossclassified,1,1,0
6485,park,sidewalk,crossclassified,1,0,1
6484,driveway,sidewalk,crossclassified,1,0,1
6482,truck,women,crossclassified,1,1,0
6481,man,missionary,crossclassified,1,1,0
6476,counter,pastries,crossclassified,1,1,0
6473,desk,work,crossclassified,1,1,0
6470,condiment,food,hypernymy.2,1,0,1
6465,cherry,spoon,crossclassified,1,0,1
6464,cherries,spoon,crossclassified,1,0,1
6459,passionflower,sink,crossclassified,1,0,1
6458,faucal,sink,crossclassified,1,0,1
4633,joystick,woman,crossclassified,1,0,1
4626,hitter,woman,crossclassified,1,0,1
7246,cover,dog,crossclassified,1,0,1
2128,food,nuggets,crossclassified,1,1,0
2105,grill,pan,crossclassified,1,1,0
2109,table,veg,crossclassified,1,1,0
2110,pul,train,crossclassified,1,0,1
2114,bridge,buildings,co-hyponymy,1,1,0
2121,guy,umpire,crossclassified,1,0,1
2125,pant,umpire,crossclassified,1,0,1
2129,food,peas,hypernymy.1,1,1,0
2099,bowl,china,crossclassified,1,0,1
2132,paper,umbrella,crossclassified,1,0,1
2134,umbrella,unknown,crossclassified,1,1,0
2136,pillar,umbrella,crossclassified,1,0,1
2139,colors,umbrella,crossclassified,1,0,1
2143,table,teaberry,crossclassified,1,1,0
2144,pizza,plane,crossclassified,1,1,0
2100,china,pottery,crossclassified,1,1,0
2098,china,pot,crossclassified,1,1,0
2820,boat,gloves,crossclassified,1,1,0
2068,glasses,suit,crossclassified,1,0,1
2056,castle,trafficking,crossclassified,1,1,0
2057,headband,skier,crossclassified,1,0,1
2064,cucumber,orange,crossclassified,1,1,0
2065,truck,wreck,crossclassified,1,1,0
2066,jalopy,truck,crossclassified,1,0,1
2067,machinery,truck,crossclassified,1,0,1
2072,bags,skier,crossclassified,1,0,1
2097,china,glassware,crossclassified,1,1,0
2077,divider,man,co-hyponymy,1,0,1
2081,doorway,dugout,crossclassified,1,0,1
2084,body,dugout,crossclassified,1,0,1
2090,child,picker,co-hyponymy,1,1,0
2095,china,vases,crossclassified,1,1,0
2096,china,porcelain,hypernymy.2,1,1,0
2146,faucet,man,crossclassified,1,0,1
2152,bowl,steel,crossclassified,1,1,0
2154,stylist,woman,crossclassified,1,0,1
2251,hat,toboggan,crossclassified,1,1,0
2228,basket,cat,crossclassified,1,0,1
2230,kalamazoo,pizza,crossclassified,1,0,1
2233,baby,curtain,crossclassified,1,0,1
2242,dugout,judges,crossclassified,1,1,0
2244,meeting,table,co-hyponymy,1,0,1
2249,egg,rice,crossclassified,1,0,1
2255,transportation,woman,crossclassified,1,0,1
2156,couch,guy,crossclassified,1,1,0
2274,building,office,crossclassified,1,1,0
2279,bandana,shirt,crossclassified,1,0,1
2281,back,jacket,crossclassified,1,0,1
2296,cookie,croissant,crossclassified,1,0,1
2303,airport,car,crossclassified,1,1,0
2304,airport,airway,crossclassified,1,1,0
2224,swan,wood,crossclassified,1,1,0
2219,boat,wire,crossclassified,1,1,0
2218,garage,mirror,crossclassified,1,1,0
2217,garage,vehicle,crossclassified,1,1,0
2216,door,garage,crossclassified,1,0,1
2215,garage,window,crossclassified,1,1,0
2194,politician,woman,crossclassified,1,0,1
2187,flannel,man,crossclassified,1,0,1
2183,cow,muzzle,crossclassified,1,1,0
2177,burger,tray,crossclassified,1,0,1
2176,placeman,tray,crossclassified,1,0,1
2174,fork,tray,crossclassified,1,0,1
2173,spool,tray,crossclassified,1,0,1
2168,appetizer,cupcake,crossclassified,1,0,1
2167,cupcake,mousse,crossclassified,1,1,0
2163,cupcake,pie,crossclassified,1,1,0
2157,boy,oven,crossclassified,1,1,0
2055,castle,towers,crossclassified,1,1,0
2053,cabinet,things,crossclassified,1,1,0
2048,prayer,woman,crossclassified,1,0,1
1866,bridge,caves,crossclassified,1,1,0
1824,jacket,snowsuit,crossclassified,1,1,0
1827,house,post,crossclassified,1,1,0
1829,cactus,house,crossclassified,1,0,1
1831,house,singapore,crossclassified,1,1,0
1841,coat,house,crossclassified,1,0,1
1861,bridge,rocks,crossclassified,1,1,0
1868,couch,slacks,crossclassified,1,1,0
1893,doll,pillow,crossclassified,1,0,1
1878,house,scissor,crossclassified,1,1,0
1881,bone,dog,crossclassified,1,0,1
1882,acrobat,skier,co-hyponymy,1,0,1
1883,skier,skiing,crossclassified,1,1,0
1887,cushion,pillow,hypernymy.1,1,0,1
1888,beanie,pillow,crossclassified,1,0,1
1821,bread,hamburger,crossclassified,1,0,1
1808,lips,shirt,crossclassified,1,0,1
1802,railing,truck,crossclassified,1,0,1
1801,carriage,truck,crossclassified,1,0,1
1789,belt,sweater,crossclassified,1,0,1
1788,harness,sweater,crossclassified,1,0,1
1783,mushrooms,pizza,crossclassified,1,0,1
1782,beetle,car,crossclassified,1,0,1
1781,buggy,car,crossclassified,1,0,1
1779,couch,players,crossclassified,1,1,0
1778,controls,couch,crossclassified,1,0,1
1777,balloon,sky,crossclassified,1,1,0
1776,balloon,jacket,crossclassified,1,1,0
1770,fridge,table,crossclassified,1,0,1
1767,pant,sandwich,crossclassified,1,0,1
1761,garage,t-shirt,crossclassified,1,1,0
1760,garage,jacket,crossclassified,1,1,0
1891,hood,pillow,crossclassified,1,0,1
1898,commuter,jacket,crossclassified,1,0,1
2041,delicacy,food,hypernymy.2,1,0,1
2014,dugout,legs,crossclassified,1,1,0
1988,nose,shirt,crossclassified,1,0,1
1991,blanket,cake,crossclassified,1,0,1
1993,cake,clay,crossclassified,1,1,0
1995,man,pul,crossclassified,1,1,0
1997,bottle,scissor,crossclassified,1,1,0
1999,bench,chaise,crossclassified,1,1,0
2017,ballplayer,dugout,crossclassified,1,0,1
1903,curtain,eyeglass,crossclassified,1,1,0
2018,dugout,seating,crossclassified,1,1,0
2019,benches,dugout,crossclassified,1,0,1
2025,animals,bed,crossclassified,1,0,1
2026,child,shorts,crossclassified,1,1,0
2027,burger,meal,crossclassified,1,1,0
2030,bowl,pasha,crossclassified,1,1,0
1983,pork,spoon,crossclassified,1,0,1
1976,boat,model,crossclassified,1,1,0
1974,hippie,skateboarder,crossclassified,1,0,1
1959,beverage,wine,hypernymy.1,1,0,1
1952,gloves,skater,crossclassified,1,0,1
1950,skater,sky,crossclassified,1,1,0
1948,bench,benched,crossclassified,1,1,0
1945,number,train,crossclassified,1,0,1
1936,boy,guitar,crossclassified,1,1,0
1934,church,train,crossclassified,1,0,1
1919,car,crossover,crossclassified,1,1,0
1918,outfit,skier,crossclassified,1,0,1
1917,jeans,skier,crossclassified,1,0,1
1916,skier,snowsuit,crossclassified,1,1,0
1915,bananas,shirt,crossclassified,1,0,1
1908,dish,mouse,crossclassified,1,0,1
1905,curtain,goldman,crossclassified,1,1,0
2305,airport,airstrip,co-hyponymy,1,1,0
2306,airport,wheel,crossclassified,1,1,0
2310,airport,tarmac,crossclassified,1,1,0
2627,food,van,crossclassified,1,0,1
2613,mixed,pot,crossclassified,1,0,1
2614,bananas,pot,crossclassified,1,0,1
2617,dog,flower,crossclassified,1,1,0
2618,burger,onion,crossclassified,1,1,0
2625,van,worker,crossclassified,1,1,0
2626,chef,van,crossclassified,1,0,1
2628,dress,van,crossclassified,1,0,1
2652,hamlet,man,crossclassified,1,0,1
2635,socks,table,crossclassified,1,0,1
2636,feet,table,crossclassified,1,0,1
2638,horse,satchel,crossclassified,1,1,0
2639,bowel,table,crossclassified,1,0,1
2642,snowboarder,sunglasses,crossclassified,1,1,0
2646,snowboarder,spectacle,crossclassified,1,1,0
2612,dixie,woman,crossclassified,1,0,1
2609,bicycler,man,crossclassified,1,0,1
2604,pigeon,pizza,crossclassified,1,0,1
2601,muumuu,shirt,crossclassified,1,0,1
2600,garb,shirt,crossclassified,1,0,1
2597,shirt,turki,crossclassified,1,1,0
2590,gyro,hotdog,co-hyponymy,1,0,1
2589,fork,hotdog,crossclassified,1,0,1
2583,parrot,tree,crossclassified,1,1,0
2582,grill,vegetable,crossclassified,1,1,0
2581,dinner,grill,crossclassified,1,0,1
2577,tankers,train,crossclassified,1,0,1
2576,boy,father,crossclassified,1,1,0
2556,board,tent,crossclassified,1,0,1
2553,ski,tent,crossclassified,1,0,1
2552,boy,tent,crossclassified,1,0,1
2549,booth,sofa,crossclassified,1,1,0
2651,jockey,man,crossclassified,1,0,1
2654,cat,opossum,crossclassified,1,1,0
2540,peer,table,crossclassified,1,0,1
2782,boat,skid,crossclassified,1,1,0
2757,sink,toiletry,crossclassified,1,1,0
2758,child,wheel,crossclassified,1,1,0
2766,cupcake,spoon,crossclassified,1,1,0
2774,backrest,chair,crossclassified,1,0,1
2775,board,chair,crossclassified,1,0,1
2780,child,headgear,crossclassified,1,1,0
2788,strawberry,table,crossclassified,1,0,1
2655,giraffe,glass,crossclassified,1,1,0
2789,berries,table,crossclassified,1,0,1
2793,toilet,washbasin,crossclassified,1,1,0
2794,cardboard,table,crossclassified,1,0,1
2798,filet,food,hypernymy.2,1,0,1
2803,bile,dog,crossclassified,1,0,1
2804,bridge,tent,crossclassified,1,1,0
2750,cat,steel,crossclassified,1,1,0
2748,bird,osprey,hypernymy.1,1,1,0
2740,bird,ibis,hypernymy.1,1,1,0
2734,auk,vase,crossclassified,1,0,1
2730,flower,jacket,crossclassified,1,0,1
2727,bed,cradle,crossclassified,1,1,0
2725,child,sunglasses,crossclassified,1,1,0
2718,building,yacht,crossclassified,1,1,0
2713,hybrid,zebra,crossclassified,1,0,1
2707,boat,carrier,crossclassified,1,1,0
2694,lettuce,veg,hypernymy.2,1,1,0
2693,flower,lettuce,crossclassified,1,0,1
2681,net,skier,crossclassified,1,0,1
2678,cup,jurist,crossclassified,1,1,0
2675,cup,straw,crossclassified,1,1,0
2668,armoire,desk,crossclassified,1,0,1
2657,sink,towel,crossclassified,1,1,0
2542,heat,sheep,crossclassified,1,0,1
2532,bedpost,carpet,crossclassified,1,0,1
2312,airport,mountains,crossclassified,1,1,0
2398,chair,court,crossclassified,1,1,0
2382,man,road,crossclassified,1,1,0
2386,desk,speaker,crossclassified,1,1,0
2387,desk,sparker,crossclassified,1,1,0
2390,nut,toilet,crossclassified,1,0,1
2391,drum,toilet,crossclassified,1,0,1
2394,hole,toilet,crossclassified,1,0,1
2399,giraffe,newborn,crossclassified,1,1,0
2426,bread,floor,crossclassified,1,1,0
2403,burger,cup,crossclassified,1,0,1
2406,burger,paper,crossclassified,1,1,0
2408,brother,man,crossclassified,1,0,1
2418,bottle,pottery,crossclassified,1,0,1
2420,pottery,teapot,crossclassified,1,1,0
2422,pottery,treasure,crossclassified,1,1,0
2380,bridge,wings,crossclassified,1,1,0
2375,fork,veritable,crossclassified,1,1,0
2369,car,woody,crossclassified,1,1,0
2368,car,eerie,crossclassified,1,1,0
2366,food,spatula,crossclassified,1,0,1
2363,spatula,table,crossclassified,1,1,0
2356,horse,marbles,crossclassified,1,1,0
2354,cat,lamp,crossclassified,1,0,1
2353,lamp,shelves,crossclassified,1,1,0
2352,computer,lamp,crossclassified,1,0,1
2345,children,table,crossclassified,1,0,1
2340,dress,light,crossclassified,1,1,0
2332,hat,swatter,crossclassified,1,1,0
2326,orange,sandwich,crossclassified,1,0,1
2321,boat,wings,crossclassified,1,1,0
2319,chuddar,dress,crossclassified,1,0,1
2314,airport,fog,crossclassified,1,1,0
2424,ceramics,pottery,crossclassified,1,0,1
2429,bread,produce,crossclassified,1,1,0
2531,carpet,steel,crossclassified,1,1,0
2508,manger,shed,crossclassified,1,0,1
2482,diner,table,crossclassified,1,0,1
2483,bird,cow,crossclassified,1,0,1
2490,ground,table,crossclassified,1,0,1
2503,enclosure,shed,crossclassified,1,0,1
2505,shed,stable,crossclassified,1,1,0
2506,shed,structure,hypernymy.2,1,1,0
2509,hutch,shed,crossclassified,1,0,1
2433,bed,hood,crossclassified,1,0,1
2510,shed,sheep,crossclassified,1,1,0
2512,jacket,sweeter,crossclassified,1,1,0
2519,sandal,vase,crossclassified,1,0,1
2520,chapel,vase,crossclassified,1,0,1
2526,cat,tent,crossclassified,1,1,0
2530,carpet,pul,crossclassified,1,1,0
2479,building,skater,crossclassified,1,0,1
2477,sandwich,wooden,crossclassified,1,1,0
2476,fedora,skater,crossclassified,1,0,1
2471,owl,wood,crossclassified,1,1,0
2463,curter,fence,crossclassified,1,0,1
2462,cover,fence,crossclassified,1,0,1
2461,fence,women,crossclassified,1,1,0
2460,fence,grass,crossclassified,1,1,0
2459,fence,racket,crossclassified,1,1,0
2458,fence,plastic,crossclassified,1,1,0
2456,backboard,fence,crossclassified,1,0,1
2454,fence,sleeveless,crossclassified,1,1,0
2453,court,fence,crossclassified,1,0,1
2452,fence,watch,crossclassified,1,1,0
2444,dog,puppies,hypernymy.1,1,1,0
2442,donuts,woman,crossclassified,1,0,1
2441,doughnuts,woman,crossclassified,1,0,1
1758,garage,shorts,crossclassified,1,1,0
1752,bathtub,luxuriousness,crossclassified,1,1,0
1742,boy,shirted,crossclassified,1,1,0
766,granola,table,crossclassified,1,0,1
705,blender,mug,crossclassified,1,1,0
706,blender,utensils,hypernymy.2,1,1,0
707,blender,spoons,crossclassified,1,1,0
749,homeless,man,crossclassified,1,0,1
762,sacrifice,sheep,crossclassified,1,0,1
763,knife,sheep,crossclassified,1,0,1
767,nuts,table,crossclassified,1,0,1
837,shirt,straps,crossclassified,1,1,0
781,male,pitcher,crossclassified,1,0,1
789,reach,woman,crossclassified,1,0,1
803,bunny,glass,crossclassified,1,0,1
805,glass,whiskey,crossclassified,1,1,0
807,glass,logo,crossclassified,1,1,0
823,boy,lade,crossclassified,1,1,0
692,man,rack,crossclassified,1,1,0
690,book,cow,crossclassified,1,0,1
688,pitcher,teenager,crossclassified,1,1,0
671,handshake,sink,crossclassified,1,0,1
668,faucet,hose,crossclassified,1,1,0
667,faucet,pipe,crossclassified,1,1,0
666,faucet,handheld,crossclassified,1,1,0
665,faucet,fixture,crossclassified,1,1,0
664,faucet,shower,crossclassified,1,1,0
663,faucet,ship,crossclassified,1,1,0
651,child,mother,crossclassified,1,1,0
642,bowl,veg,crossclassified,1,1,0
641,bowl,chips,crossclassified,1,1,0
631,tragus,truck,crossclassified,1,0,1
619,house,tractor,crossclassified,1,1,0
606,outside,table,crossclassified,1,0,1
605,boy,harness,crossclassified,1,1,0
831,core,truck,crossclassified,1,0,1
851,food,tofu,hypernymy.1,1,1,0
603,boy,ground,crossclassified,1,1,0
968,giraffe,human,crossclassified,1,1,0
955,marina,waterway,crossclassified,1,1,0
957,marina,seaport,crossclassified,1,1,0
958,city,marina,crossclassified,1,0,1
964,faucet,woman,crossclassified,1,0,1
965,piss,pizza,crossclassified,1,0,1
967,giraffe,kid,crossclassified,1,1,0
969,giraffe,lady,crossclassified,1,1,0
870,bone,child,crossclassified,1,0,1
975,dish,wrap,hypernymy.1,1,0,1
979,rover,truck,crossclassified,1,0,1
985,soup,veg,crossclassified,1,1,0
992,dress,sportswear,hypernymy.1,1,1,0
995,band,dress,crossclassified,1,0,1
996,dress,wristband,crossclassified,1,1,0
949,marina,town,crossclassified,1,1,0
947,ham,sandwich,crossclassified,1,0,1
943,giraffe,sculpture,crossclassified,1,1,0
939,counter,crock,crossclassified,1,1,0
935,ostrich,sheep,crossclassified,1,0,1
934,bench,towel,crossclassified,1,1,0
911,faucet,hydrant,hypernymy.1,1,0,1
910,bonnet,hydrant,crossclassified,1,0,1
909,bolt,hydrant,crossclassified,1,0,1
905,hydrant,top,crossclassified,1,1,0
904,bread,dish,crossclassified,1,1,0
900,crane,goose,crossclassified,1,0,1
892,bench,vehicles,crossclassified,1,1,0
886,apportionment,streetlight,crossclassified,1,0,1
881,post,streetlight,crossclassified,1,0,1
875,plate,shortcake,crossclassified,1,1,0
871,adust,sheep,crossclassified,1,0,1
604,boy,chain,crossclassified,1,1,0
586,giraffe,vehicle,crossclassified,1,1,0
1003,head,suit,crossclassified,1,0,1
245,bench,crate,crossclassified,1,1,0
157,plane,shuttle,crossclassified,1,1,0
163,dog,rail,crossclassified,1,1,0
174,dining,floor,crossclassified,1,0,1
191,controller,jacket,crossclassified,1,0,1
197,sunflower,table,crossclassified,1,0,1
200,armband,woman,crossclassified,1,0,1
259,pier,walkway,crossclassified,1,1,0
297,hood,trunk,crossclassified,1,1,0
260,guardrail,pier,crossclassified,1,0,1
261,pier,ship,crossclassified,1,1,0
262,pier,table,crossclassified,1,1,0
271,lettuce,scallions,crossclassified,1,1,0
280,bench,bola,crossclassified,1,1,0
284,dog,greyhound,hypernymy.1,1,1,0
143,bathroom,robe,crossclassified,1,0,1
141,robe,screen,crossclassified,1,1,0
138,bathtub,robe,crossclassified,1,0,1
133,poles,train,crossclassified,1,0,1
112,controllership,shirt,crossclassified,1,0,1
110,surfboard,truck,crossclassified,1,0,1
103,bird,boy,crossclassified,1,0,1
98,pig,shirt,crossclassified,1,0,1
95,bathtub,rod,crossclassified,1,1,0
94,bathtub,steel,crossclassified,1,1,0
93,bathtub,furniture,crossclassified,1,1,0
89,bathtub,fence,crossclassified,1,1,0
77,dugout,guardrail,crossclassified,1,1,0
71,dugout,path,crossclassified,1,1,0
66,bean,salad,crossclassified,1,0,1
22,suitcase,van,crossclassified,1,0,1
18,tailgate,van,crossclassified,1,0,1
290,duck,swam,crossclassified,1,1,0
302,seat,setback,crossclassified,1,1,0
575,court,vest,crossclassified,1,0,1
502,letter,shirt,crossclassified,1,0,1
470,poncho,umbrella,crossclassified,1,1,0
479,ram,yak,crossclassified,1,1,0
482,buffalo,ram,crossclassified,1,0,1
494,carrot,fruit,crossclassified,1,1,0
497,carrot,produce,hypernymy.2,1,1,0
501,camper,tent,crossclassified,1,0,1
524,fence,plane,crossclassified,1,0,1
305,seat,window,crossclassified,1,1,0
534,dresser,mouse,co-hyponymy,1,1,0
537,mouse,shirt,crossclassified,1,0,1
548,man,sheet,crossclassified,1,1,0
559,bagel,shirt,crossclassified,1,0,1
565,bird,coil,crossclassified,1,1,0
574,die,vest,crossclassified,1,0,1
469,man,poncho,crossclassified,1,0,1
468,poncho,protestant,crossclassified,1,1,0
467,coat,poncho,crossclassified,1,0,1
466,girl,poncho,crossclassified,1,0,1
465,parka,poncho,crossclassified,1,0,1
456,counter,microprocessor,crossclassified,1,1,0
441,carpet,shag,crossclassified,1,1,0
418,man,team,crossclassified,1,1,0
410,pizza,sushi,co-hyponymy,1,1,0
400,crust,platter,crossclassified,1,1,0
397,crust,edge,crossclassified,1,1,0
389,child,portrait,crossclassified,1,1,0
370,armband,dress,crossclassified,1,0,1
367,dress,tennis,crossclassified,1,1,0
364,icebreaker,skier,crossclassified,1,0,1
350,boy,plat,crossclassified,1,1,0
313,runner,table,crossclassified,1,0,1
1001,container,mug,hypernymy.1,1,0,1
1009,building,monastery,hypernymy.1,1,1,0
1739,fixture,toilet,hypernymy.1,1,0,1
1513,child,couple,crossclassified,1,0,1
1496,airplane,tailplane,crossclassified,1,1,0
1497,airplane,crash,crossclassified,1,1,0
1499,guy,tie,co-hyponymy,1,0,1
1507,chair,tall,crossclassified,1,1,0
1511,couple,pair,synonymy,1,1,0
1512,couple,plate,crossclassified,1,1,0
1514,couple,tree,crossclassified,1,1,0
1534,pie,table,crossclassified,1,0,1
1516,couple,teen,crossclassified,1,1,0
1517,couple,teenagers,crossclassified,1,1,0
1519,couple,siblings,crossclassified,1,1,0
1525,jacket,magic,crossclassified,1,1,0
1526,coke,jacket,crossclassified,1,0,1
1531,child,suit,crossclassified,1,1,0
1494,airplane,wreckage,crossclassified,1,1,0
1493,beach,table,crossclassified,1,0,1
1492,condiment,table,crossclassified,1,0,1
1490,pizza,saps,crossclassified,1,1,0
1487,truck,wreath,crossclassified,1,1,0
1486,scoria,squirrel,crossclassified,1,0,1
1484,toys,woman,crossclassified,1,0,1
1483,car,suitcase,crossclassified,1,1,0
1480,couch,elbow,crossclassified,1,1,0
1478,cake,cornbread,crossclassified,1,1,0
1477,cake,stand,crossclassified,1,1,0
1467,saucepan,spoon,crossclassified,1,0,1
1459,bohemian,woman,crossclassified,1,0,1
1454,cat,sheet,crossclassified,1,1,0
1449,fireplace,vase,crossclassified,1,0,1
1447,fountain,vase,crossclassified,1,0,1
1436,adolescent,child,co-hyponymy,1,0,1
1532,child,outfit,crossclassified,1,1,0
1536,bag,van,crossclassified,1,0,1
1426,bridge,streets,crossclassified,1,1,0
1678,desk,stool,crossclassified,1,1,0
1651,dessert,vase,crossclassified,1,0,1
1652,pastry,vase,crossclassified,1,0,1
1666,playings,woman,crossclassified,1,0,1
1671,lamp,lantern,hypernymy.1,1,1,0
1672,lamp,sidewalk,crossclassified,1,1,0
1673,lamp,van,crossclassified,1,1,0
1684,necktie,suit,crossclassified,1,0,1
1539,pan,stirrer,crossclassified,1,1,0
1698,bridge,unicycle,crossclassified,1,1,0
1709,girl,millennial,crossclassified,1,1,0
1715,graffiti,woman,crossclassified,1,0,1
1718,cow,prop,crossclassified,1,1,0
1735,nothing,train,crossclassified,1,0,1
1738,cover,toilet,crossclassified,1,0,1
1644,curtain,naval,crossclassified,1,1,0
1631,player,skater,crossclassified,1,0,1
1629,couch,cub,crossclassified,1,1,0
1624,giraffe,trafficker,crossclassified,1,1,0
1608,donut,pasty,crossclassified,1,1,0
1603,handle,spoon,crossclassified,1,0,1
1601,frittata,pizza,co-hyponymy,1,0,1
1593,column,train,crossclassified,1,0,1
1590,greybeard,toy,crossclassified,1,0,1
1584,carpet,unknown,crossclassified,1,1,0
1583,bowl,coffee,crossclassified,1,1,0
1580,feather,woman,crossclassified,1,0,1
1573,beer,furniture,crossclassified,1,1,0
1561,mirror,stone,crossclassified,1,1,0
1558,captive,giraffe,crossclassified,1,0,1
1548,bird,vagal,crossclassified,1,1,0
1542,pan,veg,crossclassified,1,1,0
1428,bread,leaf,crossclassified,1,1,0
1422,glass,rolaids,crossclassified,1,1,0
1010,building,manor,hypernymy.1,1,1,0
1171,cub,spoon,crossclassified,1,0,1
1141,tractor,train,crossclassified,1,1,0
1142,machinery,tractor,crossclassified,1,0,1
1148,desk,person,crossclassified,1,1,0
1151,desk,dress,crossclassified,1,1,0
1156,pie,spoon,crossclassified,1,1,0
1157,bed,lounge,crossclassified,1,1,0
1186,fleece,jacket,crossclassified,1,0,1
1239,bench,tunnel,crossclassified,1,1,0
1187,chestnut,horse,hypernymy.2,1,0,1
1191,couch,standing,crossclassified,1,1,0
1198,fruit,tomato,crossclassified,1,1,0
1215,carpet,kitten,crossclassified,1,1,0
1226,bola,bus,crossclassified,1,0,1
1227,bus,light,crossclassified,1,1,0
1138,equipment,tractor,crossclassified,1,0,1
1129,boys,dugout,crossclassified,1,0,1
1106,bicycle,boat,crossclassified,1,0,1
1072,bench,slacks,crossclassified,1,1,0
1062,artist,woman,crossclassified,1,0,1
1061,dress,poor,crossclassified,1,1,0
1060,bird,doll,synonymy,1,1,0
1059,bird,costume,crossclassified,1,1,0
1057,counter,silverware,crossclassified,1,1,0
1054,counter,tininess,crossclassified,1,1,0
1051,bullet,motorcycle,crossclassified,1,0,1
1036,paste,woman,crossclassified,1,0,1
1035,knife,unify,crossclassified,1,1,0
1030,boy,sparkler,crossclassified,1,1,0
1029,bowl,seas,crossclassified,1,1,0
1016,shirt,striped,crossclassified,1,1,0
1011,building,estate,crossclassified,1,1,0
1231,sheep,tie,crossclassified,1,1,0
1242,bench,door,crossclassified,1,1,0
1418,guitar,shirt,crossclassified,1,0,1
1362,house,vase,crossclassified,1,1,0
1348,cape,sheet,crossclassified,1,1,0
1350,cape,woman,crossclassified,1,1,0
1353,cape,drape,crossclassified,1,1,0
1358,cape,robe,crossclassified,1,1,0
1360,bib,cape,crossclassified,1,0,1
1361,cape,cloak,hypernymy.2,1,1,0
1375,serf,surfer,crossclassified,1,0,1
1243,bench,shack,crossclassified,1,1,0
1386,boy,pants,crossclassified,1,1,0
1395,baby,horse,crossclassified,1,0,1
1405,curry,table,crossclassified,1,0,1
1406,base,pizza,crossclassified,1,0,1
1415,cup,floor,crossclassified,1,0,1
1416,floor,sandwich,crossclassified,1,1,0
1347,cape,poncho,co-hyponymy,1,1,0
1346,cape,frock,crossclassified,1,1,0
1343,axletree,boy,crossclassified,1,0,1
