	vg_img_id	vg_object_id	vg_obj_name	vg_domain	top_resonse_domain	url	#bbox	#other	#other_reasons	#occl
8501	2393762	469899	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2393762_469899_singleton_obj.png	0	0	[]	0
8512	965	1637926	bridge	buildings	buildings	http://object-naming-amore.upf.edu//965_1637926_singleton_obj.png	0	0	[]	0
8614	2329127	3238839	cathedral	buildings	buildings	http://object-naming-amore.upf.edu//2329127_3238839_singleton_obj.png	0	0	[]	0
8766	2417463	2762047	house	buildings	buildings	http://object-naming-amore.upf.edu//2417463_2762047_singleton_obj.png	0	0	[]	0
8777	2408991	322805	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2408991_322805_singleton_obj.png	0	0	[]	0
8795	2387524	677739	house	buildings	buildings	http://object-naming-amore.upf.edu//2387524_677739_singleton_obj.png	0	0	[]	0
8816	1592509	1610006	bridge	buildings	buildings	http://object-naming-amore.upf.edu//1592509_1610006_singleton_obj.png	0	0	[]	0
8864	2363843	2501689	tent	buildings	buildings	http://object-naming-amore.upf.edu//2363843_2501689_singleton_obj.png	0	0	[]	0
8909	2364905	758413	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2364905_758413_singleton_obj.png	0	0	[]	0
8913	2384843	1304245	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2384843_1304245_singleton_obj.png	0	0	[]	0
8964	314	1062978	house	buildings	buildings	http://object-naming-amore.upf.edu//314_1062978_singleton_obj.png	0	0	[]	0
8985	2048	1033835	house	buildings	buildings	http://object-naming-amore.upf.edu//2048_1033835_singleton_obj.png	0	0	[]	0
8990	713251	1580974	bridge	buildings	buildings	http://object-naming-amore.upf.edu//713251_1580974_singleton_obj.png	0	0	[]	0
9161	2330582	2726632	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2330582_2726632_singleton_obj.png	0	0	[]	0
9204	2396652	1196349	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2396652_1196349_singleton_obj.png	0	0	[]	0
9243	2348130	884662	house	buildings	buildings	http://object-naming-amore.upf.edu//2348130_884662_singleton_obj.png	0	0	[]	0
9256	2410302	220982	house	buildings	buildings	http://object-naming-amore.upf.edu//2410302_220982_singleton_obj.png	0	0	[]	0
9265	1878	1644914	house	buildings	buildings	http://object-naming-amore.upf.edu//1878_1644914_singleton_obj.png	0	0	[]	0
9288	2404858	375587	tent	buildings	buildings	http://object-naming-amore.upf.edu//2404858_375587_singleton_obj.png	0	0	[]	0
9325	4772	1072257	house	buildings	buildings	http://object-naming-amore.upf.edu//4772_1072257_singleton_obj.png	0	0	[]	0
9359	2362858	3748302	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2362858_3748302_singleton_obj.png	0	0	[]	0
9361	2348988	2608497	pagoda	buildings	buildings	http://object-naming-amore.upf.edu//2348988_2608497_singleton_obj.png	0	0	[]	0
9482	2383272	533896	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2383272_533896_supercat_unique.png	0	0	[]	0
9616	2389394	505095	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2389394_505095_singleton_obj.png	0	0	[]	0
9634	2364508	2592371	castle	buildings	buildings	http://object-naming-amore.upf.edu//2364508_2592371_singleton_obj.png	0	0	[]	0
9662	2341059	3657194	house	buildings	buildings	http://object-naming-amore.upf.edu//2341059_3657194_singleton_obj.png	0	0	[]	0
9686	2354709	3776440	house	buildings	buildings	http://object-naming-amore.upf.edu//2354709_3776440_singleton_obj.png	0	0	[]	0
9711	311	1621956	house	buildings	buildings	http://object-naming-amore.upf.edu//311_1621956_singleton_obj.png	0	0	[]	0
9763	1592608	2935279	house	buildings	buildings	http://object-naming-amore.upf.edu//1592608_2935279_singleton_obj.png	0	0	[]	0
9772	2391301	3827185	hotel	buildings	buildings	http://object-naming-amore.upf.edu//2391301_3827185_singleton_obj.png	0	0	[]	0
9785	2380529	710234	grill	buildings	buildings	http://object-naming-amore.upf.edu//2380529_710234_supercat_unique.png	0	0	[]	0
9958	2378134	3671948	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2378134_3671948_supercat_unique.png	0	0	[]	0
10012	1876	1644885	house	buildings	buildings	http://object-naming-amore.upf.edu//1876_1644885_seed_ambiguous.png	0	0	[]	0
10060	2334905	2247778	house	buildings	buildings	http://object-naming-amore.upf.edu//2334905_2247778_supercat_unique.png	0	0	[]	0
10078	2349701	3192266	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2349701_3192266_supercat_unique.png	0	0	[]	0
10162	2394386	464611	tent	buildings	buildings	http://object-naming-amore.upf.edu//2394386_464611_singleton_obj.png	0	0	[]	0
10240	2409267	245354	house	buildings	buildings	http://object-naming-amore.upf.edu//2409267_245354_singleton_obj.png	0	0	[]	0
10270	2409825	2631326	overpass	buildings	buildings	http://object-naming-amore.upf.edu//2409825_2631326_singleton_obj.png	0	0	[]	0
10287	3141	1553154	house	buildings	buildings	http://object-naming-amore.upf.edu//3141_1553154_singleton_obj.png	0	0	[]	0
10322	4518	1560100	bridge	buildings	buildings	http://object-naming-amore.upf.edu//4518_1560100_singleton_obj.png	0	0	[]	0
10345	2362848	3527030	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2362848_3527030_supercat_unique.png	0	0	[]	0
10358	2414141	159178	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2414141_159178_singleton_obj.png	0	0	[]	0
10447	1835	3638304	house	buildings	buildings	http://object-naming-amore.upf.edu//1835_3638304_singleton_obj.png	0	0	[]	0
10456	2326380	3529364	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2326380_3529364_singleton_obj.png	0	0	[]	0
10462	2410058	227025	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2410058_227025_singleton_obj.png	0	0	[]	0
10474	2408052	269194	house	buildings	buildings	http://object-naming-amore.upf.edu//2408052_269194_singleton_obj.png	0	0	[]	0
10491	2358561	801287	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2358561_801287_singleton_obj.png	0	0	[]	0
10539	2351808	858114	house	buildings	buildings	http://object-naming-amore.upf.edu//2351808_858114_singleton_obj.png	0	0	[]	0
10695	2414366	321299	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2414366_321299_singleton_obj.png	0	0	[]	0
10810	2368836	2373952	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2368836_2373952_seed_ambiguous.png	0	0	[]	0
10899	3937	1059778	house	buildings	buildings	http://object-naming-amore.upf.edu//3937_1059778_singleton_obj.png	0	0	[]	0
10918	2395420	454714	tent	buildings	buildings	http://object-naming-amore.upf.edu//2395420_454714_singleton_obj.png	0	0	[]	0
10973	2389581	1259265	overpass	buildings	buildings	http://object-naming-amore.upf.edu//2389581_1259265_singleton_obj.png	0	0	[]	0
10982	2358632	800633	house	buildings	buildings	http://object-naming-amore.upf.edu//2358632_800633_singleton_obj.png	0	0	[]	0
11017	2316381	2968252	house	buildings	buildings	http://object-naming-amore.upf.edu//2316381_2968252_singleton_obj.png	0	0	[]	0
11049	2388459	1268748	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2388459_1268748_singleton_obj.png	0	0	[]	0
11082	2373283	2584038	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2373283_2584038_supercat_unique.png	0	0	[]	0
11200	2393146	1222592	housing	buildings	buildings	http://object-naming-amore.upf.edu//2393146_1222592_supercat_unique.png	0	0	[]	0
11354	1846	1628817	house	buildings	buildings	http://object-naming-amore.upf.edu//1846_1628817_singleton_obj.png	0	0	[]	0
11370	2351489	860483	house	buildings	buildings	http://object-naming-amore.upf.edu//2351489_860483_supercat_unique.png	0	0	[]	0
11405	1405	3788709	house	buildings	buildings	http://object-naming-amore.upf.edu//1405_3788709_singleton_obj.png	0	0	[]	0
11730	2413260	3472430	house	buildings	buildings	http://object-naming-amore.upf.edu//2413260_3472430_singleton_obj.png	0	0	[]	0
11858	2402887	1130377	apartment	buildings	buildings	http://object-naming-amore.upf.edu//2402887_1130377_singleton_obj.png	0	0	[]	0
11939	2317752	1017727	house	buildings	buildings	http://object-naming-amore.upf.edu//2317752_1017727_singleton_obj.png	0	0	[]	0
11959	883	1637742	bridge	buildings	buildings	http://object-naming-amore.upf.edu//883_1637742_singleton_obj.png	0	0	[]	0
11962	2376892	1882478	house	buildings	buildings	http://object-naming-amore.upf.edu//2376892_1882478_singleton_obj.png	0	0	[]	0
11981	2403319	1125904	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2403319_1125904_singleton_obj.png	0	0	[]	0
12132	2374684	3848816	abbey	buildings	buildings	http://object-naming-amore.upf.edu//2374684_3848816_singleton_obj.png	0	0	[]	0
12216	4724	1562066	house	buildings	buildings	http://object-naming-amore.upf.edu//4724_1562066_singleton_obj.png	0	0	[]	0
12330	2374682	725470	overpass	buildings	buildings	http://object-naming-amore.upf.edu//2374682_725470_singleton_obj.png	0	0	[]	0
12349	2087	3639722	house	buildings	buildings	http://object-naming-amore.upf.edu//2087_3639722_singleton_obj.png	0	0	[]	0
12372	2324196	3503063	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2324196_3503063_singleton_obj.png	0	0	[]	0
12382	2355496	2531737	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2355496_2531737_singleton_obj.png	0	0	[]	0
12463	2377269	1661165	garage	buildings	buildings	http://object-naming-amore.upf.edu//2377269_1661165_singleton_obj.png	0	0	[]	0
12693	2374235	2488719	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2374235_2488719_seed_ambiguous.png	0	0	[]	0
12737	2345823	2349358	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2345823_2349358_supercat_unique.png	0	0	[]	0
12801	2354896	2582712	tent	buildings	buildings	http://object-naming-amore.upf.edu//2354896_2582712_supercat_unique.png	0	0	[]	0
12914	2335728	2550545	house	buildings	buildings	http://object-naming-amore.upf.edu//2335728_2550545_singleton_obj.png	0	0	[]	0
12955	2403337	354302	house	buildings	buildings	http://object-naming-amore.upf.edu//2403337_354302_singleton_obj.png	0	0	[]	0
12988	2404753	338370	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2404753_338370_supercat_unique.png	0	0	[]	0
13051	1769	1033266	bridge	buildings	buildings	http://object-naming-amore.upf.edu//1769_1033266_singleton_obj.png	0	0	[]	0
13149	1593009	1614836	bridge	buildings	buildings	http://object-naming-amore.upf.edu//1593009_1614836_singleton_obj.png	0	0	[]	0
13216	2384933	1303087	house	buildings	buildings	http://object-naming-amore.upf.edu//2384933_1303087_singleton_obj.png	0	0	[]	0
13495	4766	1036813	house	buildings	buildings	http://object-naming-amore.upf.edu//4766_1036813_singleton_obj.png	0	0	[]	0
13682	4755	1656823	house	buildings	buildings	http://object-naming-amore.upf.edu//4755_1656823_singleton_obj.png	0	0	[]	0
14095	2348530	881496	house	buildings	buildings	http://object-naming-amore.upf.edu//2348530_881496_singleton_obj.png	0	0	[]	0
14156	1160069	1601086	tent	buildings	buildings	http://object-naming-amore.upf.edu//1160069_1601086_supercat_unique.png	0	0	[]	0
14165	2354602	2119153	outhouse	buildings	buildings	http://object-naming-amore.upf.edu//2354602_2119153_singleton_obj.png	0	0	[]	0
14192	2348630	2555016	hotel	buildings	buildings	http://object-naming-amore.upf.edu//2348630_2555016_supercat_unique.png	0	0	[]	0
14260	2380984	2518291	hotel	buildings	buildings	http://object-naming-amore.upf.edu//2380984_2518291_singleton_obj.png	0	0	[]	0
14333	4744	1656764	house	buildings	buildings	http://object-naming-amore.upf.edu//4744_1656764_singleton_obj.png	0	0	[]	0
14358	2339995	2804309	apartment	buildings	buildings	http://object-naming-amore.upf.edu//2339995_2804309_singleton_obj.png	0	0	[]	0
14364	2341667	2006329	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2341667_2006329_singleton_obj.png	0	0	[]	0
14376	2388179	1270170	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2388179_1270170_supercat_unique.png	0	0	[]	0
14405	2357051	815436	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2357051_815436_singleton_obj.png	0	0	[]	0
14440	2403175	355858	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2403175_355858_supercat_unique.png	0	0	[]	0
14452	2367440	2358577	house	buildings	buildings	http://object-naming-amore.upf.edu//2367440_2358577_singleton_obj.png	0	0	[]	0
14541	2318833	3573343	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2318833_3573343_singleton_obj.png	0	0	[]	0
14616	2400019	412084	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2400019_412084_singleton_obj.png	0	0	[]	0
14674	2338520	953865	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2338520_953865_singleton_obj.png	0	0	[]	0
14710	2347182	2368822	castle	buildings	buildings	http://object-naming-amore.upf.edu//2347182_2368822_singleton_obj.png	0	0	[]	0
14732	2371201	599126	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2371201_599126_singleton_obj.png	0	0	[]	0
14767	2358004	3548982	restaurant	buildings	buildings	http://object-naming-amore.upf.edu//2358004_3548982_singleton_obj.png	0	0	[]	0
14785	2362393	2284973	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2362393_2284973_seed_ambiguous.png	0	0	[]	0
14798	2403889	348222	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2403889_348222_singleton_obj.png	0	0	[]	0
14904	2382560	696473	house	buildings	buildings	http://object-naming-amore.upf.edu//2382560_696473_supercat_unique.png	0	0	[]	0
14926	263	3787616	house	buildings	buildings	http://object-naming-amore.upf.edu//263_3787616_singleton_obj.png	0	0	[]	0
14939	2330405	3292526	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2330405_3292526_singleton_obj.png	0	0	[]	0
14958	2398442	425300	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2398442_425300_supercat_unique.png	0	0	[]	0
15001	2341612	2353490	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2341612_2353490_singleton_obj.png	0	0	[]	0
15083	2394810	460817	house	buildings	buildings	http://object-naming-amore.upf.edu//2394810_460817_singleton_obj.png	0	0	[]	0
15173	4180	1036068	house	buildings	buildings	http://object-naming-amore.upf.edu//4180_1036068_singleton_obj.png	0	0	[]	0
15233	2354361	2064514	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2354361_2064514_singleton_obj.png	0	0	[]	0
15270	2374359	2595934	garage	buildings	buildings	http://object-naming-amore.upf.edu//2374359_2595934_supercat_unique.png	0	0	[]	0
15287	2399893	1165023	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2399893_1165023_supercat_unique.png	0	0	[]	0
15323	2333718	3424059	house	buildings	buildings	http://object-naming-amore.upf.edu//2333718_3424059_singleton_obj.png	0	0	[]	0
15337	2413350	175188	garage	buildings	buildings	http://object-naming-amore.upf.edu//2413350_175188_singleton_obj.png	0	0	[]	0
15414	2359865	2108562	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2359865_2108562_singleton_obj.png	0	0	[]	0
15439	2414197	157970	house	buildings	buildings	http://object-naming-amore.upf.edu//2414197_157970_supercat_unique.png	0	0	[]	0
15458	2352414	854265	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2352414_854265_singleton_obj.png	0	0	[]	0
15472	2377358	2670259	house	buildings	buildings	http://object-naming-amore.upf.edu//2377358_2670259_singleton_obj.png	0	0	[]	0
15487	2369027	1791290	garage	buildings	buildings	http://object-naming-amore.upf.edu//2369027_1791290_singleton_obj.png	0	0	[]	0
15524	2389027	1264691	house	buildings	buildings	http://object-naming-amore.upf.edu//2389027_1264691_singleton_obj.png	0	0	[]	0
15540	2354618	837056	garage	buildings	buildings	http://object-naming-amore.upf.edu//2354618_837056_singleton_obj.png	0	0	[]	0
15589	2360171	1814675	house	buildings	buildings	http://object-naming-amore.upf.edu//2360171_1814675_singleton_obj.png	0	0	[]	0
15671	1333	1066920	house	buildings	buildings	http://object-naming-amore.upf.edu//1333_1066920_singleton_obj.png	0	0	[]	0
15696	2386055	3845234	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2386055_3845234_singleton_obj.png	0	0	[]	0
15713	2323401	3301611	house	buildings	buildings	http://object-naming-amore.upf.edu//2323401_3301611_singleton_obj.png	0	0	[]	0
15759	2343182	926467	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2343182_926467_singleton_obj.png	0	0	[]	0
15804	2338468	3435421	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2338468_3435421_supercat_unique.png	0	0	[]	0
15822	2329307	3002832	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2329307_3002832_supercat_unique.png	0	0	[]	0
15869	2382615	1327512	house	buildings	buildings	http://object-naming-amore.upf.edu//2382615_1327512_supercat_unique.png	0	0	[]	0
15873	2346444	2498643	house	buildings	buildings	http://object-naming-amore.upf.edu//2346444_2498643_supercat_unique.png	0	0	[]	0
15927	2415892	2716661	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2415892_2716661_singleton_obj.png	0	0	[]	0
15990	2406610	1101064	house	buildings	buildings	http://object-naming-amore.upf.edu//2406610_1101064_singleton_obj.png	0	0	[]	0
16018	2323494	3414693	grill	buildings	buildings	http://object-naming-amore.upf.edu//2323494_3414693_singleton_obj.png	0	0	[]	0
16044	2340987	2644227	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2340987_2644227_seed_ambiguous.png	0	0	[]	0
16083	2378751	1365246	house	buildings	buildings	http://object-naming-amore.upf.edu//2378751_1365246_singleton_obj.png	0	0	[]	0
16094	2415814	2852392	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2415814_2852392_singleton_obj.png	0	0	[]	0
16145	2358999	1860040	house	buildings	buildings	http://object-naming-amore.upf.edu//2358999_1860040_supercat_unique.png	0	0	[]	0
16153	2415272	142792	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2415272_142792_singleton_obj.png	0	0	[]	0
16166	2359993	790163	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2359993_790163_singleton_obj.png	0	0	[]	0
16184	2377450	2666653	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2377450_2666653_singleton_obj.png	0	0	[]	0
16204	2410490	1086845	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2410490_1086845_singleton_obj.png	0	0	[]	0
16237	4120	1035985	bridge	buildings	buildings	http://object-naming-amore.upf.edu//4120_1035985_singleton_obj.png	0	0	[]	0
16373	2399857	413236	house	buildings	buildings	http://object-naming-amore.upf.edu//2399857_413236_singleton_obj.png	0	0	[]	0
16392	2386725	517097	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2386725_517097_singleton_obj.png	0	0	[]	0
16403	2334046	3371490	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2334046_3371490_singleton_obj.png	0	0	[]	0
16432	2375502	2249297	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2375502_2249297_singleton_obj.png	0	0	[]	0
16447	2371229	3523352	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2371229_3523352_singleton_obj.png	0	0	[]	0
16490	2402734	387049	building	buildings	buildings	http://object-naming-amore.upf.edu//2402734_387049_singleton_obj.png	0	0	[]	0
16506	2402429	1136326	house	buildings	buildings	http://object-naming-amore.upf.edu//2402429_1136326_supercat_unique.png	0	0	[]	0
16512	2373657	588259	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2373657_588259_supercat_unique.png	0	0	[]	0
16520	2338415	3229864	house	buildings	buildings	http://object-naming-amore.upf.edu//2338415_3229864_singleton_obj.png	0	0	[]	0
16532	2376697	2571452	apartment	buildings	buildings	http://object-naming-amore.upf.edu//2376697_2571452_singleton_obj.png	0	0	[]	0
16566	2416536	2790071	house	buildings	buildings	http://object-naming-amore.upf.edu//2416536_2790071_singleton_obj.png	0	0	[]	0
16571	2331696	3092627	house	buildings	buildings	http://object-naming-amore.upf.edu//2331696_3092627_singleton_obj.png	0	0	[]	0
16605	2404511	655956	house	buildings	buildings	http://object-naming-amore.upf.edu//2404511_655956_singleton_obj.png	0	0	[]	0
16626	1159725	1596875	house	buildings	buildings	http://object-naming-amore.upf.edu//1159725_1596875_singleton_obj.png	0	0	[]	0
16633	1409	3570491	house	buildings	buildings	http://object-naming-amore.upf.edu//1409_3570491_singleton_obj.png	0	0	[]	0
16642	291	1026826	house	buildings	buildings	http://object-naming-amore.upf.edu//291_1026826_singleton_obj.png	0	0	[]	0
16657	2407410	1097720	house	buildings	buildings	http://object-naming-amore.upf.edu//2407410_1097720_singleton_obj.png	0	0	[]	0
16701	2402194	391901	house	buildings	buildings	http://object-naming-amore.upf.edu//2402194_391901_singleton_obj.png	0	0	[]	0
16800	2406392	369321	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2406392_369321_singleton_obj.png	0	0	[]	0
16832	2405400	332361	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2405400_332361_singleton_obj.png	0	0	[]	0
16872	2356547	819481	house	buildings	buildings	http://object-naming-amore.upf.edu//2356547_819481_singleton_obj.png	0	0	[]	0
16899	2395179	457156	restaurant	buildings	buildings	http://object-naming-amore.upf.edu//2395179_457156_singleton_obj.png	0	0	[]	0
16944	2468	3716890	house	buildings	buildings	http://object-naming-amore.upf.edu//2468_3716890_singleton_obj.png	0	0	[]	0
16975	2378044	562462	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2378044_562462_singleton_obj.png	0	0	[]	0
17061	2321556	2805753	house	buildings	buildings	http://object-naming-amore.upf.edu//2321556_2805753_singleton_obj.png	0	0	[]	0
17252	2370165	1751261	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2370165_1751261_singleton_obj.png	0	0	[]	0
17431	2342162	3345845	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2342162_3345845_singleton_obj.png	0	0	[]	0
17473	2388174	675137	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2388174_675137_singleton_obj.png	0	0	[]	0
17504	2392185	1233061	house	buildings	buildings	http://object-naming-amore.upf.edu//2392185_1233061_singleton_obj.png	0	0	[]	0
17578	2336736	2290976	cafe	buildings	buildings	http://object-naming-amore.upf.edu//2336736_2290976_supercat_unique.png	0	0	[]	0
17760	2358875	1847827	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2358875_1847827_singleton_obj.png	0	0	[]	0
17845	2391235	490546	house	buildings	buildings	http://object-naming-amore.upf.edu//2391235_490546_singleton_obj.png	0	0	[]	0
17874	2408111	267907	house	buildings	buildings	http://object-naming-amore.upf.edu//2408111_267907_singleton_obj.png	0	0	[]	0
18119	2362531	2218539	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2362531_2218539_singleton_obj.png	0	0	[]	0
18128	2358303	2117513	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2358303_2117513_singleton_obj.png	0	0	[]	0
18156	2359050	796614	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2359050_796614_supercat_unique.png	0	0	[]	0
18199	2317793	2997206	grill	buildings	buildings	http://object-naming-amore.upf.edu//2317793_2997206_singleton_obj.png	0	0	[]	0
18205	2409735	234877	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2409735_234877_singleton_obj.png	0	0	[]	0
18225	2340157	2087192	house	buildings	buildings	http://object-naming-amore.upf.edu//2340157_2087192_singleton_obj.png	0	0	[]	0
18272	2341864	939258	restaurant	buildings	buildings	http://object-naming-amore.upf.edu//2341864_939258_singleton_obj.png	0	0	[]	0
18346	308	1026902	bridge	buildings	buildings	http://object-naming-amore.upf.edu//308_1026902_singleton_obj.png	0	0	[]	0
18361	2414920	149379	house	buildings	buildings	http://object-naming-amore.upf.edu//2414920_149379_singleton_obj.png	0	0	[]	0
18386	2407851	272483	house	buildings	buildings	http://object-naming-amore.upf.edu//2407851_272483_singleton_obj.png	0	0	[]	0
18419	1592847	1613486	house	buildings	buildings	http://object-naming-amore.upf.edu//1592847_1613486_singleton_obj.png	0	0	[]	0
18435	2365337	1767390	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2365337_1767390_supercat_unique.png	0	0	[]	0
18459	2357031	815592	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2357031_815592_singleton_obj.png	0	0	[]	0
18462	782	1059153	house	buildings	buildings	http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png	0	0	[]	0
18526	2338701	953359	house	buildings	buildings	http://object-naming-amore.upf.edu//2338701_953359_singleton_obj.png	0	0	[]	0
18541	2328239	978401	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2328239_978401_singleton_obj.png	0	0	[]	0
18609	2370952	1993792	house	buildings	buildings	http://object-naming-amore.upf.edu//2370952_1993792_seed_ambiguous.png	0	0	[]	0
18691	2371316	3522673	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2371316_3522673_supercat_unique.png	0	0	[]	0
18725	4257	3585092	house	buildings	buildings	http://object-naming-amore.upf.edu//4257_3585092_singleton_obj.png	0	0	[]	0
18752	2367115	1662978	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2367115_1662978_singleton_obj.png	0	0	[]	0
18791	2347784	3365269	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2347784_3365269_singleton_obj.png	0	0	[]	0
18879	2320381	3619810	house	buildings	buildings	http://object-naming-amore.upf.edu//2320381_3619810_singleton_obj.png	0	0	[]	0
18899	2411122	1082528	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2411122_1082528_singleton_obj.png	0	0	[]	0
18917	2363842	2563217	house	buildings	buildings	http://object-naming-amore.upf.edu//2363842_2563217_singleton_obj.png	0	0	[]	0
18957	1074	3634844	house	buildings	buildings	http://object-naming-amore.upf.edu//1074_3634844_singleton_obj.png	0	0	[]	0
18965	2387163	1278718	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2387163_1278718_singleton_obj.png	0	0	[]	0
19014	2390705	1247907	house	buildings	buildings	http://object-naming-amore.upf.edu//2390705_1247907_singleton_obj.png	0	0	[]	0
19044	2404982	1111441	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2404982_1111441_singleton_obj.png	0	0	[]	0
19192	2408398	1093475	dugout	buildings	buildings	http://object-naming-amore.upf.edu//2408398_1093475_singleton_obj.png	0	0	[]	0
19279	2378984	1362335	house	buildings	buildings	http://object-naming-amore.upf.edu//2378984_1362335_supercat_unique.png	0	0	[]	0
19363	479	3716357	house	buildings	buildings	http://object-naming-amore.upf.edu//479_3716357_singleton_obj.png	0	0	[]	0
19419	2319290	2843611	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2319290_2843611_singleton_obj.png	0	0	[]	0
19499	2400589	407664	chapel	buildings	buildings	http://object-naming-amore.upf.edu//2400589_407664_singleton_obj.png	0	0	[]	0
19669	2345819	3308606	tent	buildings	buildings	http://object-naming-amore.upf.edu//2345819_3308606_supercat_unique.png	0	0	[]	0
19681	2378094	562046	restaurant	buildings	buildings	http://object-naming-amore.upf.edu//2378094_562046_singleton_obj.png	0	0	[]	0
19761	2342734	2054530	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2342734_2054530_singleton_obj.png	0	0	[]	0
19781	2361278	2567296	shed	buildings	buildings	http://object-naming-amore.upf.edu//2361278_2567296_singleton_obj.png	0	0	[]	0
19796	2382110	1330936	bridge	buildings	buildings	http://object-naming-amore.upf.edu//2382110_1330936_singleton_obj.png	0	0	[]	0
19830	2332366	3095904	house	buildings	buildings	http://object-naming-amore.upf.edu//2332366_3095904_singleton_obj.png	0	0	[]	0
19849	716	2988628	house	buildings	buildings	http://object-naming-amore.upf.edu//716_2988628_supercat_unique.png	0	0	[]	0
19860	2366392	628661	tent	buildings	buildings	http://object-naming-amore.upf.edu//2366392_628661_seed_ambiguous.png	0	0	[]	0
19908	2336505	2265110	house	buildings	buildings	http://object-naming-amore.upf.edu//2336505_2265110_singleton_obj.png	0	0	[]	0
