,index,image,object,name,correct1,correct2,correct3,image_url,control_type,rating,type,same_color,reliable1,reliable2,control_type_trimmed
481,481,2390152,499973,pan,,,,http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok']]",False,False,
482,482,2390152,499973,salad,,,1.0,http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png,,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'visual']","[['food', 'salad'], ['food', 'salad'], ['food', 'salad'], ['food', 'salad']]",False,False,
483,483,2390152,499973,steam,1.0,,,http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png,alternative,"[1, 1, 2, 1]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['steam'], ['steam'], ['steam'], ['steam']]",True,False,alternative
484,484,2390152,499973,wok,,,,http://object-naming-amore.upf.edu//2390152_499973_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok'], ['pan', 'bowl', 'frying pan', 'wok']]",False,False,
485,485,2390965,1245423,biscuit,0.25,0.75,,http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png,random,"[2, 2, 2, 2]","['bounding box', 'other', 'bounding box', 'bounding box']","[['biscuit'], ['biscuit', 'plate'], ['biscuit'], ['biscuit']]",False,True,random
486,486,2390965,1245423,girl,,,,http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'woman'], ['girl', 'woman'], ['girl', 'woman'], ['girl', 'woman']]",False,False,
487,487,2390965,1245423,plate,,,1.0,http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png,,"[2, 2, 2, 2]","['bounding box', 'other', 'bounding box', 'bounding box']","[['plate'], ['biscuit', 'plate'], ['plate'], ['plate']]",False,False,
488,488,2390965,1245423,woman,,,,http://object-naming-amore.upf.edu//2390965_1245423_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['girl', 'woman'], ['girl', 'woman'], ['girl', 'woman'], ['girl', 'woman']]",False,False,
489,489,2392444,668056,lamp,0.75,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,vg_majority,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",True,False,vg_majority
490,490,2392444,668056,lamp post,,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",False,False,
491,491,2392444,668056,light,,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",False,False,
492,492,2392444,668056,lmap post,0.75,1.0,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,typo-lamp post,"[1, 0, 1, 1]","['linguistic', nan, 'linguistic', 'linguistic']","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",True,True,typo
493,493,2392444,668056,street light,,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",False,False,
494,494,2392444,668056,streetlamp,,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",False,False,
495,495,2392444,668056,tree,,,,http://object-naming-amore.upf.edu//2392444_668056_singleton_obj.png,,"[2, 2, 2, 1]","['visual', 'visual', 'visual', 'visual']","[['tree'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post'], ['tree'], ['tree', 'lamp post', 'street light', 'lamp', 'streetlamp', 'light', 'lmap post']]",False,False,
496,496,2393419,1220121,building,,,,http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['porch', 'house', 'building'], ['porch', 'house', 'stairs', 'building']]",False,False,
497,497,2393419,1220121,house,1.0,,,http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['house', 'building'], ['house', 'building'], ['porch', 'house', 'building'], ['porch', 'house', 'stairs', 'building']]",True,False,vg_majority
498,498,2393419,1220121,porch,,,,http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['porch'], ['porch'], ['porch', 'house', 'building'], ['porch', 'house', 'stairs', 'building']]",False,False,
499,499,2393419,1220121,stairs,,,0.5,http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png,,"[1, 0, 2, 2]","['bounding box', nan, 'bounding box', 'bounding box']","[['stairs'], ['stairs'], ['stairs'], ['porch', 'house', 'stairs', 'building']]",False,False,
500,500,2393419,1220121,tricks,0.75,1.0,,http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png,random,"[2, 2, 2, 2]","['other', 'other', 'linguistic', 'other']","[['tricks'], ['tricks'], ['tricks'], ['tricks']]",True,True,random
501,501,2394267,1212874,breakfast sandwich,,,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'sanddwich', 'sandwich', 'breakfast sandwich']]",False,False,
502,502,2394267,1212874,burger,,,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,,"[1, 0, 1, 1]","['visual', nan, 'visual', 'visual']","[['burger'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'sanddwich', 'sandwich', 'breakfast sandwich']]",False,False,
503,503,2394267,1212874,food,,,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['food'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'sanddwich', 'sandwich', 'breakfast sandwich']]",False,False,
504,504,2394267,1212874,muffin,,,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,,"[1, 2, 0, 1]","['visual', 'linguistic', nan, 'bounding box']","[['muffin'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['muffin']]",False,False,
505,505,2394267,1212874,sanddwich,0.75,1.0,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,typo-sandwich,"[1, 0, 1, 1]","['linguistic', nan, 'linguistic', 'linguistic']","[['sanddwich', 'sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'sanddwich', 'sandwich', 'breakfast sandwich']]",True,True,typo
506,506,2394267,1212874,sandwich,,,,http://object-naming-amore.upf.edu//2394267_1212874_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['sanddwich', 'sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'muffin', 'sanddwich', 'sandwich', 'breakfast sandwich'], ['burger', 'food', 'sanddwich', 'sandwich', 'breakfast sandwich']]",False,False,
507,507,2396724,1195691,bar,,,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'bar']]",False,False,
508,508,2396724,1195691,building,,,0.0,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,,"[0, 0, 2, 1]","[nan, nan, 'bounding box', 'other']","[['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['store', 'store front', 'restaurant', 'building', 'bar'], ['building']]",False,False,
509,509,2396724,1195691,orange,1.0,1.0,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,alternative,"[2, 2, 2, 2]","['other', 'other', 'bounding box', 'other']","[['orange'], ['orange'], ['orange'], ['orange']]",True,True,alternative
510,510,2396724,1195691,restaurant,0.75,,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,vg_majority,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'bar']]",True,False,vg_majority
511,511,2396724,1195691,store,,,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'bar']]",False,False,
512,512,2396724,1195691,store front,,,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'visual', nan]","[['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['store', 'store front', 'restaurant', 'building', 'bar'], ['store', 'store front', 'restaurant', 'bar']]",False,False,
513,513,2396724,1195691,window,,,,http://object-naming-amore.upf.edu//2396724_1195691_singleton_obj.png,,"[1, 0, 1, 1]","['visual', nan, 'visual', 'visual']","[['window'], ['store', 'store front', 'restaurant', 'building', 'bar', 'window'], ['window'], ['window']]",False,False,
514,514,2397028,1193404,food,,,,http://object-naming-amore.upf.edu//2397028_1193404_supercat_ambiguous.png,,"[1, 0, 0, 0]","['bounding box', nan, nan, nan]","[['pizza', 'food'], ['food'], ['sauce', 'saude', 'food'], ['pizza', 'food']]",False,False,
515,515,2397028,1193404,pizza,,,1.0,http://object-naming-amore.upf.edu//2397028_1193404_supercat_ambiguous.png,,"[1, 0, 2, 1]","['bounding box', nan, 'bounding box', 'bounding box']","[['pizza', 'food'], ['pizza'], ['pizza'], ['pizza', 'food']]",False,False,
516,516,2397028,1193404,sauce,,,,http://object-naming-amore.upf.edu//2397028_1193404_supercat_ambiguous.png,,"[0, 1, 0, 0]","[nan, 'visual', nan, nan]","[['sauce', 'saude'], ['sauce', 'saude'], ['sauce', 'saude', 'food'], ['sauce', 'saude']]",False,False,
517,517,2397028,1193404,saude,1.0,1.0,,http://object-naming-amore.upf.edu//2397028_1193404_supercat_ambiguous.png,typo-sauce,"[1, 2, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['sauce', 'saude'], ['sauce', 'saude'], ['sauce', 'saude', 'food'], ['sauce', 'saude']]",True,True,typo
518,518,2397454,434022,couch,1.0,,,http://object-naming-amore.upf.edu//2397454_434022_supercat_unique.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['couch', 'sofa'], ['couch', 'sofa'], ['couch'], ['couch', 'sofa']]",True,False,vg_majority
519,519,2397454,434022,laptop,,,1.0,http://object-naming-amore.upf.edu//2397454_434022_supercat_unique.png,,"[0, 2, 0, 2]","[nan, 'bounding box', nan, 'bounding box']","[['laptop'], ['laptop'], ['laptop'], ['styrup', 'laptop']]",False,False,
520,520,2397454,434022,sofa,1.0,0.75,,http://object-naming-amore.upf.edu//2397454_434022_supercat_unique.png,syn-couch,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['couch', 'sofa'], ['couch', 'sofa'], ['sofa'], ['couch', 'sofa']]",True,True,syn
521,521,2397454,434022,styrup,0.75,0.75,,http://object-naming-amore.upf.edu//2397454_434022_supercat_unique.png,random,"[2, 2, 1, 2]","['other', 'other', 'other', 'linguistic']","[['styrup'], ['styrup'], ['styrup'], ['styrup', 'laptop']]",True,True,random
522,522,2398331,426314,brunch,0.5,0.25,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,random,"[1, 0, 2, 2]","['visual', nan, 'other', 'other']","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['brunch']]",True,False,random
523,523,2398331,426314,cookie,0.5,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,vg_majority,"[1, 0, 0, 1]","['visual', nan, nan, 'other']","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'icecream sandwhich']]",True,False,vg_majority
524,524,2398331,426314,dessert,,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,,"[0, 0, 2, 0]","[nan, nan, 'other', nan]","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'icecream sandwhich']]",False,False,
525,525,2398331,426314,food,,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'icecream sandwhich']]",False,False,
526,526,2398331,426314,ice cream sandwich,,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'icecream sandwhich']]",False,False,
527,527,2398331,426314,icecream sandwhich,,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,,"[0, 0, 1, 0]","[nan, nan, 'linguistic', nan]","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'icecream sandwhich']]",False,False,
528,528,2398331,426314,sandwich,,,,http://object-naming-amore.upf.edu//2398331_426314_singleton_obj.png,,"[0, 0, 1, 1]","[nan, nan, 'visual', 'linguistic']","[['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['cookie', 'ice cream sandwich', 'food', 'dessert', 'sandwich', 'brunch', 'icecream sandwhich'], ['sandwich']]",False,False,
529,529,2398907,2901496,baseball player,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'baseball player'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
530,530,2398907,2901496,batter,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['batter'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
531,531,2398907,2901496,boy,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['boy', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
532,532,2398907,2901496,child,1.0,0.75,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,syn-kid,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['child'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",True,True,syn
533,533,2398907,2901496,dress,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[2, 2, 2, 2]","['other', 'other', 'visual', 'visual']","[['dress'], ['dress'], ['dress'], ['dress']]",False,False,
534,534,2398907,2901496,helmet,,,1.0,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[1, 2, 2, 2]","['bounding box', 'visual', 'bounding box', 'bounding box']","[['helmet'], ['helmet'], ['helmet'], ['helmet']]",False,False,
535,535,2398907,2901496,kid,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['boy', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
536,536,2398907,2901496,man,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[1, 1, 1, 0]","['visual', 'visual', 'visual', nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['man'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
537,537,2398907,2901496,player,,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'baseball player'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid'], ['player', 'batter', 'child', 'boy', 'man', 'baseball player', 'kid']]",False,False,
538,538,2398907,2901496,tree,1.0,,,http://object-naming-amore.upf.edu//2398907_2901496_singleton_obj.png,alternative,"[1, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tree'], ['tree'], ['tree'], ['tree']]",True,False,alternative
539,539,2400773,1155197,bird,,,,http://object-naming-amore.upf.edu//2400773_1155197_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan']]",False,False,
540,540,2400773,1155197,brid,1.0,1.0,,http://object-naming-amore.upf.edu//2400773_1155197_seed_ambiguous.png,typo-bird,"[1, 1, 1, 1]","['linguistic', 'linguistic', 'linguistic', 'linguistic']","[['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan']]",True,True,typo
541,541,2400773,1155197,duck,,,,http://object-naming-amore.upf.edu//2400773_1155197_seed_ambiguous.png,,"[1, 1, 1, 1]","['visual', 'visual', 'visual', 'visual']","[['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan']]",False,False,
542,542,2400773,1155197,goose,,,,http://object-naming-amore.upf.edu//2400773_1155197_seed_ambiguous.png,,"[1, 1, 1, 2]","['visual', 'visual', 'visual', 'visual']","[['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan']]",False,False,
543,543,2400773,1155197,swan,,,,http://object-naming-amore.upf.edu//2400773_1155197_seed_ambiguous.png,,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan'], ['duck', 'bird', 'brid', 'goose', 'swan']]",False,False,
544,544,2401100,1151631,bridge,1.0,,,http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['bridge', 'fence'], ['bridge', 'fence'], ['bridge'], ['bridge']]",True,False,vg_majority
545,545,2401100,1151631,fence,,,,http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png,,"[1, 0, 1, 2]","['bounding box', nan, 'bounding box', 'linguistic']","[['bridge', 'fence'], ['bridge', 'fence'], ['fence'], ['fence']]",False,False,
546,546,2401100,1151631,rooster,1.0,1.0,,http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png,random,"[2, 2, 2, 2]","['other', 'other', 'other', 'other']","[['rooster'], ['rooster'], ['rooster'], ['rooster']]",True,True,random
547,547,2401100,1151631,tree,,,1.0,http://object-naming-amore.upf.edu//2401100_1151631_singleton_obj.png,,"[1, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['tree'], ['tree'], ['tree'], ['tree']]",False,False,
548,548,2402540,388741,finger,1.0,1.0,,http://object-naming-amore.upf.edu//2402540_388741_singleton_obj.png,alternative,"[2, 2, 2, 2]","['bounding box', 'bounding box', 'bounding box', 'bounding box']","[['finger'], ['finger'], ['finger'], ['finger']]",True,True,alternative
549,549,2402540,388741,lamb,,,,http://object-naming-amore.upf.edu//2402540_388741_singleton_obj.png,,"[1, 0, 0, 0]","['visual', nan, nan, nan]","[['sheep', 'lamb'], ['sheep', 'lamb'], ['sheep', 'lamb'], ['sheep', 'lamb']]",False,False,
550,550,2402540,388741,sheep,1.0,,,http://object-naming-amore.upf.edu//2402540_388741_singleton_obj.png,vg_majority,"[0, 0, 0, 0]","[nan, nan, nan, nan]","[['sheep', 'lamb'], ['sheep', 'lamb'], ['sheep', 'lamb'], ['sheep', 'lamb']]",True,False,vg_majority
551,551,2404559,3814915,animal,,,,http://object-naming-amore.upf.edu//2404559_3814915_singleton_obj.png,,"[0, 1, 0, 0]","[nan, 'bounding box', nan, nan]","[['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo']]",False,False,
552,552,2404559,3814915,bison,,,,http://object-naming-amore.upf.edu//2404559_3814915_singleton_obj.png,,"[1, 1, 0, 1]","['visual', 'linguistic', nan, 'visual']","[['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo']]",False,False,
553,553,2404559,3814915,buffalo,,,,http://object-naming-amore.upf.edu//2404559_3814915_singleton_obj.png,,"[1, 1, 0, 1]","['visual', 'linguistic', nan, 'visual']","[['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo'], ['cow', 'animal', 'yak', 'bull', 'bufffalo', 'bison', 'buffalo']]",False,False,
