items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2358455_802580_singleton_obj.png', ['boy', 'shorts', 'man', 'person']], ['http://object-naming-amore.upf.edu//1472_3177392_seed_ambiguous.png', ['sedan', 'vehicoe', 'car', 'vehicle']], ['http://object-naming-amore.upf.edu//2343403_2206761_supercat_unique.png', ['pastry', 'donut', 'pstry', 'food']], ['http://object-naming-amore.upf.edu//2323501_2890957_singleton_obj.png', ['grass', 'man', 'person', 'guy', 't-shirt']], ['http://object-naming-amore.upf.edu//2330702_3100446_supercat_unique.png', ['person', 'man', 'girl', 'woman', 'shirt', 'suspenders']], ['http://object-naming-amore.upf.edu//2392848_1225313_singleton_obj.png', ['shoe', 'laces', 'skateboarder', 'person', 'skateboard', 'skater', 'man', 'legs', 'boy']]]","['7b2273686f727473223a20227365726966227d', '7b2276656869636f65223a202273616e732d76656869636c65227d', '7b227073747279223a202273616e732d706173747279227d', '7b226772617373223a20227365726966227d', '7b2273757370656e64657273223a20227365726966227d', '7b226c61636573223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_41___../1_pre-pilot/verification_round0_amt.csv_16,2
"[['http://object-naming-amore.upf.edu//2374963_724260_supercat_ambiguous.png', ['wheel', 'arplane', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2354885_2543658_supercat_unique.png', ['motorbike', 'motorbke', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2357737_3551441_supercat_unique.png', ['jacket', 'suit', 'tie', 'tree', 'suit jacket']], ['http://object-naming-amore.upf.edu//2386512_3844451_seed_ambiguous.png', ['candles', 'bike', 'scooter', 'motorbike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2412876_2736618_singleton_obj.png', ['skateboarder', 'pontiac', 'skater', 'boy', 'child', 'shoe']], ['http://object-naming-amore.upf.edu//2362030_2615851_singleton_obj.png', ['tennis player', 'man', 'ball', 'tawel', 'person', 't-shirt', 'player', 'guy']]]","['7b226172706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226d6f746f72626b65223a202273616e732d6d6f746f7262696b65222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b2274726565223a20227365726966227d', '7b2263616e646c6573223a2022636f7572696572222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b22706f6e74696163223a2022636f7572696572227d', '7b22746177656c223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_42___../1_pre-pilot/verification_round0_amt.csv_162,2
"[['http://object-naming-amore.upf.edu//2335334_2968409_singleton_obj.png', ['jet', 'ladder', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2354413_838656_seed_ambiguous.png', ['desk', 'dresser', 'table', 'dresesr']], ['http://object-naming-amore.upf.edu//2415112_145776_singleton_obj.png', ['button', 'dress', 'person', 'woman', 'girl']], ['http://object-naming-amore.upf.edu//2384106_528407_singleton_obj.png', ['mat', 'reeses', 'rug', 'bed', 'suitcase']], ['http://object-naming-amore.upf.edu//1592299_1608408_singleton_obj.png', ['scooter', 'furniture', 'cupboard', 'bookcase', 'shelf', 'cabinet']], ['http://object-naming-amore.upf.edu//2331371_3065243_supercat_unique.png', ['guy', 'man', 'tennis player', 'person', 'boy', 't-shirt', 'player', 'stem']]]","['7b226c6164646572223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2264726573657372223a202273616e732d64726573736572227d', '7b22627574746f6e223a20227365726966227d', '7b22726565736573223a2022636f7572696572227d', '7b2273636f6f746572223a2022636f7572696572227d', '7b227374656d223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_43___../1_pre-pilot/verification_round0_amt.csv_164,2
"[['http://object-naming-amore.upf.edu//2334772_964363_singleton_obj.png', ['armchair', 'chair', 'laptop', 'couch']], ['http://object-naming-amore.upf.edu//2374718_3130772_supercat_unique.png', ['t-shirt', 'sofa', 'couch', 'cup']], ['http://object-naming-amore.upf.edu//2362094_2128932_singleton_obj.png', ['toilet bowl', 'dryer', 'toilte', 'toilet', 'bowl']], ['http://object-naming-amore.upf.edu//2362067_3752076_supercat_ambiguous.png', ['topings', 'vegetable', 'toppings', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2393628_1218276_supercat_ambiguous.png', ['girl', 'appron', 'person', 'woman', 'surfer', 'dress']], ['http://object-naming-amore.upf.edu//2374290_3849554_singleton_obj.png', ['player', 'lady', 'athlete', 'bat', 'tennis player', 'girl', 'woman', 'wmoan']]]","['7b226c6170746f70223a20227365726966227d', '7b22637570223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b22746f696c7465223a202273616e732d746f696c6574227d', '7b22746f70696e6773223a202273616e732d746f7070696e6773227d', '7b22617070726f6e223a2022636f7572696572227d', '7b22776d6f616e223a202273616e732d776f6d616e227d']",../1_crowdsourced/to_be_redone_amt.csv_44___../1_pre-pilot/verification_round0_amt.csv_165,2
"[['http://object-naming-amore.upf.edu//2337165_2431404_singleton_obj.png', ['shirt', 'cild', 'girl', 'child']], ['http://object-naming-amore.upf.edu//2389524_1259900_singleton_obj.png', ['coat', 'jacet', 'woman', 'jacket']], ['http://object-naming-amore.upf.edu//2392208_1232777_supercat_unique.png', ['minivan', 'car', 'mniivan', 'vehicle', 'bus']], ['http://object-naming-amore.upf.edu//2403679_3815666_singleton_obj.png', ['earring', 'woman', 'person', 'lady', 'living room']], ['http://object-naming-amore.upf.edu//2355756_2223684_supercat_ambiguous.png', ['sneaker', 'table', 'person', 'man', 'chair', 'guy']], ['http://object-naming-amore.upf.edu//2378165_714919_supercat_unique.png', ['restaurant', 'building', 'cafe', 'storefront', 'store', 'window', 'bicycle', 't-shirt']]]","['7b2263696c64223a202273616e732d6368696c64227d', '7b226a61636574223a202273616e732d6a61636b6574227d', '7b226d6e696976616e223a202273616e732d6d696e6976616e227d', '7b2265617272696e67223a20227365726966227d', '7b22736e65616b6572223a20227365726966227d', '7b2262696379636c65223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_45___../1_pre-pilot/verification_round0_amt.csv_167,2
"[['http://object-naming-amore.upf.edu//2380984_2518291_singleton_obj.png', ['window', 'building', 'letterb', 'hotel']], ['http://object-naming-amore.upf.edu//2368153_747812_singleton_obj.png', ['train', 'headlight', 'car', 'vehicle']], ['http://object-naming-amore.upf.edu//2317571_2731481_supercat_unique.png', ['man', 'jacket', 'jqcket', 'coat', 'shirt']], ['http://object-naming-amore.upf.edu//2347318_3908325_singleton_obj.png', ['plane', 'jet', 'airplane', 'aircraft', 'exhaust']], ['http://object-naming-amore.upf.edu//2378935_556353_singleton_obj.png', ['jacekt', 'sweater', 'shirt', 'banana', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2387540_512635_singleton_obj.png', ['batter', 'man', 'baseball palyer', 'player', 'person', 'baseball player', 'athlete', 'bat']]]","['7b226c657474657262223a2022636f7572696572227d', '7b22686561646c69676874223a20227365726966227d', '7b226a71636b6574223a202273616e732d6a61636b6574227d', '7b2265786861757374223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226a6163656b74223a202273616e732d6a61636b6574227d', '7b226261736562616c6c2070616c796572223a202273616e732d6261736562616c6c20706c61796572227d']",../1_crowdsourced/to_be_redone_amt.csv_46___../1_pre-pilot/verification_round0_amt.csv_169,2
"[['http://object-naming-amore.upf.edu//2322678_3715297_seed_ambiguous.png', ['plane', 'airplane', 'jet', 'planne']], ['http://object-naming-amore.upf.edu//2338371_3295366_singleton_obj.png', ['animl', 'goat', 'cow', 'animal']], ['http://object-naming-amore.upf.edu//2371842_2382225_singleton_obj.png', ['buyer', 'sandwich', 'food', 'croissant']], ['http://object-naming-amore.upf.edu//2415585_2845648_supercat_unique.png', ['woman', 'shirt', 'girl', 't-shirt', 'person', 'pull']], ['http://object-naming-amore.upf.edu//2381466_704424_supercat_ambiguous.png', ['train', 'nkb', 'door', 'train car', 'car', 'window']], ['http://object-naming-amore.upf.edu//2385549_1295569_singleton_obj.png', ['man', 'guy', 'persln', 'human', 'boy', 't-shirt', 'player', 'person']]]","['7b22706c616e6e65223a202273616e732d706c616e65222c20226a6574223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22616e696d6c223a202273616e732d616e696d616c227d', '7b226275796572223a2022636f7572696572227d', '7b2270756c6c223a20227365726966227d', '7b226e6b62223a2022636f7572696572227d', '7b22706572736c6e223a202273616e732d706572736f6e222c202268756d616e223a2022626f6c642d6d616e227d']",../1_crowdsourced/to_be_redone_amt.csv_47___../1_pre-pilot/verification_round0_amt.csv_17,2
"[['http://object-naming-amore.upf.edu//2347597_889337_singleton_obj.png', ['desig', 'jet', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2369953_2247790_supercat_ambiguous.png', ['face', 'shirt', 'man', 'guy']], ['http://object-naming-amore.upf.edu//2407975_270387_supercat_unique.png', ['t-shirt', 'jacket', 'parka', 'spork', 'coat']], ['http://object-naming-amore.upf.edu//2369494_3300729_supercat_ambiguous.png', ['korean', 'child', 'person', 'kid', 'boy']], ['http://object-naming-amore.upf.edu//2412207_200431_seed_ambiguous.png', ['bookcase', 'shelf', 'desk', 'bokocase', 'cabinet', 'shelves']], ['http://object-naming-amore.upf.edu//2382883_1325348_singleton_obj.png', ['tennis player', 'woman', 'player', 'person', 'skirt', 'wman', 'body', 'girl']]]","['7b226465736967223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2266616365223a20227365726966227d', '7b2273706f726b223a2022636f7572696572227d', '7b226b6f7265616e223a2022636f7572696572222c20226368696c64223a2022626f6c642d6b6964227d', '7b22626f6b6f63617365223a202273616e732d626f6f6b63617365222c20227368656c66223a2022626f6c642d7368656c766573227d', '7b22776d616e223a202273616e732d776f6d616e227d']",../1_crowdsourced/to_be_redone_amt.csv_48___../1_pre-pilot/verification_round0_amt.csv_172,2
"[['http://object-naming-amore.upf.edu//2400565_1157312_supercat_ambiguous.png', ['car', 'heart', 'engine', 'train']], ['http://object-naming-amore.upf.edu//2382985_535893_supercat_ambiguous.png', ['box', 'cheese', 'pizza slice', 'pizza']], ['http://object-naming-amore.upf.edu//2323565_1046822_singleton_obj.png', ['surfer', 'man', 'pefson', 'shoe', 'person']], ['http://object-naming-amore.upf.edu//2395462_1205182_supercat_unique.png', ['girarfe', 'house', 'giraffe', 'building', 'tree']], ['http://object-naming-amore.upf.edu//2402363_1137137_supercat_unique.png', ['bed', 'carpet', 'floor', 'rug', 'ear', 'cat']], ['http://object-naming-amore.upf.edu//2351025_2506368_singleton_obj.png', ['people', 'family', 'woman', 'watch', 'lady', 'person', 'brush', 'mom']]]","['7b226865617274223a20227365726966227d', '7b22626f78223a20227365726966227d', '7b22706566736f6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b2267697261726665223a202273616e732d67697261666665227d', '7b22656172223a20227365726966222c2022727567223a2022626f6c642d636172706574227d', '7b227761746368223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_49___../1_pre-pilot/verification_round0_amt.csv_174,2
"[['http://object-naming-amore.upf.edu//107902_1073307_singleton_obj.png', ['woman', 'pool', 'person', 'girl']], ['http://object-naming-amore.upf.edu//2384683_1306430_singleton_obj.png', ['street', 'bridge', 'road', 'stredt']], ['http://object-naming-amore.upf.edu//2386994_1280489_singleton_obj.png', ['airplane', 'warthog', 'plane', 'aircraft']], ['http://object-naming-amore.upf.edu//1592970_2274643_singleton_obj.png', ['vanity', 'counter', 'lies', 'bathroom counter', 'bathroom sink', 'sink']], ['http://object-naming-amore.upf.edu//2389157_506617_singleton_obj.png', ['skater', 'man', 'skateboarder', 'person', 'cap', 'skaer']], ['http://object-naming-amore.upf.edu//2399543_415577_singleton_obj.png', ['skater', 'human', 'shoo', 'guy', 'skateboarder', 'person', 'man', 'color']]]","['7b22706f6f6c223a2022636f7572696572227d', '7b22737472656474223a202273616e732d737472656574227d', '7b2277617274686f67223a2022636f7572696572222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b226c696573223a2022636f7572696572227d', '7b22736b616572223a202273616e732d736b61746572227d', '7b22636f6c6f72223a20227365726966222c20226d616e223a2022626f6c642d68756d616e227d']",../1_crowdsourced/to_be_redone_amt.csv_4___../1_pre-pilot/verification_round0_amt.csv_104,2
"[['http://object-naming-amore.upf.edu//2333722_3346357_singleton_obj.png', ['laptpo', 'sofa', 'laptop', 'couch']], ['http://object-naming-amore.upf.edu//2409186_247169_singleton_obj.png', ['child', 'bnana', 'girl', 'banana']], ['http://object-naming-amore.upf.edu//2380219_1349265_singleton_obj.png', ['countertop', 'wall', 'counter', 'vanity', 'sink']], ['http://object-naming-amore.upf.edu//2346101_902489_singleton_obj.png', ['man', 'guy', 'person', 'persno', 'juggler']], ['http://object-naming-amore.upf.edu//2342997_2425345_singleton_obj.png', ['skateboarder', 'boy', 'shoe', 'wheel', 'man', 'skater']], ['http://object-naming-amore.upf.edu//2364742_3888077_supercat_unique.png', ['sweatshirt', 'shirt', 'boy', 'builder', 'teeth', 'child', 'sweater', 'dress']]]","['7b226c617074706f223a202273616e732d6c6170746f70222c2022736f6661223a2022626f6c642d636f756368227d', '7b22626e616e61223a202273616e732d62616e616e61227d', '7b2277616c6c223a20227365726966227d', '7b22706572736e6f223a202273616e732d706572736f6e227d', '7b22776865656c223a20227365726966227d', '7b226275696c646572223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_50___../1_pre-pilot/verification_round0_amt.csv_176,2
"[['http://object-naming-amore.upf.edu//2324467_2934691_seed_ambiguous.png', ['delgado', 'airplane', 'jet', 'plane']], ['http://object-naming-amore.upf.edu//2315394_2721267_seed_ambiguous.png', ['cake', 'food', 'cakke', 'bread']], ['http://object-naming-amore.upf.edu//2339916_2142020_supercat_unique.png', ['child', 'boy', 'cucumer', 'kid', 'plate']], ['http://object-naming-amore.upf.edu//2318055_3131872_supercat_unique.png', ['glass', 'person', 'man', 'guy', 'preson']], ['http://object-naming-amore.upf.edu//2354561_837494_seed_ambiguous.png', ['person', 'hoat', 'tennis player', 'player', 'woman', 'girl']], ['http://object-naming-amore.upf.edu//2349962_3596046_singleton_obj.png', ['shoe', 'volleyball player', 'volleyball plyer', 'person', 'boy', 'athlete', 'man', 'player']]]","['7b2264656c6761646f223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2263616b6b65223a202273616e732d63616b65227d', '7b22637563756d6572223a2022636f7572696572222c20226368696c64223a2022626f6c642d6b6964227d', '7b22707265736f6e223a202273616e732d706572736f6e227d', '7b22686f6174223a2022636f7572696572227d', '7b22766f6c6c657962616c6c20706c796572223a202273616e732d766f6c6c657962616c6c20706c61796572227d']",../1_crowdsourced/to_be_redone_amt.csv_51___../1_pre-pilot/verification_round0_amt.csv_177,2
"[['http://object-naming-amore.upf.edu//2413331_175631_supercat_unique.png', ['slats', 'food', 'pie', 'pizza']], ['http://object-naming-amore.upf.edu//2384394_691832_supercat_ambiguous.png', ['lady', 'woman', 'person', 'laady']], ['http://object-naming-amore.upf.edu//2342435_934262_supercat_unique.png', ['coat', 'body', 'jacket', 'building', 'shirt']], ['http://object-naming-amore.upf.edu//2394147_466780_supercat_unique.png', ['shoe', 'boy', 'man', 'person', 'perwon']], ['http://object-naming-amore.upf.edu//2359646_3537913_singleton_obj.png', ['woman', 'dragons', 'lady', 'player', 'tennis player', 'athlete']], ['http://object-naming-amore.upf.edu//2329427_2768078_supercat_unique.png', ['car', 'van', 'suv', 'truck', 'vehicle', 'jeep', 'wheel', 'probe']]]","['7b22736c617473223a20227365726966227d', '7b226c61616479223a202273616e732d6c616479227d', '7b226275696c64696e67223a20227365726966227d', '7b22706572776f6e223a202273616e732d706572736f6e227d', '7b22647261676f6e73223a2022636f7572696572227d', '7b2270726f6265223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_52___../1_pre-pilot/verification_round0_amt.csv_180,2
"[['http://object-naming-amore.upf.edu//2376154_2618218_supercat_ambiguous.png', ['pziza slice', 'cheese', 'pizza slice', 'pizza']], ['http://object-naming-amore.upf.edu//2366197_629887_singleton_obj.png', ['dsw', 'bowl', 'toilet', 'toilet bowl']], ['http://object-naming-amore.upf.edu//2355197_2096083_singleton_obj.png', ['woman', 'chair', 'girl', 'beach', 'see']], ['http://object-naming-amore.upf.edu//2413923_163449_supercat_unique.png', ['exiting', 'tie', 'jacket', 'blazer', 'suit']], ['http://object-naming-amore.upf.edu//2350265_1919289_singleton_obj.png', ['girl', 'jacket', 'bis', 'person', 'woman', 'lady']], ['http://object-naming-amore.upf.edu//2350164_1668548_singleton_obj.png', ['bank', 'surfer', 'man', 'jacket', 'wetsuit', 'person', 'child', 'boy']]]","['7b22707a697a6120736c696365223a202273616e732d70697a7a6120736c696365227d', '7b22647377223a2022636f7572696572227d', '7b226368616972223a20227365726966227d', '7b2265786974696e67223a2022636f7572696572227d', '7b22626973223a2022636f7572696572227d', '7b2262616e6b223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_53___../1_pre-pilot/verification_round0_amt.csv_181,1
"[['http://object-naming-amore.upf.edu//2401601_397782_singleton_obj.png', ['plane', 'arplane', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2317396_3293565_supercat_ambiguous.png', ['case', 'guy', 'man', 't-shirt']], ['http://object-naming-amore.upf.edu//2339937_3691546_singleton_obj.png', ['tram', 'stair', 'car', 'tolly', 'train']], ['http://object-naming-amore.upf.edu//2392050_1234563_singleton_obj.png', ['jet', 'plane', 'airpane', 'wheel', 'airplane']], ['http://object-naming-amore.upf.edu//2330207_3338933_supercat_unique.png', ['sandwich', 'bread', 'cake', 'bun', 'hotdog', 'food']], ['http://object-naming-amore.upf.edu//2378351_560190_singleton_obj.png', ['man', 'skateboard', 'person', 'skateboarder', 'toolbar', 'skater', 'shoe', 'kid']]]","['7b226172706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2263617365223a2022636f7572696572227d', '7b227374616972223a20227365726966227d', '7b2261697270616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2263616b65223a20227365726966227d', '7b22746f6f6c626172223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_54___../1_pre-pilot/verification_round0_amt.csv_182,2
"[['http://object-naming-amore.upf.edu//2392230_1232486_singleton_obj.png', ['biplane', 'plane', 'shorts', 'airplane']], ['http://object-naming-amore.upf.edu//2364287_2495190_supercat_ambiguous.png', ['flower', 'jar', 'vase', 'pot']], ['http://object-naming-amore.upf.edu//2356783_1973744_singleton_obj.png', ['player', 'baseball player', 'rope', 'man', 'batter']], ['http://object-naming-amore.upf.edu//2367235_3395101_supercat_unique.png', ['woman', 'chair', 'tong', 'dress', 'girl']], ['http://object-naming-amore.upf.edu//2354147_1740923_supercat_unique.png', ['t-shirt', 'shirt', 'coat', 'jacket', 'eye', 'suit']], ['http://object-naming-amore.upf.edu//2363068_768629_supercat_ambiguous.png', ['person', 'wall', 'shirt', 'skater', 'guy', 'child', 'skateboarder', 'boy']]]","['7b2273686f727473223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22666c6f776572223a20227365726966227d', '7b22726f7065223a20227365726966227d', '7b22746f6e67223a2022636f7572696572227d', '7b22657965223a20227365726966227d', '7b2277616c6c223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_55___../1_pre-pilot/verification_round0_amt.csv_183,2
"[['http://object-naming-amore.upf.edu//2415357_3363660_seed_ambiguous.png', ['counter', 'table', 'pot', 'plate']], ['http://object-naming-amore.upf.edu//2339724_2989433_singleton_obj.png', ['bowl', 'tiolet bowl', 'toilet', 'toilet bowl']], ['http://object-naming-amore.upf.edu//2356512_819783_supercat_ambiguous.png', ['caaboose', 'train car', 'car', 'train', 'caboose']], ['http://object-naming-amore.upf.edu//2370404_2121200_supercat_ambiguous.png', ['athlete', 'batter', 'player', 'bqtter', 'man']], ['http://object-naming-amore.upf.edu//2327059_3188945_singleton_obj.png', ['man', 'skier', 'lady', 'helmet', 'person', 'boots']], ['http://object-naming-amore.upf.edu//2346223_901510_supercat_unique.png', ['blender', 'ice', 'bull', 'container', 'jar', 'cup', 'glass', 'pitcher']]]","['7b22706f74223a20227365726966227d', '7b2274696f6c657420626f776c223a202273616e732d746f696c657420626f776c227d', '7b22636161626f6f7365223a202273616e732d6361626f6f7365227d', '7b22627174746572223a202273616e732d626174746572227d', '7b22626f6f7473223a20227365726966227d', '7b2262756c6c223a20227365726966222c2022676c617373223a2022626f6c642d696365227d']",../1_crowdsourced/to_be_redone_amt.csv_56___../1_pre-pilot/verification_round0_amt.csv_184,2
"[['http://object-naming-amore.upf.edu//65_1533920_singleton_obj.png', ['vehicle', 'road', 'sedan', 'car']], ['http://object-naming-amore.upf.edu//2339650_2495558_singleton_obj.png', ['plaza', 'truck', 'food cart', 'car']], ['http://object-naming-amore.upf.edu//2356800_2506591_supercat_unique.png', ['person', 'boy', 'train', 'traveler', 'man']], ['http://object-naming-amore.upf.edu//2354716_1989568_supercat_unique.png', ['bun', 'burger', 'food', 'bread', 'carrots']], ['http://object-naming-amore.upf.edu//2404079_1119010_singleton_obj.png', ['bowl', 'apple', 'fruits', 'banana', 'fruit', 'strong']], ['http://object-naming-amore.upf.edu//2334533_2947843_singleton_obj.png', ['man', 'water', 'suurfer', 'person', 'shirt', 'guy', 'surfer', 'sky board']]]","['7b22726f6164223a20227365726966227d', '7b22706c617a61223a2022636f7572696572227d', '7b22747261696e223a20227365726966227d', '7b22636172726f7473223a20227365726966227d', '7b227374726f6e67223a2022636f7572696572222c20226672756974223a2022626f6c642d667275697473227d', '7b2273757572666572223a202273616e732d737572666572227d']",../1_crowdsourced/to_be_redone_amt.csv_57___../1_pre-pilot/verification_round0_amt.csv_185,2
"[['http://object-naming-amore.upf.edu//2388927_2380741_seed_ambiguous.png', ['drape', 'bird', 'drapes', 'curtain']], ['http://object-naming-amore.upf.edu//2346086_902689_supercat_unique.png', ['dog', 'cap', 'hat', 'floor']], ['http://object-naming-amore.upf.edu//2404141_1118476_supercat_unique.png', ['prrson', 't-shirt', 'person', 'man', 'boy']], ['http://object-naming-amore.upf.edu//2383798_1316892_supercat_unique.png', ['bract', 'mouse', 'desktop', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2378616_2467817_singleton_obj.png', ['player', 'plaer', 'man', 'guy', 'boy', 'person']], ['http://object-naming-amore.upf.edu//2373037_2092256_supercat_ambiguous.png', ['man', 'shoe', 'shirt', 'skater', 'pant', 'person', 'drinks', 'skateboarder']]]","['7b2262697264223a20227365726966222c20226472617065223a2022626f6c642d6375727461696e2c647261706573227d', '7b22666c6f6f72223a20227365726966227d', '7b22707272736f6e223a202273616e732d706572736f6e227d', '7b226272616374223a2022636f7572696572227d', '7b22706c616572223a202273616e732d706c61796572227d', '7b226472696e6b73223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_58___../1_pre-pilot/verification_round0_amt.csv_186,2
"[['http://object-naming-amore.upf.edu//2324346_3260579_singleton_obj.png', ['toothbrush', 'woman', 'handle', 'girl']], ['http://object-naming-amore.upf.edu//2392412_480234_supercat_ambiguous.png', ['cap', 'woman', 'girl', 'person']], ['http://object-naming-amore.upf.edu//2366184_630032_supercat_ambiguous.png', ['guy', 'man', 'shirt', 'headphones', 'person']], ['http://object-naming-amore.upf.edu//2414161_158701_singleton_obj.png', ['plane', 'airrplane', 'jet', 'train', 'airplane']], ['http://object-naming-amore.upf.edu//2370926_1679894_seed_ambiguous.png', ['woman', 'tennis player', 'lady', 'wrist', 'person', 'player']], ['http://object-naming-amore.upf.edu//2403044_357186_singleton_obj.png', ['boy', 't-shirt', 'tennis player', 'guy', 'plqyer', 'man', 'player', 'person']]]","['7b2268616e646c65223a20227365726966227d', '7b22636170223a20227365726966227d', '7b226865616470686f6e6573223a20227365726966227d', '7b2261697272706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227772697374223a20227365726966227d', '7b22706c71796572223a202273616e732d706c61796572227d']",../1_crowdsourced/to_be_redone_amt.csv_59___../1_pre-pilot/verification_round0_amt.csv_188,2
"[['http://object-naming-amore.upf.edu//2318089_1014218_singleton_obj.png', ['couch', 'shade', 'sofa', 'table']], ['http://object-naming-amore.upf.edu//2375409_582514_singleton_obj.png', ['ajrplane', 'plane', 'jetliner', 'airplane']], ['http://object-naming-amore.upf.edu//2387536_677704_supercat_ambiguous.png', ['lights', 'train', 'car', 'train car']], ['http://object-naming-amore.upf.edu//2398091_662840_singleton_obj.png', ['skater', 'man', 'skateboarder', 'person', 'skaetr', 't-shirt']], ['http://object-naming-amore.upf.edu//2322276_2715877_supercat_unique.png', ['dirt', 'sandwich', 'food', 'bread', 'burger', 'ban']], ['http://object-naming-amore.upf.edu//2368139_2563123_supercat_ambiguous.png', ['measuring cup', 'foods', 'glass', 'millk', 'pitcher', 'cup', 'milk', 'bowl']]]","['7b227368616465223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b22616a72706c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226c6967687473223a20227365726966227d', '7b22736b61657472223a202273616e732d736b61746572227d', '7b2264697274223a20227365726966227d', '7b226d696c6c6b223a202273616e732d6d696c6b227d']",../1_crowdsourced/to_be_redone_amt.csv_5___../1_pre-pilot/verification_round0_amt.csv_105,2
"[['http://object-naming-amore.upf.edu//2343362_3640143_singleton_obj.png', ['cap', 'guy', 'recess', 'man']], ['http://object-naming-amore.upf.edu//2362978_1041583_singleton_obj.png', ['plane', 'wheel', 'stripe', 'airplane']], ['http://object-naming-amore.upf.edu//2156_1547468_singleton_obj.png', ['tree', 'rug', 'carpet', 'floor', 'chair']], ['http://object-naming-amore.upf.edu//2333898_2767837_singleton_obj.png', ['tothbrush', 'toothbrush', 'kid', 'girl', 'child']], ['http://object-naming-amore.upf.edu//2410672_647619_singleton_obj.png', ['motorcycle', 'moped', 'wheel', 'bike', 'pipe', 'scooter']], ['http://object-naming-amore.upf.edu//2367350_623111_singleton_obj.png', ['si board', 'snowboard', 'ski board', 'ramp', 'rail', 'skating board', 'skateboard', 'bench']]]","['7b22726563657373223a2022636f7572696572227d', '7b22737472697065223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2274726565223a20227365726966222c2022636172706574223a2022626f6c642d727567227d', '7b22746f74686272757368223a202273616e732d746f6f74686272757368222c20226368696c64223a2022626f6c642d6b6964227d', '7b2270697065223a20227365726966222c2022776865656c223a2022626f6c642d62696b65227d', '7b22736920626f617264223a202273616e732d736b6920626f617264227d']",../1_crowdsourced/to_be_redone_amt.csv_60___../1_pre-pilot/verification_round0_amt.csv_189,1
