items,quality_control
"[['http://object-naming-amore.upf.edu//2388848_1266307_singleton_obj.png', ['train', 'vehicle', 'vehiicle']], ['http://object-naming-amore.upf.edu//2404446_656087_singleton_obj.png', ['skier', 'brace', 'woman', 'person']], ['http://object-naming-amore.upf.edu//2409924_230238_singleton_obj.png', ['food', 'slice', 'pizza', 'table']], ['http://object-naming-amore.upf.edu//2399355_416950_supercat_unique.png', ['floor', 'this', 'short', 'carpet']], ['http://object-naming-amore.upf.edu//2351078_2267101_supercat_ambiguous.png', ['meat', 'sandwich', 'cutter', 'food', 'cheese', 'fillings']], ['http://object-naming-amore.upf.edu//2408176_266696_singleton_obj.png', ['bag', 'cat', 'crapet', 'rug', 'floor', 'tie', 'carpet']]]","['7b227665686969636c65223a202273616e732d76656869636c65222c2022747261696e223a2022617269616c227d', '7b226272616365223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b227461626c65223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b2274686973223a20227365726966222c2022636172706574223a2022617269616c227d', '7b22637574746572223a2022636f7572696572227d', '7b22637261706574223a202273616e732d636172706574222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d']"
"[['http://object-naming-amore.upf.edu//2378600_3668376_singleton_obj.png', ['pefson', 'man', 'person']], ['http://object-naming-amore.upf.edu//2369138_1788594_singleton_obj.png', ['airplane', 'wing', 'aircraft', 'plane']], ['http://object-naming-amore.upf.edu//2417777_2989125_singleton_obj.png', ['airplahe', 'plane', 'jet', 'airplane']], ['http://object-naming-amore.upf.edu//2365411_2227899_singleton_obj.png', ['vheicle', 'truck', 'wheel', 'vehicle']], ['http://object-naming-amore.upf.edu//2409807_363065_singleton_obj.png', ['surfer', 'woman', 'girl', 'lady', 'mae', 'sea']], ['http://object-naming-amore.upf.edu//2373883_1860438_singleton_obj.png', ['skateboarder', 'boy', 'skater', 'cap', 'man', 'person', 'shirt']]]","['7b22706566736f6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b2277696e67223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22616972706c616865223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2276686569636c65223a202273616e732d76656869636c65222c2022747275636b223a2022617269616c227d', '7b226d6165223a2022636f7572696572227d', '7b227368697274223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2388015_675956_supercat_unique.png', ['bowl', 'bol', 'cat']], ['http://object-naming-amore.upf.edu//2355862_825823_singleton_obj.png', ['plane', 'jet', 'airplane', 'nametag']], ['http://object-naming-amore.upf.edu//2338254_2916107_singleton_obj.png', ['car', 'vehicle', 'vehcle', 'suv']], ['http://object-naming-amore.upf.edu//2409685_236155_singleton_obj.png', ['bike', 'blackasphalt', 'motorbike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2368367_618211_supercat_ambiguous.png', ['shirt', 'dress', 'clothing', 'kudzu', 'coat', 'jacket']], ['http://object-naming-amore.upf.edu//2398685_662293_singleton_obj.png', ['kitchen', 'counter', 'kitchen counter', 'sink', 'pull', 'countertop', 'cabinet']]]","['7b22626f6c223a202273616e732d626f776c222c2022636174223a2022617269616c227d', '7b226e616d65746167223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22766568636c65223a202273616e732d76656869636c65222c2022636172223a2022617269616c227d', '7b22626c61636b61737068616c74223a20227365726966222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226b75647a75223a2022636f7572696572222c20226472657373223a2022617269616c222c2022636c6f7468696e67223a2022626f6c642d6472657373227d', '7b2270756c6c223a20227365726966222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2399020_1173132_singleton_obj.png', ['building', 'scarves', 'hotel']], ['http://object-naming-amore.upf.edu//2350216_869434_singleton_obj.png', ['man', 'chair', 'bench', 'bush']], ['http://object-naming-amore.upf.edu//2349829_2119630_seed_ambiguous.png', ['chair', 'armchair', 'lettter', 'sofa']], ['http://object-naming-amore.upf.edu//2400919_1153609_singleton_obj.png', ['pllow', 'floor', 'bed', 'pillow']], ['http://object-naming-amore.upf.edu//2363891_2058844_seed_ambiguous.png', ['sink', 'bath', 'tub', 'bathtub', 'bathgub', 'basin']], ['http://object-naming-amore.upf.edu//2410889_361670_singleton_obj.png', ['vehicle', 'windshield', 'van', 'wheel', 'car', 'truck', 'bus']]]","['7b2273636172766573223a2022636f7572696572227d', '7b2262757368223a20227365726966222c202262656e6368223a2022617269616c227d', '7b226c657474746572223a2022636f7572696572222c20226368616972223a2022617269616c227d', '7b22706c6c6f77223a202273616e732d70696c6c6f77222c2022626564223a2022617269616c227d', '7b2262617468677562223a202273616e732d62617468747562222c202262617468223a2022626f6c642d626174687475622c747562227d', '7b2277696e64736869656c64223a20227365726966222c2022747275636b223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2380309_1348230_singleton_obj.png', ['horse', 'shoe', 'restroom']], ['http://object-naming-amore.upf.edu//2399046_419641_singleton_obj.png', ['table', 'container', 'glass', 'bottle']], ['http://object-naming-amore.upf.edu//2398922_420820_supercat_unique.png', ['house', 'building', 'filet', 'home']], ['http://object-naming-amore.upf.edu//2373743_730956_singleton_obj.png', ['tub', 'sink', 'vanity', 'counter']], ['http://object-naming-amore.upf.edu//2387071_1279709_singleton_obj.png', ['bike', 'scoter', 'motorbike', 'scooter', 'motorcycle', 'moped']], ['http://object-naming-amore.upf.edu//2386722_517113_supercat_ambiguous.png', ['jacekt', 'sweater', 'shirt', 'coat', 'clothing', 'jacket', 'vest']]]","['7b2272657374726f6f6d223a20227365726966222c2022686f727365223a2022617269616c227d', '7b22636f6e7461696e6572223a20227365726966222c20227461626c65223a2022617269616c227d', '7b2266696c6574223a2022636f7572696572222c2022686f757365223a2022617269616c222c2022686f6d65223a2022626f6c642d686f757365227d', '7b22747562223a20227365726966227d', '7b2273636f746572223a202273616e732d73636f6f746572222c20226d6f746f726379636c65223a2022626f6c642d62696b65227d', '7b226a6163656b74223a202273616e732d6a61636b6574227d']"
"[['http://object-naming-amore.upf.edu//2357459_2418347_supercat_unique.png', ['glass', 'table', 'tbale']], ['http://object-naming-amore.upf.edu//2379519_1356839_supercat_unique.png', ['table', 'bench', 'tablle', 'dog']], ['http://object-naming-amore.upf.edu//2374149_2386783_supercat_unique.png', ['wnidows', 'food', 'pizza', 'cheese']], ['http://object-naming-amore.upf.edu//2416905_3054253_supercat_ambiguous.png', ['box', 'car', 'train', 'vehicles']], ['http://object-naming-amore.upf.edu//2379047_713309_supercat_unique.png', ['flatbread', 'pizza', 'bread', 'pita', 'food', 'fllatbread']], ['http://object-naming-amore.upf.edu//2415169_144634_supercat_unique.png', ['chlid', 'shirt', 'baby', 'boy', 'kid', 'child', 'knife']]]","['7b227462616c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b227461626c6c65223a202273616e732d7461626c65227d', '7b22776e69646f7773223a2022636f7572696572227d', '7b22626f78223a20227365726966227d', '7b22666c6c61746272656164223a202273616e732d666c61746272656164222c202270697a7a61223a2022617269616c227d', '7b2263686c6964223a202273616e732d6368696c64222c20226368696c64223a2022626f6c642d62616279227d']"
"[['http://object-naming-amore.upf.edu//2410047_227299_singleton_obj.png', ['sheep', 'coat', 'shep']], ['http://object-naming-amore.upf.edu//2359002_3271135_singleton_obj.png', ['animal', 'dog', 'bear', 'beaar']], ['http://object-naming-amore.upf.edu//2374740_585937_singleton_obj.png', ['blanket', 'bed', 'pastel', 'toy']], ['http://object-naming-amore.upf.edu//2393271_1221487_supercat_unique.png', ['shirt', 'jacket', 'redge', 'coat']], ['http://object-naming-amore.upf.edu//2381433_704674_singleton_obj.png', ['truck', 'cat', 'dog', 'pole', 'blat', 'boat']], ['http://object-naming-amore.upf.edu//2374707_2110025_seed_ambiguous.png', ['man', 'athlete', 'soccer player', 'socer player', 'boy', 'person', 'player']]]","['7b2273686570223a202273616e732d7368656570222c20227368656570223a2022617269616c227d', '7b226265616172223a202273616e732d62656172227d', '7b2270617374656c223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b227265646765223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b22626c6174223a202273616e732d626f6174222c2022626f6174223a2022617269616c227d', '7b22736f63657220706c61796572223a202273616e732d736f6363657220706c61796572222c20226d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2373136_734163_seed_ambiguous.png', ['pad', 'office chair', 'chair']], ['http://object-naming-amore.upf.edu//2351996_1863304_singleton_obj.png', ['paper', 'logo', 'table', 'desk']], ['http://object-naming-amore.upf.edu//2347755_2699790_supercat_unique.png', ['counter', 'table', 'paw', 'prep table']], ['http://object-naming-amore.upf.edu//2361763_779635_singleton_obj.png', ['plane', 'aircraft', 'fuselage', 'airplane']], ['http://object-naming-amore.upf.edu//2327858_3370070_singleton_obj.png', ['shoe', 'man', 'sky', 'skateboarder', 'boy', 'skater']], ['http://object-naming-amore.upf.edu//2413307_298100_seed_ambiguous.png', ['t-shirt', 'woman', 'tennis player', 'person', 'player', 'girl', 'rushes']]]","['7b22706164223a20227365726966222c20226368616972223a2022617269616c227d', '7b226c6f676f223a20227365726966227d', '7b22706177223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d', '7b22667573656c616765223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22736b79223a20227365726966227d', '7b22727573686573223a2022636f7572696572222c20226769726c223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2387935_676435_supercat_unique.png', ['couch', 't-shirt', 'shirt']], ['http://object-naming-amore.upf.edu//2399217_1171123_supercat_unique.png', ['woman', 'person', 'girl', 'image']], ['http://object-naming-amore.upf.edu//2347532_3610691_seed_ambiguous.png', ['bike', 'wheel', 'motorcyccle', 'motorcycle']], ['http://object-naming-amore.upf.edu//2359569_3765080_supercat_unique.png', ['wheel', 'dog', 'dalmatin', 'dalmatian']], ['http://object-naming-amore.upf.edu//2395118_3823543_singleton_obj.png', ['awning', 'building', 'restaurant', 'store front', 'food', 'umbrella']], ['http://object-naming-amore.upf.edu//2341844_2106050_singleton_obj.png', ['scooter', 'bike', 'motorcycle', 'vehicle', 'moped', 'wheel', 'sidecar']]]","['7b22636f756368223a20227365726966222c20227368697274223a2022617269616c227d', '7b22696d616765223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b226d6f746f72637963636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2264616c6d6174696e223a202273616e732d64616c6d617469616e222c2022646f67223a2022617269616c227d', '7b22666f6f64223a20227365726966227d', '7b2273696465636172223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b65227d']"
"[['http://object-naming-amore.upf.edu//2346532_898572_singleton_obj.png', ['plane', 'tree', 'airplane']], ['http://object-naming-amore.upf.edu//2369882_1773248_supercat_unique.png', ['food', 'shirt', 'sihrt', 'dress']], ['http://object-naming-amore.upf.edu//2343219_926143_supercat_unique.png', ['tie', 'desk', 'man', 'lips']], ['http://object-naming-amore.upf.edu//2353398_3780270_supercat_unique.png', ['dog', 'belt', 'bdlt', 'boat']], ['http://object-naming-amore.upf.edu//2386793_1282437_singleton_obj.png', ['counter', 'vanity', 'table', 'sink', 'bathroom', 'washbasin']], ['http://object-naming-amore.upf.edu//2343482_2106327_singleton_obj.png', ['ball', 'player', 'girl', 'woman', 'baseball player', 'hand', 'pitcher']]]","['7b2274726565223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227369687274223a202273616e732d7368697274222c20227368697274223a2022617269616c227d', '7b226c697073223a20227365726966222c20226465736b223a2022617269616c227d', '7b2262646c74223a202273616e732d62656c74222c2022626f6174223a2022617269616c227d', '7b2262617468726f6f6d223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b2268616e64223a20227365726966222c20226769726c223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2327556_2775357_supercat_unique.png', ['costume', 'drink', 'shirt']], ['http://object-naming-amore.upf.edu//2417657_3084257_supercat_unique.png', ['wheel', 'burb', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2388400_673603_singleton_obj.png', ['sandwich', 'sanwdich', 'food', 'bread']], ['http://object-naming-amore.upf.edu//2375497_722059_singleton_obj.png', ['jet', 'airplnae', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2346824_1698347_singleton_obj.png', ['tennis player', 'man', 'player', 'plaeyr', 'cap', 'shirt']], ['http://object-naming-amore.upf.edu//2353679_3779413_singleton_obj.png', ['girl', 'cat', 'tenis player', 'child', 'kid', 'tennis player', 'skirt']]]","['7b226472696e6b223a20227365726966222c20227368697274223a2022617269616c227d', '7b2262757262223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b2273616e7764696368223a202273616e732d73616e6477696368222c20226272656164223a2022617269616c227d', '7b22616972706c6e6165223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22706c61657972223a202273616e732d706c61796572222c20226d616e223a2022617269616c227d', '7b2274656e697320706c61796572223a202273616e732d74656e6e697320706c61796572222c20226769726c223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d']"
"[['http://object-naming-amore.upf.edu//2344274_3196133_singleton_obj.png', ['hes', 'wheel', 'car']], ['http://object-naming-amore.upf.edu//2395602_1204363_supercat_unique.png', ['sofa', 't-shirt', 'couch', 'cutlet']], ['http://object-naming-amore.upf.edu//2388234_674658_singleton_obj.png', ['sandwich', 'hotdog', 'food', 'sandiwch']], ['http://object-naming-amore.upf.edu//2367520_2343166_singleton_obj.png', ['motorbike', 'bike', 'motorcycle', 'ground']], ['http://object-naming-amore.upf.edu//2401246_401441_seed_ambiguous.png', ['wrist', 'boy', 'man', 't-shirt', 'person', 'teenager']], ['http://object-naming-amore.upf.edu//2322259_3468320_supercat_unique.png', ['window', 'cereal', 'restaurant', 'building', 'pole', 'store', 'house']]]","['7b22686573223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b226375746c6574223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2273616e6469776368223a202273616e732d73616e6477696368222c202273616e6477696368223a2022617269616c227d', '7b2267726f756e64223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b227772697374223a20227365726966227d', '7b2263657265616c223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2359464_3765517_seed_ambiguous.png', ['couch', 'sofa', 'bottle']], ['http://object-naming-amore.upf.edu//2382558_538483_singleton_obj.png', ['plate', 'pizza', 'food', 'plte']], ['http://object-naming-amore.upf.edu//2416350_1056869_supercat_ambiguous.png', ['bottle', 'bttle', 'wine', 'wine bottle']], ['http://object-naming-amore.upf.edu//2408003_1094919_singleton_obj.png', ['van', 'truck', 'wheel', 'alexis']], ['http://object-naming-amore.upf.edu//2371014_3855438_supercat_unique.png', ['classic', 'coat', 'suit', 'tie', 'suit jacket', 'jacket']], ['http://object-naming-amore.upf.edu//2334350_3603547_supercat_unique.png', ['person', 'cake', 'cap', 'boy', 'child', 'girl', 'hat']]]","['7b22626f74746c65223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b22706c7465223a202273616e732d706c617465222c202270697a7a61223a2022617269616c227d', '7b226274746c65223a202273616e732d626f74746c65222c2022626f74746c65223a2022617269616c227d', '7b22616c65786973223a2022636f7572696572222c2022747275636b223a2022617269616c227d', '7b22636c6173736963223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b226769726c223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2410205_223500_singleton_obj.png', ['soap', 'bathtub', 'tub']], ['http://object-naming-amore.upf.edu//2068_1646066_seed_ambiguous.png', ['windoow', 'screen', 'window', 'curtain']], ['http://object-naming-amore.upf.edu//2390788_1247117_singleton_obj.png', ['subway', 'train', 'subway rain', 'subway train']], ['http://object-naming-amore.upf.edu//2362143_3890657_supercat_ambiguous.png', ['nose', 'lady', 'phone', 'woman']], ['http://object-naming-amore.upf.edu//2378604_1891266_seed_ambiguous.png', ['tennis player', 'woman', 'hand', 'girl', 'man', 'player']], ['http://object-naming-amore.upf.edu//2405611_330533_supercat_ambiguous.png', ['sandwich', 'plate', 'pastry', 'bread', 'snacks', 'food', 'keys']]]","['7b22736f6170223a20227365726966222c202262617468747562223a2022626f6c642d747562227d', '7b2277696e646f6f77223a202273616e732d77696e646f77222c20226375727461696e223a2022617269616c227d', '7b22737562776179207261696e223a202273616e732d73756277617920747261696e222c2022747261696e223a2022617269616c227d', '7b226e6f7365223a20227365726966227d', '7b2268616e64223a20227365726966227d', '7b226b657973223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2361606_780921_singleton_obj.png', ['cushions', 'couch', 'sofa']], ['http://object-naming-amore.upf.edu//2361542_781280_seed_ambiguous.png', ['desk chair', 'chair', 'chare', 'mouse']], ['http://object-naming-amore.upf.edu//2350210_2149262_supercat_ambiguous.png', ['pan', 'carrot', 'pot', 'food']], ['http://object-naming-amore.upf.edu//2366243_1683970_singleton_obj.png', ['suv', 'cook', 'car', 'van', 'vehicle']], ['http://object-naming-amore.upf.edu//2381917_700802_singleton_obj.png', ['kid', 'child', 'window', 'helmet', 'boy']], ['http://object-naming-amore.upf.edu//2372198_1849230_singleton_obj.png', ['player', 'uniform', 'heating', 'athlete', 'man', 'batter', 'baseball player']]]","['7b2263757368696f6e73223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b226d6f757365223a20227365726966222c20226368616972223a2022617269616c227d', '7b22636172726f74223a20227365726966222c2022706f74223a2022617269616c227d', '7b22636f6f6b223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c20226b6964223a2022626f6c642d6368696c64227d', '7b2268656174696e67223a2022636f7572696572227d']"
"[['http://object-naming-amore.upf.edu//2375983_577411_singleton_obj.png', ['lampshade', 'bed', 'pillow']], ['http://object-naming-amore.upf.edu//2393177_1222217_singleton_obj.png', ['cheesecke', 'pie', 'cheesecake', 'cake']], ['http://object-naming-amore.upf.edu//2402244_391448_singleton_obj.png', ['jet', 'plane', 'airplane', 'writing']], ['http://object-naming-amore.upf.edu//2370581_3857971_singleton_obj.png', ['water', 'ocean', 'airpalne', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2322231_992896_singleton_obj.png', ['car', 'vehicle', 'post', 'truck', 'wheel']], ['http://object-naming-amore.upf.edu//2317384_1021402_supercat_ambiguous.png', ['pizaz', 'cheese', 'topping', 'meat', 'food', 'pizza', 'sauce']]]","['7b226c616d707368616465223a20227365726966222c2022626564223a2022617269616c227d', '7b22636865657365636b65223a202273616e732d63686565736563616b65227d', '7b2277726974696e67223a20227365726966222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b2261697270616c6e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22706f7374223a20227365726966227d', '7b2270697a617a223a202273616e732d70697a7a61227d']"
"[['http://object-naming-amore.upf.edu//2372493_2336795_singleton_obj.png', ['truck', 'tire', 'vehicle']], ['http://object-naming-amore.upf.edu//2387598_512178_supercat_unique.png', ['rug', 'man', 'floor', 'carpet']], ['http://object-naming-amore.upf.edu//2390456_497306_seed_ambiguous.png', ['plane', 'airplane', 'aircraft', 'airplaen']], ['http://object-naming-amore.upf.edu//2406315_325109_singleton_obj.png', ['rug', 'table', 'ottomon', 'floor', 'carpet']], ['http://object-naming-amore.upf.edu//2363282_2537903_seed_ambiguous.png', ['pepperoni', 'pizza', 'plate', 'pizza slice', 'food']], ['http://object-naming-amore.upf.edu//2324873_2790263_singleton_obj.png', ['bathroom counter', 'washbasin', 'wash room', 'vanity', 'clunter', 'counter', 'sink']]]","['7b2274697265223a20227365726966222c2022747275636b223a2022617269616c227d', '7b226d616e223a20227365726966222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b22616972706c61656e223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226f74746f6d6f6e223a2022636f7572696572222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b227065707065726f6e69223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b22636c756e746572223a202273616e732d636f756e746572227d']"
"[['http://object-naming-amore.upf.edu//2334511_2942514_singleton_obj.png', ['woman', 'lady', 'leftarm']], ['http://object-naming-amore.upf.edu//2414820_151314_singleton_obj.png', ['cat', 'chutney', 'plate', 'mirror']], ['http://object-naming-amore.upf.edu//2402867_1130737_singleton_obj.png', ['bathtub', 'bath', 'plants', 'tub']], ['http://object-naming-amore.upf.edu//2383324_533459_singleton_obj.png', ['person', 'woman', 'womn', 'lady', 'man']], ['http://object-naming-amore.upf.edu//2411125_3814191_supercat_unique.png', ['lady', 'woman', 'chair', 'speedos', 'laptop']], ['http://object-naming-amore.upf.edu//61590_1037380_singleton_obj.png', ['child', 'person', 'snowboarder', 'sky', 'man', 'shoe', 'boy']]]","['7b226c65667461726d223a2022636f7572696572227d', '7b22636875746e6579223a2022636f7572696572222c2022636174223a2022617269616c227d', '7b22706c616e7473223a20227365726966222c202262617468747562223a2022617269616c222c2022747562223a2022626f6c642d626174687475622c62617468227d', '7b22776f6d6e223a202273616e732d776f6d616e227d', '7b2273706565646f73223a2022636f7572696572227d', '7b22736b79223a20227365726966222c2022626f79223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2405579_330817_supercat_unique.png', ['shirt', 't-sirt', 't-shirt']], ['http://object-naming-amore.upf.edu//2398076_3820587_supercat_unique.png', ['utensli', 'fork', 'utensil', 'spoon']], ['http://object-naming-amore.upf.edu//2356990_1658757_supercat_unique.png', ['car', 'man', 'hanbag', 'shirt']], ['http://object-naming-amore.upf.edu//2406962_651711_supercat_unique.png', ['suit', 'coat', 'filling', 'cake', 'jacket']], ['http://object-naming-amore.upf.edu//2347710_2192608_seed_ambiguous.png', ['bed', 'bed ocver', 'bed cover', 'bed sheet', 'pillow']], ['http://object-naming-amore.upf.edu//2369734_2014066_supercat_ambiguous.png', ['player', 'batter', 'child', 'crafts', 'boy', 'kid', 'baseball player']]]","['7b22742d73697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b227574656e736c69223a202273616e732d7574656e73696c222c2022666f726b223a2022617269616c227d', '7b2268616e626167223a2022636f7572696572222c20227368697274223a2022617269616c227d', '7b2266696c6c696e67223a20227365726966222c202263616b65223a2022626f6c642d636f6174227d', '7b22626564206f63766572223a202273616e732d62656420636f766572222c2022626564223a2022617269616c227d', '7b22637261667473223a2022636f7572696572222c20226368696c64223a2022626f6c642d6b6964227d']"
"[['http://object-naming-amore.upf.edu//474_1027776_seed_ambiguous.png', ['tbale', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2316008_3791133_supercat_unique.png', ['table', 'cup', 'bait', 'desk']], ['http://object-naming-amore.upf.edu//1591965_3708014_supercat_unique.png', ['toy', 'stuffed animal', 'table', 'nurses']], ['http://object-naming-amore.upf.edu//2417294_3395635_seed_ambiguous.png', ['desk', 'box', 'laptop', 'table', 'computer']], ['http://object-naming-amore.upf.edu//2372912_3852071_singleton_obj.png', ['burger', 'hotdog', 'food', 'bread', 'eye']], ['http://object-naming-amore.upf.edu//2388064_509808_singleton_obj.png', ['skateboarder', 'boy', 'shoe', 'person', 'skater', 'man', 'sktaeboarder']]]","['7b227462616c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b2262616974223a20227365726966222c20227461626c65223a2022617269616c227d', '7b226e7572736573223a2022636f7572696572222c20227461626c65223a2022617269616c227d', '7b22626f78223a20227365726966222c20226465736b223a2022617269616c227d', '7b22657965223a20227365726966227d', '7b22736b746165626f6172646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2400668_406819_supercat_unique.png', ['t-hirt', 't-shirt', 'shirt']], ['http://object-naming-amore.upf.edu//2350413_2311448_singleton_obj.png', ['jet', 'plane', 'airplane', 'aifplane']], ['http://object-naming-amore.upf.edu//2353164_2485723_supercat_unique.png', ['bread', 'sandwich', 'food', 'grass']], ['http://object-naming-amore.upf.edu//2364196_642500_singleton_obj.png', ['woman', 'path', 'man', 'person', 'skier']], ['http://object-naming-amore.upf.edu//2388434_673382_supercat_unique.png', ['boy', 'person', 'persln', 'man', 'bread']], ['http://object-naming-amore.upf.edu//2364572_1981502_singleton_obj.png', ['woman', 'mobile', 'phone', 'cell phone', 'celll phone', 'person', 'lady']]]","['7b22742d68697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b22616966706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226772617373223a20227365726966227d', '7b2270617468223a20227365726966227d', '7b22706572736c6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b2263656c6c6c2070686f6e65223a202273616e732d63656c6c2070686f6e65227d']"
"[['http://object-naming-amore.upf.edu//2373170_733991_singleton_obj.png', ['animal', 'toiler', 'dog']], ['http://object-naming-amore.upf.edu//2374266_1688586_singleton_obj.png', ['kid', 'balck', 'child', 'boy']], ['http://object-naming-amore.upf.edu//2409662_236818_supercat_unique.png', ['coat', 'mask', 'suit', 'jacket']], ['http://object-naming-amore.upf.edu//2372928_734811_singleton_obj.png', ['airlane', 'fighter jet', 'plane', 'jet', 'airplane']], ['http://object-naming-amore.upf.edu//2359837_790955_supercat_unique.png', ['spoon', 'butter knife', 'knife', 'butte knife', 'pizza']], ['http://object-naming-amore.upf.edu//2324220_3281608_singleton_obj.png', ['canopy', 'tent', 'umbrella', 'giraffe', 'man', 'shed', 'awning']]]","['7b22746f696c6572223a2022636f7572696572222c2022646f67223a2022617269616c227d', '7b2262616c636b223a2022636f7572696572222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b226d61736b223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b226169726c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226275747465206b6e696665223a202273616e732d627574746572206b6e696665222c20226b6e696665223a2022617269616c227d', '7b226d616e223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2356562_819339_singleton_obj.png', ['pipe', 'curtain', 'shower curtain']], ['http://object-naming-amore.upf.edu//2397438_3821073_seed_ambiguous.png', ['head', 'eye', 'zebra head', 'zebra']], ['http://object-naming-amore.upf.edu//1132_3568945_singleton_obj.png', ['table', 'counter', 'countertop', 'wall']], ['http://object-naming-amore.upf.edu//2326719_3114938_singleton_obj.png', ['child', 'toys', 'boy', 'fingers', 'doll']], ['http://object-naming-amore.upf.edu//2386458_682001_singleton_obj.png', ['phone', 'dress', 'sign', 'lady', 'woman']], ['http://object-naming-amore.upf.edu//2375576_1663076_seed_ambiguous.png', ['bookcase', 'sheles', 'bookshelf', 'shirt', 'shelves', 'shelf', 'cabinet']]]","['7b2270697065223a20227365726966222c20226375727461696e223a2022617269616c227d', '7b22657965223a20227365726966222c20227a65627261223a2022617269616c227d', '7b2277616c6c223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b2266696e67657273223a20227365726966227d', '7b227369676e223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b227368656c6573223a202273616e732d7368656c766573222c20227368656c766573223a2022626f6c642d7368656c66227d']"
